,,,Spain
sc2015,y2030,2030-09-22T11:00:00+02:00,1855.151
sc2015,y2030,2030-09-22T12:00:00+02:00,1889.799
sc2015,y2030,2030-09-22T13:00:00+02:00,1905.202
sc2015,y2030,2030-09-22T14:00:00+02:00,1923.761
sc2015,y2030,2030-09-22T15:00:00+02:00,1957.628
sc2015,y2030,2030-09-22T16:00:00+02:00,1982.279
sc2015,y2030,2030-09-22T17:00:00+02:00,1984.326
sc2015,y2030,2030-09-22T18:00:00+02:00,1974.538
sc2015,y2030,2030-09-22T19:00:00+02:00,2010.966
sc2015,y2030,2030-09-22T20:00:00+02:00,2016.078
sc2015,y2030,2030-09-22T21:00:00+02:00,1939.306
sc2015,y2030,2030-09-22T22:00:00+02:00,1888.948
sc2015,y2030,2030-09-22T23:00:00+02:00,1853.418
sc2015,y2030,2030-09-23T00:00:00+02:00,1806.96
sc2015,y2030,2030-09-23T01:00:00+02:00,1768.978
sc2015,y2030,2030-09-23T02:00:00+02:00,1749.792
sc2015,y2030,2030-09-23T03:00:00+02:00,1732.203
sc2015,y2030,2030-09-23T04:00:00+02:00,1718.953
sc2015,y2030,2030-09-23T05:00:00+02:00,1753.196
sc2015,y2030,2030-09-23T06:00:00+02:00,1815.118
sc2015,y2030,2030-09-23T07:00:00+02:00,1821.783
sc2015,y2030,2030-09-23T08:00:00+02:00,1833.069
sc2015,y2030,2030-09-23T09:00:00+02:00,1844.083
sc2015,y2030,2030-09-23T10:00:00+02:00,1852.586
sc2015,y2030,2030-09-23T11:00:00+02:00,1880.931
sc2015,y2030,2030-09-23T12:00:00+02:00,1898.21
sc2015,y2030,2030-09-23T13:00:00+02:00,1900.766
sc2015,y2030,2030-09-23T14:00:00+02:00,1882.066
sc2015,y2030,2030-09-23T15:00:00+02:00,1890.072
sc2015,y2030,2030-09-23T16:00:00+02:00,1894.825
sc2015,y2030,2030-09-23T17:00:00+02:00,1880.603
sc2015,y2030,2030-09-23T18:00:00+02:00,1869.981
sc2015,y2030,2030-09-23T19:00:00+02:00,1908.242
sc2015,y2030,2030-09-23T20:00:00+02:00,1892.93
sc2015,y2030,2030-09-23T21:00:00+02:00,1815.092
sc2015,y2030,2030-09-23T22:00:00+02:00,1760.922
sc2015,y2030,2030-09-23T23:00:00+02:00,1732.042
sc2015,y2030,2030-09-24T00:00:00+02:00,1690.007
sc2015,y2030,2030-09-24T01:00:00+02:00,1671.976
sc2015,y2030,2030-09-24T02:00:00+02:00,1659.015
sc2015,y2030,2030-09-24T03:00:00+02:00,1656.826
sc2015,y2030,2030-09-24T04:00:00+02:00,1654.024
sc2015,y2030,2030-09-24T05:00:00+02:00,1680.059
sc2015,y2030,2030-09-24T06:00:00+02:00,1727.952
sc2015,y2030,2030-09-24T07:00:00+02:00,1739.134
sc2015,y2030,2030-09-24T08:00:00+02:00,1731.027
sc2015,y2030,2030-09-24T09:00:00+02:00,1741.475
sc2015,y2030,2030-09-24T10:00:00+02:00,1731.948
sc2015,y2030,2030-09-24T11:00:00+02:00,1734.808
sc2015,y2030,2030-09-24T12:00:00+02:00,1734.832
sc2015,y2030,2030-09-24T13:00:00+02:00,1710.577
sc2015,y2030,2030-09-24T14:00:00+02:00,1715.943
sc2015,y2030,2030-09-24T15:00:00+02:00,1728.813
sc2015,y2030,2030-09-24T16:00:00+02:00,1741.391
sc2015,y2030,2030-09-24T17:00:00+02:00,1747.46
sc2015,y2030,2030-09-24T18:00:00+02:00,1753.551
sc2015,y2030,2030-09-24T19:00:00+02:00,1806.693
sc2015,y2030,2030-09-24T20:00:00+02:00,1810.17
sc2015,y2030,2030-09-24T21:00:00+02:00,1755.413
sc2015,y2030,2030-09-24T22:00:00+02:00,1703.77
sc2015,y2030,2030-09-24T23:00:00+02:00,1669.942
sc2015,y2030,2030-09-25T00:00:00+02:00,1647.566
sc2015,y2030,2030-09-25T01:00:00+02:00,1622.835
sc2015,y2030,2030-09-25T02:00:00+02:00,1606.747
sc2015,y2030,2030-09-25T03:00:00+02:00,1597.144
sc2015,y2030,2030-09-25T04:00:00+02:00,1593.069
sc2015,y2030,2030-09-25T05:00:00+02:00,1628.354
sc2015,y2030,2030-09-25T06:00:00+02:00,1676.042
sc2015,y2030,2030-09-25T07:00:00+02:00,1694.872
sc2015,y2030,2030-09-25T08:00:00+02:00,1710.271
sc2015,y2030,2030-09-25T09:00:00+02:00,1709.321
sc2015,y2030,2030-09-25T10:00:00+02:00,1718.51
sc2015,y2030,2030-09-25T11:00:00+02:00,1722.999
sc2015,y2030,2030-09-25T12:00:00+02:00,1722.667
sc2015,y2030,2030-09-25T13:00:00+02:00,1704.272
sc2015,y2030,2030-09-25T14:00:00+02:00,1704.805
sc2015,y2030,2030-09-25T15:00:00+02:00,1706.572
sc2015,y2030,2030-09-25T16:00:00+02:00,1721.025
sc2015,y2030,2030-09-25T17:00:00+02:00,1733.628
sc2015,y2030,2030-09-25T18:00:00+02:00,1745.77
sc2015,y2030,2030-09-25T19:00:00+02:00,1787.852
sc2015,y2030,2030-09-25T20:00:00+02:00,1798.477
sc2015,y2030,2030-09-25T21:00:00+02:00,1735.877
sc2015,y2030,2030-09-25T22:00:00+02:00,1686.765
sc2015,y2030,2030-09-25T23:00:00+02:00,1649.812
sc2015,y2030,2030-09-26T00:00:00+02:00,1602.69
sc2015,y2030,2030-09-26T01:00:00+02:00,1569.147
sc2015,y2030,2030-09-26T02:00:00+02:00,1538.951
sc2015,y2030,2030-09-26T03:00:00+02:00,1514.266
sc2015,y2030,2030-09-26T04:00:00+02:00,1497.868
sc2015,y2030,2030-09-26T05:00:00+02:00,1499.292
sc2015,y2030,2030-09-26T06:00:00+02:00,1509.203
sc2015,y2030,2030-09-26T07:00:00+02:00,1527.915
sc2015,y2030,2030-09-26T08:00:00+02:00,1572.042
sc2015,y2030,2030-09-26T09:00:00+02:00,1593.719
sc2015,y2030,2030-09-26T10:00:00+02:00,1595.831
sc2015,y2030,2030-09-26T11:00:00+02:00,1593.57
sc2015,y2030,2030-09-26T12:00:00+02:00,1598.521
sc2015,y2030,2030-09-26T13:00:00+02:00,1586.962
sc2015,y2030,2030-09-26T14:00:00+02:00,1578.566
sc2015,y2030,2030-09-26T15:00:00+02:00,1576.851
sc2015,y2030,2030-09-26T16:00:00+02:00,1588.675
sc2015,y2030,2030-09-26T17:00:00+02:00,1611.157
sc2015,y2030,2030-09-26T18:00:00+02:00,1637.221
sc2015,y2030,2030-09-26T19:00:00+02:00,1689.648
sc2015,y2030,2030-09-26T20:00:00+02:00,1718.993
sc2015,y2030,2030-09-26T21:00:00+02:00,1678.202
sc2015,y2030,2030-09-26T22:00:00+02:00,1637.2
sc2015,y2030,2030-09-26T23:00:00+02:00,1602.671
sc2015,y2030,2030-09-27T00:00:00+02:00,1567.746
sc2015,y2030,2030-09-27T01:00:00+02:00,1543.238
sc2015,y2030,2030-09-27T02:00:00+02:00,1523.694
sc2015,y2030,2030-09-27T03:00:00+02:00,1511.433
sc2015,y2030,2030-09-27T04:00:00+02:00,1508.246
sc2015,y2030,2030-09-27T05:00:00+02:00,1518.289
sc2015,y2030,2030-09-27T06:00:00+02:00,1523.892
sc2015,y2030,2030-09-27T07:00:00+02:00,1532.868
sc2015,y2030,2030-09-27T08:00:00+02:00,1559.679
sc2015,y2030,2030-09-27T09:00:00+02:00,1591.178
sc2015,y2030,2030-09-27T10:00:00+02:00,1602.966
sc2015,y2030,2030-09-27T11:00:00+02:00,1609.931
sc2015,y2030,2030-09-27T12:00:00+02:00,1624.805
sc2015,y2030,2030-09-27T13:00:00+02:00,1628.141
sc2015,y2030,2030-09-27T14:00:00+02:00,1627.639
sc2015,y2030,2030-09-27T15:00:00+02:00,1640.014
sc2015,y2030,2030-09-27T16:00:00+02:00,1662.339
sc2015,y2030,2030-09-27T17:00:00+02:00,1694.019
sc2015,y2030,2030-09-27T18:00:00+02:00,1735.544
sc2015,y2030,2030-09-27T19:00:00+02:00,1817.974
sc2015,y2030,2030-09-27T20:00:00+02:00,1841.199
sc2015,y2030,2030-09-27T21:00:00+02:00,1816.766
sc2015,y2030,2030-09-27T22:00:00+02:00,1763.51
sc2015,y2030,2030-09-27T23:00:00+02:00,1724.192
sc2015,y2030,2030-09-28T00:00:00+02:00,1687.169
sc2015,y2030,2030-09-28T01:00:00+02:00,1660.659
sc2015,y2030,2030-09-28T02:00:00+02:00,1646.317
sc2015,y2030,2030-09-28T03:00:00+02:00,1648.024
sc2015,y2030,2030-09-28T04:00:00+02:00,1655.385
sc2015,y2030,2030-09-28T05:00:00+02:00,1702.597
sc2015,y2030,2030-09-28T06:00:00+02:00,1768.804
sc2015,y2030,2030-09-28T07:00:00+02:00,1800.217
sc2015,y2030,2030-09-28T08:00:00+02:00,1809.32
sc2015,y2030,2030-09-28T09:00:00+02:00,1821.712
sc2015,y2030,2030-09-28T10:00:00+02:00,1815.716
sc2015,y2030,2030-09-28T11:00:00+02:00,1817.328
sc2015,y2030,2030-09-28T12:00:00+02:00,1816.792
sc2015,y2030,2030-09-28T13:00:00+02:00,1792.818
sc2015,y2030,2030-09-28T14:00:00+02:00,1785.773
sc2015,y2030,2030-09-28T15:00:00+02:00,1795.273
sc2015,y2030,2030-09-28T16:00:00+02:00,1804.753
sc2015,y2030,2030-09-28T17:00:00+02:00,1810.451
sc2015,y2030,2030-09-28T18:00:00+02:00,1827.894
sc2015,y2030,2030-09-28T19:00:00+02:00,1873.305
sc2015,y2030,2030-09-28T20:00:00+02:00,1894.058
sc2015,y2030,2030-09-28T21:00:00+02:00,1830.542
sc2015,y2030,2030-09-28T22:00:00+02:00,1759.315
sc2015,y2030,2030-09-28T23:00:00+02:00,1711.198
sc2015,y2030,2030-09-29T00:00:00+02:00,1666.515
sc2015,y2030,2030-09-29T01:00:00+02:00,1625.248
sc2015,y2030,2030-09-29T02:00:00+02:00,1595.324
sc2015,y2030,2030-09-29T03:00:00+02:00,1583.628
sc2015,y2030,2030-09-29T04:00:00+02:00,1575.163
sc2015,y2030,2030-09-29T05:00:00+02:00,1604.593
sc2015,y2030,2030-09-29T06:00:00+02:00,1658.284
sc2015,y2030,2030-09-29T07:00:00+02:00,1685.588
sc2015,y2030,2030-09-29T08:00:00+02:00,1693.83
sc2015,y2030,2030-09-29T09:00:00+02:00,1705.879
sc2015,y2030,2030-09-29T10:00:00+02:00,1717.098
sc2015,y2030,2030-09-29T11:00:00+02:00,1727.467
sc2015,y2030,2030-09-29T12:00:00+02:00,1739.613
sc2015,y2030,2030-09-29T13:00:00+02:00,1723.119
sc2015,y2030,2030-09-29T14:00:00+02:00,1723.399
sc2015,y2030,2030-09-29T15:00:00+02:00,1741.966
sc2015,y2030,2030-09-29T16:00:00+02:00,1768.624
sc2015,y2030,2030-09-29T17:00:00+02:00,1798.47
sc2015,y2030,2030-09-29T18:00:00+02:00,1839.889
sc2015,y2030,2030-09-29T19:00:00+02:00,1909.298
sc2015,y2030,2030-09-29T20:00:00+02:00,1924.525
sc2015,y2030,2030-09-29T21:00:00+02:00,1852.986
sc2015,y2030,2030-09-29T22:00:00+02:00,1771.456
sc2015,y2030,2030-09-29T23:00:00+02:00,1728.291
sc2015,y2030,2030-09-30T00:00:00+02:00,1681.155
sc2015,y2030,2030-09-30T01:00:00+02:00,1644.568
sc2015,y2030,2030-09-30T02:00:00+02:00,1620.865
sc2015,y2030,2030-09-30T03:00:00+02:00,1592.423
sc2015,y2030,2030-09-30T04:00:00+02:00,1586.305
sc2015,y2030,2030-09-30T05:00:00+02:00,1616.757
sc2015,y2030,2030-09-30T06:00:00+02:00,1674.913
sc2015,y2030,2030-09-30T07:00:00+02:00,1700.899
sc2015,y2030,2030-09-30T08:00:00+02:00,1702.882
sc2015,y2030,2030-09-30T09:00:00+02:00,1708.178
sc2015,y2030,2030-09-30T10:00:00+02:00,1714.046
sc2015,y2030,2030-09-30T11:00:00+02:00,1725.376
sc2015,y2030,2030-09-30T12:00:00+02:00,1734.313
sc2015,y2030,2030-09-30T13:00:00+02:00,1723.626
sc2015,y2030,2030-09-30T14:00:00+02:00,1714.281
sc2015,y2030,2030-09-30T15:00:00+02:00,1714.255
sc2015,y2030,2030-09-30T16:00:00+02:00,1717.046
sc2015,y2030,2030-09-30T17:00:00+02:00,1705.425
sc2015,y2030,2030-09-30T18:00:00+02:00,1709.255
sc2015,y2030,2030-09-30T19:00:00+02:00,1755.75
sc2015,y2030,2030-09-30T20:00:00+02:00,1742.716
sc2015,y2030,2030-09-30T21:00:00+02:00,1683.154
sc2015,y2030,2030-09-30T22:00:00+02:00,1637.071
sc2015,y2030,2030-09-30T23:00:00+02:00,1600.147
sc2015,y2030,2030-10-01T00:00:00+02:00,1566.592
sc2015,y2030,2030-10-01T01:00:00+02:00,1542.069
sc2015,y2030,2030-10-01T02:00:00+02:00,1528.671
sc2015,y2030,2030-10-01T03:00:00+02:00,1506.889
sc2015,y2030,2030-10-01T04:00:00+02:00,1510.028
sc2015,y2030,2030-10-01T05:00:00+02:00,1550.166
sc2015,y2030,2030-10-01T06:00:00+02:00,1630.993
sc2015,y2030,2030-10-01T07:00:00+02:00,1654.451
sc2015,y2030,2030-10-01T08:00:00+02:00,1661.933
sc2015,y2030,2030-10-01T09:00:00+02:00,1665.559
sc2015,y2030,2030-10-01T10:00:00+02:00,1672.613
sc2015,y2030,2030-10-01T11:00:00+02:00,1699.148
sc2015,y2030,2030-10-01T12:00:00+02:00,1726.715
sc2015,y2030,2030-10-01T13:00:00+02:00,1733.813
sc2015,y2030,2030-10-01T14:00:00+02:00,1762.248
sc2015,y2030,2030-10-01T15:00:00+02:00,1779.218
sc2015,y2030,2030-10-01T16:00:00+02:00,1795.767
sc2015,y2030,2030-10-01T17:00:00+02:00,1794.05
sc2015,y2030,2030-10-01T18:00:00+02:00,1799.564
sc2015,y2030,2030-10-01T19:00:00+02:00,1834.776
sc2015,y2030,2030-10-01T20:00:00+02:00,1825.683
sc2015,y2030,2030-10-01T21:00:00+02:00,1742.573
sc2015,y2030,2030-10-01T22:00:00+02:00,1681.761
sc2015,y2030,2030-10-01T23:00:00+02:00,1637.824
sc2015,y2030,2030-10-02T00:00:00+02:00,1595.279
sc2015,y2030,2030-10-02T01:00:00+02:00,1569.732
sc2015,y2030,2030-10-02T02:00:00+02:00,1554.412
sc2015,y2030,2030-10-02T03:00:00+02:00,1553.876
sc2015,y2030,2030-10-02T04:00:00+02:00,1556.206
sc2015,y2030,2030-10-02T05:00:00+02:00,1581.87
sc2015,y2030,2030-10-02T06:00:00+02:00,1643.304
sc2015,y2030,2030-10-02T07:00:00+02:00,1667.759
sc2015,y2030,2030-10-02T08:00:00+02:00,1661.659
sc2015,y2030,2030-10-02T09:00:00+02:00,1687.405
sc2015,y2030,2030-10-02T10:00:00+02:00,1688.361
sc2015,y2030,2030-10-02T11:00:00+02:00,1711.325
sc2015,y2030,2030-10-02T12:00:00+02:00,1731.679
sc2015,y2030,2030-10-02T13:00:00+02:00,1744.133
sc2015,y2030,2030-10-02T14:00:00+02:00,1764.389
sc2015,y2030,2030-10-02T15:00:00+02:00,1794.018
sc2015,y2030,2030-10-02T16:00:00+02:00,1791.575
sc2015,y2030,2030-10-02T17:00:00+02:00,1779.71
sc2015,y2030,2030-10-02T18:00:00+02:00,1769.071
sc2015,y2030,2030-10-02T19:00:00+02:00,1804.947
sc2015,y2030,2030-10-02T20:00:00+02:00,1789.754
sc2015,y2030,2030-10-02T21:00:00+02:00,1723.718
sc2015,y2030,2030-10-02T22:00:00+02:00,1682.909
sc2015,y2030,2030-10-02T23:00:00+02:00,1657.914
sc2015,y2030,2030-10-03T00:00:00+02:00,1629.458
sc2015,y2030,2030-10-03T01:00:00+02:00,1612.876
sc2015,y2030,2030-10-03T02:00:00+02:00,1593.135
sc2015,y2030,2030-10-03T03:00:00+02:00,1574.479
sc2015,y2030,2030-10-03T04:00:00+02:00,1563.934
sc2015,y2030,2030-10-03T05:00:00+02:00,1555.988
sc2015,y2030,2030-10-03T06:00:00+02:00,1558.672
sc2015,y2030,2030-10-03T07:00:00+02:00,1567.931
sc2015,y2030,2030-10-03T08:00:00+02:00,1598.882
sc2015,y2030,2030-10-03T09:00:00+02:00,1630.009
sc2015,y2030,2030-10-03T10:00:00+02:00,1647.894
sc2015,y2030,2030-10-03T11:00:00+02:00,1669.447
sc2015,y2030,2030-10-03T12:00:00+02:00,1697.521
sc2015,y2030,2030-10-03T13:00:00+02:00,1699.374
sc2015,y2030,2030-10-03T14:00:00+02:00,1669.333
sc2015,y2030,2030-10-03T15:00:00+02:00,1657.109
sc2015,y2030,2030-10-03T16:00:00+02:00,1634.85
sc2015,y2030,2030-10-03T17:00:00+02:00,1623.946
sc2015,y2030,2030-10-03T18:00:00+02:00,1612.624
sc2015,y2030,2030-10-03T19:00:00+02:00,1654.723
sc2015,y2030,2030-10-03T20:00:00+02:00,1645.255
sc2015,y2030,2030-10-03T21:00:00+02:00,1611.792
sc2015,y2030,2030-10-03T22:00:00+02:00,1592.203
sc2015,y2030,2030-10-03T23:00:00+02:00,1591.073
sc2015,y2030,2030-10-04T00:00:00+02:00,1576.865
sc2015,y2030,2030-10-04T01:00:00+02:00,1581.757
sc2015,y2030,2030-10-04T02:00:00+02:00,1587.576
sc2015,y2030,2030-10-04T03:00:00+02:00,1608.16
sc2015,y2030,2030-10-04T04:00:00+02:00,1630.74
sc2015,y2030,2030-10-04T05:00:00+02:00,1671.647
sc2015,y2030,2030-10-04T06:00:00+02:00,1716.515
sc2015,y2030,2030-10-04T07:00:00+02:00,1737.945
sc2015,y2030,2030-10-04T08:00:00+02:00,1783.74
sc2015,y2030,2030-10-04T09:00:00+02:00,1847.015
sc2015,y2030,2030-10-04T10:00:00+02:00,1934.314
sc2015,y2030,2030-10-04T11:00:00+02:00,1988.282
sc2015,y2030,2030-10-04T12:00:00+02:00,2053.62
sc2015,y2030,2030-10-04T13:00:00+02:00,2090.186
sc2015,y2030,2030-10-04T14:00:00+02:00,2087.589
sc2015,y2030,2030-10-04T15:00:00+02:00,2076.004
sc2015,y2030,2030-10-04T16:00:00+02:00,2075.865
sc2015,y2030,2030-10-04T17:00:00+02:00,2050.81
sc2015,y2030,2030-10-04T18:00:00+02:00,2043.065
sc2015,y2030,2030-10-04T19:00:00+02:00,2076.543
sc2015,y2030,2030-10-04T20:00:00+02:00,2080.929
sc2015,y2030,2030-10-04T21:00:00+02:00,2037.512
sc2015,y2030,2030-10-04T22:00:00+02:00,2024.352
sc2015,y2030,2030-10-04T23:00:00+02:00,1982.378
sc2015,y2030,2030-10-05T00:00:00+02:00,1975.852
sc2015,y2030,2030-10-05T01:00:00+02:00,1965.254
sc2015,y2030,2030-10-05T02:00:00+02:00,1957.295
sc2015,y2030,2030-10-05T03:00:00+02:00,1963.287
sc2015,y2030,2030-10-05T04:00:00+02:00,1976.208
sc2015,y2030,2030-10-05T05:00:00+02:00,2020.278
sc2015,y2030,2030-10-05T06:00:00+02:00,2105.078
sc2015,y2030,2030-10-05T07:00:00+02:00,2144.788
sc2015,y2030,2030-10-05T08:00:00+02:00,2166.164
sc2015,y2030,2030-10-05T09:00:00+02:00,2184.325
sc2015,y2030,2030-10-05T10:00:00+02:00,2232.675
sc2015,y2030,2030-10-05T11:00:00+02:00,2266.336
sc2015,y2030,2030-10-05T12:00:00+02:00,2291.609
sc2015,y2030,2030-10-05T13:00:00+02:00,2270.775
sc2015,y2030,2030-10-05T14:00:00+02:00,2277.748
sc2015,y2030,2030-10-05T15:00:00+02:00,2265.543
sc2015,y2030,2030-10-05T16:00:00+02:00,2249.057
sc2015,y2030,2030-10-05T17:00:00+02:00,2235.033
sc2015,y2030,2030-10-05T18:00:00+02:00,2237.994
sc2015,y2030,2030-10-05T19:00:00+02:00,2278.425
sc2015,y2030,2030-10-05T20:00:00+02:00,2270.677
sc2015,y2030,2030-10-05T21:00:00+02:00,2197.999
sc2015,y2030,2030-10-05T22:00:00+02:00,2146.853
sc2015,y2030,2030-10-05T23:00:00+02:00,2116.123
sc2015,y2030,2030-10-06T00:00:00+02:00,2095.106
sc2015,y2030,2030-10-06T01:00:00+02:00,2084.443
sc2015,y2030,2030-10-06T02:00:00+02:00,2077.667
sc2015,y2030,2030-10-06T03:00:00+02:00,2075.232
sc2015,y2030,2030-10-06T04:00:00+02:00,2071.347
sc2015,y2030,2030-10-06T05:00:00+02:00,2090.618
sc2015,y2030,2030-10-06T06:00:00+02:00,2159.033
sc2015,y2030,2030-10-06T07:00:00+02:00,2200.379
sc2015,y2030,2030-10-06T08:00:00+02:00,2214.03
sc2015,y2030,2030-10-06T09:00:00+02:00,2238.071
sc2015,y2030,2030-10-06T10:00:00+02:00,2259.938
sc2015,y2030,2030-10-06T11:00:00+02:00,2275.438
sc2015,y2030,2030-10-06T12:00:00+02:00,2278.853
sc2015,y2030,2030-10-06T13:00:00+02:00,2254.082
sc2015,y2030,2030-10-06T14:00:00+02:00,2232.809
sc2015,y2030,2030-10-06T15:00:00+02:00,2203.35
sc2015,y2030,2030-10-06T16:00:00+02:00,2162.02
sc2015,y2030,2030-10-06T17:00:00+02:00,2095.187
sc2015,y2030,2030-10-06T18:00:00+02:00,2041.053
sc2015,y2030,2030-10-06T19:00:00+02:00,2030.6
sc2015,y2030,2030-10-06T20:00:00+02:00,1995.891
sc2015,y2030,2030-10-06T21:00:00+02:00,1891.088
sc2015,y2030,2030-10-06T22:00:00+02:00,1808.825
sc2015,y2030,2030-10-06T23:00:00+02:00,1758.922
sc2015,y2030,2030-10-07T00:00:00+02:00,1717.167
sc2015,y2030,2030-10-07T01:00:00+02:00,1678.554
sc2015,y2030,2030-10-07T02:00:00+02:00,1650.898
sc2015,y2030,2030-10-07T03:00:00+02:00,1629.333
sc2015,y2030,2030-10-07T04:00:00+02:00,1619.059
sc2015,y2030,2030-10-07T05:00:00+02:00,1643.777
sc2015,y2030,2030-10-07T06:00:00+02:00,1704.532
sc2015,y2030,2030-10-07T07:00:00+02:00,1719.486
sc2015,y2030,2030-10-07T08:00:00+02:00,1713.457
sc2015,y2030,2030-10-07T09:00:00+02:00,1718.255
sc2015,y2030,2030-10-07T10:00:00+02:00,1718.621
sc2015,y2030,2030-10-07T11:00:00+02:00,1716.747
sc2015,y2030,2030-10-07T12:00:00+02:00,1720.849
sc2015,y2030,2030-10-07T13:00:00+02:00,1693.849
sc2015,y2030,2030-10-07T14:00:00+02:00,1677.64
sc2015,y2030,2030-10-07T15:00:00+02:00,1682.179
sc2015,y2030,2030-10-07T16:00:00+02:00,1697.967
sc2015,y2030,2030-10-07T17:00:00+02:00,1706.69
sc2015,y2030,2030-10-07T18:00:00+02:00,1747.213
sc2015,y2030,2030-10-07T19:00:00+02:00,1809.884
sc2015,y2030,2030-10-07T20:00:00+02:00,1811.947
sc2015,y2030,2030-10-07T21:00:00+02:00,1752.13
sc2015,y2030,2030-10-07T22:00:00+02:00,1708.671
sc2015,y2030,2030-10-07T23:00:00+02:00,1677.193
sc2015,y2030,2030-10-08T00:00:00+02:00,1647.291
sc2015,y2030,2030-10-08T01:00:00+02:00,1634.165
sc2015,y2030,2030-10-08T02:00:00+02:00,1621.741
sc2015,y2030,2030-10-08T03:00:00+02:00,1620.932
sc2015,y2030,2030-10-08T04:00:00+02:00,1627.195
sc2015,y2030,2030-10-08T05:00:00+02:00,1678.654
sc2015,y2030,2030-10-08T06:00:00+02:00,1746.118
sc2015,y2030,2030-10-08T07:00:00+02:00,1775.08
sc2015,y2030,2030-10-08T08:00:00+02:00,1774.89
sc2015,y2030,2030-10-08T09:00:00+02:00,1766.3
sc2015,y2030,2030-10-08T10:00:00+02:00,1748.206
sc2015,y2030,2030-10-08T11:00:00+02:00,1738.11
sc2015,y2030,2030-10-08T12:00:00+02:00,1727.007
sc2015,y2030,2030-10-08T13:00:00+02:00,1689.744
sc2015,y2030,2030-10-08T14:00:00+02:00,1683.746
sc2015,y2030,2030-10-08T15:00:00+02:00,1686.915
sc2015,y2030,2030-10-08T16:00:00+02:00,1704.163
sc2015,y2030,2030-10-08T17:00:00+02:00,1723.722
sc2015,y2030,2030-10-08T18:00:00+02:00,1767.839
sc2015,y2030,2030-10-08T19:00:00+02:00,1823.959
sc2015,y2030,2030-10-08T20:00:00+02:00,1817.45
sc2015,y2030,2030-10-08T21:00:00+02:00,1761.132
sc2015,y2030,2030-10-08T22:00:00+02:00,1697.638
sc2015,y2030,2030-10-08T23:00:00+02:00,1646.226
sc2015,y2030,2030-10-09T00:00:00+02:00,1609.613
sc2015,y2030,2030-10-09T01:00:00+02:00,1578.205
sc2015,y2030,2030-10-09T02:00:00+02:00,1558.71
sc2015,y2030,2030-10-09T03:00:00+02:00,1537.058
sc2015,y2030,2030-10-09T04:00:00+02:00,1537.337
sc2015,y2030,2030-10-09T05:00:00+02:00,1566.418
sc2015,y2030,2030-10-09T06:00:00+02:00,1616.089
sc2015,y2030,2030-10-09T07:00:00+02:00,1632.988
sc2015,y2030,2030-10-09T08:00:00+02:00,1648.873
sc2015,y2030,2030-10-09T09:00:00+02:00,1660.37
sc2015,y2030,2030-10-09T10:00:00+02:00,1656.39
sc2015,y2030,2030-10-09T11:00:00+02:00,1657.409
sc2015,y2030,2030-10-09T12:00:00+02:00,1650.397
sc2015,y2030,2030-10-09T13:00:00+02:00,1627.955
sc2015,y2030,2030-10-09T14:00:00+02:00,1628.92
sc2015,y2030,2030-10-09T15:00:00+02:00,1627.925
sc2015,y2030,2030-10-09T16:00:00+02:00,1637.115
sc2015,y2030,2030-10-09T17:00:00+02:00,1634.519
sc2015,y2030,2030-10-09T18:00:00+02:00,1656.719
sc2015,y2030,2030-10-09T19:00:00+02:00,1703.229
sc2015,y2030,2030-10-09T20:00:00+02:00,1701.151
sc2015,y2030,2030-10-09T21:00:00+02:00,1662.424
sc2015,y2030,2030-10-09T22:00:00+02:00,1617.026
sc2015,y2030,2030-10-09T23:00:00+02:00,1584.985
sc2015,y2030,2030-10-10T00:00:00+02:00,1570.274
sc2015,y2030,2030-10-10T01:00:00+02:00,1545.449
sc2015,y2030,2030-10-10T02:00:00+02:00,1538.348
sc2015,y2030,2030-10-10T03:00:00+02:00,1538.777
sc2015,y2030,2030-10-10T04:00:00+02:00,1539.479
sc2015,y2030,2030-10-10T05:00:00+02:00,1544.167
sc2015,y2030,2030-10-10T06:00:00+02:00,1569.301
sc2015,y2030,2030-10-10T07:00:00+02:00,1594.892
sc2015,y2030,2030-10-10T08:00:00+02:00,1635.124
sc2015,y2030,2030-10-10T09:00:00+02:00,1656.334
sc2015,y2030,2030-10-10T10:00:00+02:00,1663.374
sc2015,y2030,2030-10-10T11:00:00+02:00,1669.743
sc2015,y2030,2030-10-10T12:00:00+02:00,1679.564
sc2015,y2030,2030-10-10T13:00:00+02:00,1672.098
sc2015,y2030,2030-10-10T14:00:00+02:00,1660.703
sc2015,y2030,2030-10-10T15:00:00+02:00,1645.763
sc2015,y2030,2030-10-10T16:00:00+02:00,1642.514
sc2015,y2030,2030-10-10T17:00:00+02:00,1654.004
sc2015,y2030,2030-10-10T18:00:00+02:00,1685.211
sc2015,y2030,2030-10-10T19:00:00+02:00,1743.145
sc2015,y2030,2030-10-10T20:00:00+02:00,1745.685
sc2015,y2030,2030-10-10T21:00:00+02:00,1702.712
sc2015,y2030,2030-10-10T22:00:00+02:00,1670.177
sc2015,y2030,2030-10-10T23:00:00+02:00,1626.478
sc2015,y2030,2030-10-11T00:00:00+02:00,1589.477
sc2015,y2030,2030-10-11T01:00:00+02:00,1561.78
sc2015,y2030,2030-10-11T02:00:00+02:00,1538.235
sc2015,y2030,2030-10-11T03:00:00+02:00,1521.115
sc2015,y2030,2030-10-11T04:00:00+02:00,1507.976
sc2015,y2030,2030-10-11T05:00:00+02:00,1507.37
