Period,Scenario,LoadLevel,Hydro
2030,sc01,04-01 21:00:00+02:00,148.03762254551285
2030,sc01,04-01 23:00:00+02:00,148.03762254551285
2030,sc01,04-02 01:00:00+02:00,148.03762254551285
2030,sc01,04-02 03:00:00+02:00,148.03762254551285
2030,sc01,04-02 05:00:00+02:00,148.03762254551285
2030,sc01,04-02 07:00:00+02:00,148.03762254551285
2030,sc01,04-02 09:00:00+02:00,148.03762254551285
2030,sc01,04-02 11:00:00+02:00,148.03762254551285
2030,sc01,04-02 13:00:00+02:00,148.03762254551285
2030,sc01,04-02 15:00:00+02:00,148.03762254551285
2030,sc01,04-02 17:00:00+02:00,148.03762254551285
2030,sc01,04-02 19:00:00+02:00,148.03762254551285
2030,sc01,04-02 21:00:00+02:00,148.03762254551285
2030,sc01,04-02 23:00:00+02:00,148.03762254551285
2030,sc01,04-03 01:00:00+02:00,148.03762254551285
2030,sc01,04-03 03:00:00+02:00,148.03762254551285
2030,sc01,04-03 05:00:00+02:00,148.03762254551285
2030,sc01,04-03 07:00:00+02:00,148.03762254551285
2030,sc01,04-03 09:00:00+02:00,148.03762254551285
2030,sc01,04-03 11:00:00+02:00,148.03762254551285
2030,sc01,04-03 13:00:00+02:00,148.03762254551285
2030,sc01,04-03 15:00:00+02:00,148.03762254551285
2030,sc01,04-03 17:00:00+02:00,148.03762254551285
2030,sc01,04-03 19:00:00+02:00,148.03762254551285
2030,sc01,04-03 21:00:00+02:00,148.03762254551285
2030,sc01,04-03 23:00:00+02:00,148.03762254551285
2030,sc01,04-04 01:00:00+02:00,148.03762254551285
2030,sc01,04-04 03:00:00+02:00,148.03762254551285
2030,sc01,04-04 05:00:00+02:00,148.03762254551285
2030,sc01,04-04 07:00:00+02:00,148.03762254551285
2030,sc01,04-04 09:00:00+02:00,148.03762254551285
2030,sc01,04-04 11:00:00+02:00,148.03762254551285
2030,sc01,04-04 13:00:00+02:00,148.03762254551285
2030,sc01,04-04 15:00:00+02:00,148.03762254551285
2030,sc01,04-04 17:00:00+02:00,148.03762254551285
2030,sc01,04-04 19:00:00+02:00,148.03762254551285
2030,sc01,04-04 21:00:00+02:00,148.03762254551285
2030,sc01,04-04 23:00:00+02:00,148.03762254551285
2030,sc01,04-05 01:00:00+02:00,148.03762254551285
2030,sc01,04-05 03:00:00+02:00,148.03762254551285
2030,sc01,04-05 05:00:00+02:00,148.03762254551285
2030,sc01,04-05 07:00:00+02:00,148.03762254551285
2030,sc01,04-05 09:00:00+02:00,148.03762254551285
2030,sc01,04-05 11:00:00+02:00,148.03762254551285
2030,sc01,04-05 13:00:00+02:00,148.03762254551285
2030,sc01,04-05 15:00:00+02:00,148.03762254551285
2030,sc01,04-05 17:00:00+02:00,148.03762254551285
2030,sc01,04-05 19:00:00+02:00,148.03762254551285
2030,sc01,04-05 21:00:00+02:00,148.03762254551285
2030,sc01,04-05 23:00:00+02:00,148.03762254551285
2030,sc01,04-06 01:00:00+02:00,148.03762254551285
2030,sc01,04-06 03:00:00+02:00,148.03762254551285
2030,sc01,04-06 05:00:00+02:00,148.03762254551285
2030,sc01,04-06 07:00:00+02:00,148.03762254551285
2030,sc01,04-06 09:00:00+02:00,148.03762254551285
2030,sc01,04-06 11:00:00+02:00,148.03762254551285
2030,sc01,04-06 13:00:00+02:00,148.03762254551285
2030,sc01,04-06 15:00:00+02:00,148.03762254551285
2030,sc01,04-06 17:00:00+02:00,148.03762254551285
2030,sc01,04-06 19:00:00+02:00,148.03762254551285
2030,sc01,04-06 21:00:00+02:00,148.03762254551285
2030,sc01,04-06 23:00:00+02:00,148.03762254551285
2030,sc01,04-07 01:00:00+02:00,148.03762254551285
2030,sc01,04-07 03:00:00+02:00,148.03762254551285
2030,sc01,04-07 05:00:00+02:00,148.03762254551285
2030,sc01,04-07 07:00:00+02:00,148.03762254551285
2030,sc01,04-07 09:00:00+02:00,148.03762254551285
2030,sc01,04-07 11:00:00+02:00,148.03762254551285
2030,sc01,04-07 13:00:00+02:00,148.03762254551285
2030,sc01,04-07 15:00:00+02:00,148.03762254551285
2030,sc01,04-07 17:00:00+02:00,148.03762254551285
2030,sc01,04-07 19:00:00+02:00,148.03762254551285
2030,sc01,04-07 21:00:00+02:00,148.03762254551285
2030,sc01,04-07 23:00:00+02:00,148.03762254551285
2030,sc01,04-08 01:00:00+02:00,148.03762254551285
2030,sc01,04-08 03:00:00+02:00,148.03762254551285
2030,sc01,04-08 05:00:00+02:00,148.03762254551285
2030,sc01,04-08 07:00:00+02:00,148.03762254551285
2030,sc01,04-08 09:00:00+02:00,148.03762254551285
2030,sc01,04-08 11:00:00+02:00,148.03762254551285
2030,sc01,04-08 13:00:00+02:00,148.03762254551285
2030,sc01,04-08 15:00:00+02:00,148.03762254551285
2030,sc01,04-08 17:00:00+02:00,148.03762254551285
2030,sc01,04-08 19:00:00+02:00,148.03762254551285
2030,sc01,04-08 21:00:00+02:00,148.03762254551285
2030,sc01,04-08 23:00:00+02:00,148.03762254551285
2030,sc01,04-09 01:00:00+02:00,148.03762254551285
2030,sc01,04-09 03:00:00+02:00,148.03762254551285
2030,sc01,04-09 05:00:00+02:00,148.03762254551285
2030,sc01,04-09 07:00:00+02:00,148.03762254551285
2030,sc01,04-09 09:00:00+02:00,148.03762254551285
2030,sc01,04-09 11:00:00+02:00,148.03762254551285
2030,sc01,04-09 13:00:00+02:00,148.03762254551285
2030,sc01,04-09 15:00:00+02:00,148.03762254551285
2030,sc01,04-09 17:00:00+02:00,148.03762254551285
2030,sc01,04-09 19:00:00+02:00,148.03762254551285
2030,sc01,04-09 21:00:00+02:00,148.03762254551285
2030,sc01,04-09 23:00:00+02:00,148.03762254551285
2030,sc01,04-10 01:00:00+02:00,148.03762254551285
2030,sc01,04-10 03:00:00+02:00,148.03762254551285
2030,sc01,04-10 05:00:00+02:00,148.03762254551285
2030,sc01,04-10 07:00:00+02:00,148.03762254551285
2030,sc01,04-10 09:00:00+02:00,148.03762254551285
2030,sc01,04-10 11:00:00+02:00,148.03762254551285
2030,sc01,04-10 13:00:00+02:00,148.03762254551285
2030,sc01,04-10 15:00:00+02:00,148.03762254551285
2030,sc01,04-10 17:00:00+02:00,148.03762254551285
2030,sc01,04-10 19:00:00+02:00,148.03762254551285
2030,sc01,04-10 21:00:00+02:00,148.03762254551285
2030,sc01,04-10 23:00:00+02:00,148.03762254551285
2030,sc01,04-11 01:00:00+02:00,148.03762254551285
2030,sc01,04-11 03:00:00+02:00,148.03762254551285
2030,sc01,04-11 05:00:00+02:00,148.03762254551285
2030,sc01,04-11 07:00:00+02:00,148.03762254551285
2030,sc01,04-11 09:00:00+02:00,148.03762254551285
2030,sc01,04-11 11:00:00+02:00,148.03762254551285
2030,sc01,04-11 13:00:00+02:00,148.03762254551285
2030,sc01,04-11 15:00:00+02:00,148.03762254551285
2030,sc01,04-11 17:00:00+02:00,148.03762254551285
2030,sc01,04-11 19:00:00+02:00,148.03762254551285
2030,sc01,04-11 21:00:00+02:00,148.03762254551285
2030,sc01,04-11 23:00:00+02:00,148.03762254551285
2030,sc01,04-12 01:00:00+02:00,148.03762254551285
2030,sc01,04-12 03:00:00+02:00,148.03762254551285
2030,sc01,04-12 05:00:00+02:00,148.03762254551285
2030,sc01,04-12 07:00:00+02:00,148.03762254551285
2030,sc01,04-12 09:00:00+02:00,148.03762254551285
2030,sc01,04-12 11:00:00+02:00,148.03762254551285
2030,sc01,04-12 13:00:00+02:00,148.03762254551285
2030,sc01,04-12 15:00:00+02:00,148.03762254551285
2030,sc01,04-12 17:00:00+02:00,148.03762254551285
2030,sc01,04-12 19:00:00+02:00,148.03762254551285
2030,sc01,04-12 21:00:00+02:00,148.03762254551285
2030,sc01,04-12 23:00:00+02:00,148.03762254551285
2030,sc01,04-13 01:00:00+02:00,148.03762254551285
2030,sc01,04-13 03:00:00+02:00,148.03762254551285
2030,sc01,04-13 05:00:00+02:00,148.03762254551285
2030,sc01,04-13 07:00:00+02:00,148.03762254551285
2030,sc01,04-13 09:00:00+02:00,148.03762254551285
2030,sc01,04-13 11:00:00+02:00,148.03762254551285
2030,sc01,04-13 13:00:00+02:00,148.03762254551285
2030,sc01,04-13 15:00:00+02:00,148.03762254551285
2030,sc01,04-13 17:00:00+02:00,148.03762254551285
2030,sc01,04-13 19:00:00+02:00,148.03762254551285
2030,sc01,04-13 21:00:00+02:00,148.03762254551285
2030,sc01,04-13 23:00:00+02:00,148.03762254551285
2030,sc01,04-14 01:00:00+02:00,148.03762254551285
2030,sc01,04-14 03:00:00+02:00,148.03762254551285
2030,sc01,04-14 05:00:00+02:00,148.03762254551285
2030,sc01,04-14 07:00:00+02:00,148.03762254551285
2030,sc01,04-14 09:00:00+02:00,148.03762254551285
2030,sc01,04-14 11:00:00+02:00,148.03762254551285
2030,sc01,04-14 13:00:00+02:00,148.03762254551285
2030,sc01,04-14 15:00:00+02:00,148.03762254551285
2030,sc01,04-14 17:00:00+02:00,148.03762254551285
2030,sc01,04-14 19:00:00+02:00,148.03762254551285
2030,sc01,04-14 21:00:00+02:00,148.03762254551285
2030,sc01,04-14 23:00:00+02:00,148.03762254551285
2030,sc01,04-15 01:00:00+02:00,148.03762254551285
2030,sc01,04-15 03:00:00+02:00,148.03762254551285
2030,sc01,04-15 05:00:00+02:00,148.03762254551285
2030,sc01,04-15 07:00:00+02:00,148.03762254551285
2030,sc01,04-15 09:00:00+02:00,148.03762254551285
2030,sc01,04-15 11:00:00+02:00,148.03762254551285
2030,sc01,04-15 13:00:00+02:00,148.03762254551285
2030,sc01,04-15 15:00:00+02:00,148.03762254551285
2030,sc01,04-15 17:00:00+02:00,148.03762254551285
2030,sc01,04-15 19:00:00+02:00,148.03762254551285
2030,sc01,04-15 21:00:00+02:00,148.03762254551285
2030,sc01,04-15 23:00:00+02:00,148.03762254551285
2030,sc01,04-16 01:00:00+02:00,148.03762254551285
2030,sc01,04-16 03:00:00+02:00,148.03762254551285
2030,sc01,04-16 05:00:00+02:00,148.03762254551285
2030,sc01,04-16 07:00:00+02:00,148.03762254551285
2030,sc01,04-16 09:00:00+02:00,148.03762254551285
2030,sc01,04-16 11:00:00+02:00,148.03762254551285
2030,sc01,04-16 13:00:00+02:00,148.03762254551285
2030,sc01,04-16 15:00:00+02:00,148.03762254551285
2030,sc01,04-16 17:00:00+02:00,148.03762254551285
2030,sc01,04-16 19:00:00+02:00,148.03762254551285
2030,sc01,04-16 21:00:00+02:00,148.03762254551285
2030,sc01,04-16 23:00:00+02:00,148.03762254551285
2030,sc01,04-17 01:00:00+02:00,148.03762254551285
2030,sc01,04-17 03:00:00+02:00,148.03762254551285
2030,sc01,04-17 05:00:00+02:00,148.03762254551285
2030,sc01,04-17 07:00:00+02:00,148.03762254551285
2030,sc01,04-17 09:00:00+02:00,148.03762254551285
2030,sc01,04-17 11:00:00+02:00,148.03762254551285
2030,sc01,04-17 13:00:00+02:00,148.03762254551285
2030,sc01,04-17 15:00:00+02:00,148.03762254551285
2030,sc01,04-17 17:00:00+02:00,148.03762254551285
2030,sc01,04-17 19:00:00+02:00,148.03762254551285
2030,sc01,04-17 21:00:00+02:00,148.03762254551285
2030,sc01,04-17 23:00:00+02:00,148.03762254551285
2030,sc01,04-18 01:00:00+02:00,148.03762254551285
2030,sc01,04-18 03:00:00+02:00,148.03762254551285
2030,sc01,04-18 05:00:00+02:00,148.03762254551285
2030,sc01,04-18 07:00:00+02:00,148.03762254551285
2030,sc01,04-18 09:00:00+02:00,148.03762254551285
2030,sc01,04-18 11:00:00+02:00,148.03762254551285
2030,sc01,04-18 13:00:00+02:00,148.03762254551285
2030,sc01,04-18 15:00:00+02:00,148.03762254551285
2030,sc01,04-18 17:00:00+02:00,148.03762254551285
2030,sc01,04-18 19:00:00+02:00,148.03762254551285
2030,sc01,04-18 21:00:00+02:00,148.03762254551285
2030,sc01,04-18 23:00:00+02:00,148.03762254551285
2030,sc01,04-19 01:00:00+02:00,148.03762254551285
2030,sc01,04-19 03:00:00+02:00,148.03762254551285
2030,sc01,04-19 05:00:00+02:00,148.03762254551285
2030,sc01,04-19 07:00:00+02:00,148.03762254551285
2030,sc01,04-19 09:00:00+02:00,148.03762254551285
2030,sc01,04-19 11:00:00+02:00,148.03762254551285
2030,sc01,04-19 13:00:00+02:00,148.03762254551285
2030,sc01,04-19 15:00:00+02:00,148.03762254551285
2030,sc01,04-19 17:00:00+02:00,148.03762254551285
2030,sc01,04-19 19:00:00+02:00,148.03762254551285
2030,sc01,04-19 21:00:00+02:00,148.03762254551285
2030,sc01,04-19 23:00:00+02:00,148.03762254551285
2030,sc01,04-20 01:00:00+02:00,148.03762254551285
2030,sc01,04-20 03:00:00+02:00,148.03762254551285
2030,sc01,04-20 05:00:00+02:00,148.03762254551285
2030,sc01,04-20 07:00:00+02:00,148.03762254551285
2030,sc01,04-20 09:00:00+02:00,148.03762254551285
2030,sc01,04-20 11:00:00+02:00,148.03762254551285
2030,sc01,04-20 13:00:00+02:00,148.03762254551285
2030,sc01,04-20 15:00:00+02:00,148.03762254551285
2030,sc01,04-20 17:00:00+02:00,148.03762254551285
2030,sc01,04-20 19:00:00+02:00,148.03762254551285
2030,sc01,04-20 21:00:00+02:00,148.03762254551285
2030,sc01,04-20 23:00:00+02:00,148.03762254551285
2030,sc01,04-21 01:00:00+02:00,148.03762254551285
2030,sc01,04-21 03:00:00+02:00,148.03762254551285
2030,sc01,04-21 05:00:00+02:00,148.03762254551285
2030,sc01,04-21 07:00:00+02:00,148.03762254551285
2030,sc01,04-21 09:00:00+02:00,148.03762254551285
2030,sc01,04-21 11:00:00+02:00,148.03762254551285
2030,sc01,04-21 13:00:00+02:00,148.03762254551285
2030,sc01,04-21 15:00:00+02:00,148.03762254551285
2030,sc01,04-21 17:00:00+02:00,148.03762254551285
2030,sc01,04-21 19:00:00+02:00,148.03762254551285
2030,sc01,04-21 21:00:00+02:00,148.03762254551285
2030,sc01,04-21 23:00:00+02:00,148.03762254551285
2030,sc01,04-22 01:00:00+02:00,148.03762254551285
2030,sc01,04-22 03:00:00+02:00,148.03762254551285
2030,sc01,04-22 05:00:00+02:00,148.03762254551285
2030,sc01,04-22 07:00:00+02:00,148.03762254551285
2030,sc01,04-22 09:00:00+02:00,148.03762254551285
2030,sc01,04-22 11:00:00+02:00,148.03762254551285
2030,sc01,04-22 13:00:00+02:00,148.03762254551285
2030,sc01,04-22 15:00:00+02:00,148.03762254551285
2030,sc01,04-22 17:00:00+02:00,148.03762254551285
2030,sc01,04-22 19:00:00+02:00,148.03762254551285
2030,sc01,04-22 21:00:00+02:00,148.03762254551285
2030,sc01,04-22 23:00:00+02:00,148.03762254551285
2030,sc01,04-23 01:00:00+02:00,148.03762254551285
2030,sc01,04-23 03:00:00+02:00,148.03762254551285
2030,sc01,04-23 05:00:00+02:00,148.03762254551285
2030,sc01,04-23 07:00:00+02:00,148.03762254551285
2030,sc01,04-23 09:00:00+02:00,148.03762254551285
2030,sc01,04-23 11:00:00+02:00,148.03762254551285
2030,sc01,04-23 13:00:00+02:00,148.03762254551285
2030,sc01,04-23 15:00:00+02:00,148.03762254551285
2030,sc01,04-23 17:00:00+02:00,148.03762254551285
2030,sc01,04-23 19:00:00+02:00,148.03762254551285
2030,sc01,04-23 21:00:00+02:00,148.03762254551285
2030,sc01,04-23 23:00:00+02:00,148.03762254551285
2030,sc01,04-24 01:00:00+02:00,148.03762254551285
2030,sc01,04-24 03:00:00+02:00,148.03762254551285
2030,sc01,04-24 05:00:00+02:00,148.03762254551285
2030,sc01,04-24 07:00:00+02:00,148.03762254551285
2030,sc01,04-24 09:00:00+02:00,148.03762254551285
2030,sc01,04-24 11:00:00+02:00,148.03762254551285
2030,sc01,04-24 13:00:00+02:00,148.03762254551285
2030,sc01,04-24 15:00:00+02:00,148.03762254551285
2030,sc01,04-24 17:00:00+02:00,148.03762254551285
2030,sc01,04-24 19:00:00+02:00,148.03762254551285
2030,sc01,04-24 21:00:00+02:00,148.03762254551285
2030,sc01,04-24 23:00:00+02:00,148.03762254551285
2030,sc01,04-25 01:00:00+02:00,148.03762254551285
2030,sc01,04-25 03:00:00+02:00,148.03762254551285
2030,sc01,04-25 05:00:00+02:00,148.03762254551285
2030,sc01,04-25 07:00:00+02:00,148.03762254551285
2030,sc01,04-25 09:00:00+02:00,148.03762254551285
2030,sc01,04-25 11:00:00+02:00,148.03762254551285
2030,sc01,04-25 13:00:00+02:00,148.03762254551285
2030,sc01,04-25 15:00:00+02:00,148.03762254551285
2030,sc01,04-25 17:00:00+02:00,148.03762254551285
2030,sc01,04-25 19:00:00+02:00,148.03762254551285
2030,sc01,04-25 21:00:00+02:00,148.03762254551285
2030,sc01,04-25 23:00:00+02:00,148.03762254551285
2030,sc01,04-26 01:00:00+02:00,148.03762254551285
2030,sc01,04-26 03:00:00+02:00,148.03762254551285
2030,sc01,04-26 05:00:00+02:00,148.03762254551285
2030,sc01,04-26 07:00:00+02:00,148.03762254551285
2030,sc01,04-26 09:00:00+02:00,148.03762254551285
2030,sc01,04-26 11:00:00+02:00,148.03762254551285
2030,sc01,04-26 13:00:00+02:00,148.03762254551285
2030,sc01,04-26 15:00:00+02:00,148.03762254551285
2030,sc01,04-26 17:00:00+02:00,148.03762254551285
2030,sc01,04-26 19:00:00+02:00,148.03762254551285
2030,sc01,04-26 21:00:00+02:00,148.03762254551285
2030,sc01,04-26 23:00:00+02:00,148.03762254551285
2030,sc01,04-27 01:00:00+02:00,148.03762254551285
2030,sc01,04-27 03:00:00+02:00,148.03762254551285
2030,sc01,04-27 05:00:00+02:00,148.03762254551285
2030,sc01,04-27 07:00:00+02:00,148.03762254551285
2030,sc01,04-27 09:00:00+02:00,148.03762254551285
2030,sc01,04-27 11:00:00+02:00,148.03762254551285
2030,sc01,04-27 13:00:00+02:00,148.03762254551285
2030,sc01,04-27 15:00:00+02:00,148.03762254551285
2030,sc01,04-27 17:00:00+02:00,148.03762254551285
2030,sc01,04-27 19:00:00+02:00,148.03762254551285
2030,sc01,04-27 21:00:00+02:00,148.03762254551285
2030,sc01,04-27 23:00:00+02:00,148.03762254551285
2030,sc01,04-28 01:00:00+02:00,148.03762254551285
2030,sc01,04-28 03:00:00+02:00,148.03762254551285
2030,sc01,04-28 05:00:00+02:00,148.03762254551285
2030,sc01,04-28 07:00:00+02:00,148.03762254551285
2030,sc01,04-28 09:00:00+02:00,148.03762254551285
2030,sc01,04-28 11:00:00+02:00,148.03762254551285
2030,sc01,04-28 13:00:00+02:00,148.03762254551285
2030,sc01,04-28 15:00:00+02:00,148.03762254551285
2030,sc01,04-28 17:00:00+02:00,148.03762254551285
2030,sc01,04-28 19:00:00+02:00,148.03762254551285
2030,sc01,04-28 21:00:00+02:00,148.03762254551285
2030,sc01,04-28 23:00:00+02:00,148.03762254551285
2030,sc01,04-29 01:00:00+02:00,148.03762254551285
2030,sc01,04-29 03:00:00+02:00,148.03762254551285
2030,sc01,04-29 05:00:00+02:00,148.03762254551285
2030,sc01,04-29 07:00:00+02:00,148.03762254551285
2030,sc01,04-29 09:00:00+02:00,148.03762254551285
2030,sc01,04-29 11:00:00+02:00,148.03762254551285
2030,sc01,04-29 13:00:00+02:00,148.03762254551285
2030,sc01,04-29 15:00:00+02:00,148.03762254551285
2030,sc01,04-29 17:00:00+02:00,148.03762254551285
2030,sc01,04-29 19:00:00+02:00,148.03762254551285
2030,sc01,04-29 21:00:00+02:00,148.03762254551285
2030,sc01,04-29 23:00:00+02:00,148.03762254551285
2030,sc01,04-30 01:00:00+02:00,148.03762254551285
2030,sc01,04-30 03:00:00+02:00,148.03762254551285
2030,sc01,04-30 05:00:00+02:00,148.03762254551285
2030,sc01,04-30 07:00:00+02:00,148.03762254551285
2030,sc01,04-30 09:00:00+02:00,148.03762254551285
2030,sc01,04-30 11:00:00+02:00,148.03762254551285
2030,sc01,04-30 13:00:00+02:00,148.03762254551285
2030,sc01,04-30 15:00:00+02:00,148.03762254551285
2030,sc01,04-30 17:00:00+02:00,148.03762254551285
2030,sc01,04-30 19:00:00+02:00,148.03762254551285
2030,sc01,04-30 21:00:00+02:00,148.03762254551285
2030,sc01,04-30 23:00:00+02:00,148.03762254551285
2030,sc01,05-01 01:00:00+02:00,143.58612254551278
2030,sc01,05-01 03:00:00+02:00,81.29412254551323
2030,sc01,05-01 05:00:00+02:00,81.29412254551221
2030,sc01,05-01 07:00:00+02:00,39.40262254551226
2030,sc01,05-01 09:00:00+02:00,148.03762254551285
2030,sc01,05-01 11:00:00+02:00,148.03762254551285
2030,sc01,05-01 13:00:00+02:00,148.03762254551285
2030,sc01,05-01 15:00:00+02:00,139.36787254551203
2030,sc01,05-01 17:00:00+02:00,148.03762254551285
2030,sc01,05-01 19:00:00+02:00,148.03762254551285
2030,sc01,05-01 21:00:00+02:00,148.03762254551285
2030,sc01,05-01 23:00:00+02:00,49.037622545512846
2030,sc01,05-02 01:00:00+02:00,-49.962377454487154
2030,sc01,05-02 03:00:00+02:00,-81.9000074544855
2030,sc01,05-02 05:00:00+02:00,-81.90000745448809
2030,sc01,05-02 07:00:00+02:00,6.006322545510244
2030,sc01,05-02 09:00:00+02:00,98.53762254551285
2030,sc01,05-02 11:00:00+02:00,148.03762254551285
2030,sc01,05-02 13:00:00+02:00,115.75191754551057
2030,sc01,05-02 15:00:00+02:00,148.03762254551285
2030,sc01,05-02 17:00:00+02:00,148.03762254551285
2030,sc01,05-02 19:00:00+02:00,148.03762254551285
2030,sc01,05-02 21:00:00+02:00,98.53762254551285
2030,sc01,05-02 23:00:00+02:00,49.037622545512846
2030,sc01,05-03 01:00:00+02:00,-49.962377454487154
2030,sc01,05-03 03:00:00+02:00,-109.09413745448833
2030,sc01,05-03 05:00:00+02:00,26.905862545513287
2030,sc01,05-03 07:00:00+02:00,-44.27981697448463
2030,sc01,05-03 09:00:00+02:00,135.6427441455153
2030,sc01,05-03 11:00:00+02:00,148.03762254551285
2030,sc01,05-03 13:00:00+02:00,148.03762254551285
2030,sc01,05-03 15:00:00+02:00,148.03762254551285
2030,sc01,05-03 17:00:00+02:00,138.10278920551187
2030,sc01,05-03 19:00:00+02:00,148.03762254551285
2030,sc01,05-03 21:00:00+02:00,119.53128926551253
2030,sc01,05-03 23:00:00+02:00,49.037622545512846
2030,sc01,05-04 01:00:00+02:00,-49.962377454487154
2030,sc01,05-04 03:00:00+02:00,-0.4623774544871253
2030,sc01,05-04 05:00:00+02:00,-0.4623774544871253
2030,sc01,05-04 07:00:00+02:00,-60.78627745448851
2030,sc01,05-04 09:00:00+02:00,98.53762254551285
2030,sc01,05-04 11:00:00+02:00,148.03762254551285
2030,sc01,05-04 13:00:00+02:00,148.03762254551285
2030,sc01,05-04 15:00:00+02:00,148.03762254551285
2030,sc01,05-04 17:00:00+02:00,98.53762254551285
2030,sc01,05-04 19:00:00+02:00,148.03762254551285
2030,sc01,05-04 21:00:00+02:00,120.95945588551282
2030,sc01,05-04 23:00:00+02:00,93.8812892255128
2030,sc01,05-05 01:00:00+02:00,71.87595586551285
2030,sc01,05-05 03:00:00+02:00,-13.41087745448715
2030,sc01,05-05 05:00:00+02:00,-13.41087745448715
2030,sc01,05-05 07:00:00+02:00,-49.962377454487154
2030,sc01,05-05 09:00:00+02:00,21.09834254550202
2030,sc01,05-05 11:00:00+02:00,59.44040254552368
2030,sc01,05-05 13:00:00+02:00,98.53762254551285
2030,sc01,05-05 15:00:00+02:00,70.99654254550791
2030,sc01,05-05 17:00:00+02:00,98.53762254551285
2030,sc01,05-05 19:00:00+02:00,148.03762254551285
2030,sc01,05-05 21:00:00+02:00,142.09624504551246
2030,sc01,05-05 23:00:00+02:00,-0.4623774544871253
2030,sc01,05-06 01:00:00+02:00,71.77912278551287
2030,sc01,05-06 03:00:00+02:00,-0.4623774544871253
2030,sc01,05-06 05:00:00+02:00,49.037622545512846
2030,sc01,05-06 07:00:00+02:00,-0.4623774544871253
2030,sc01,05-06 09:00:00+02:00,-0.4623774544871253
2030,sc01,05-06 11:00:00+02:00,49.037622545512846
2030,sc01,05-06 13:00:00+02:00,49.037622545512846
2030,sc01,05-06 15:00:00+02:00,77.99233362551271
2030,sc01,05-06 17:00:00+02:00,92.74295588551234
2030,sc01,05-06 19:00:00+02:00,98.53762254551285
2030,sc01,05-06 21:00:00+02:00,98.53762254551285
2030,sc01,05-06 23:00:00+02:00,-0.4623774544871253
2030,sc01,05-07 01:00:00+02:00,-49.962377454487154
2030,sc01,05-07 03:00:00+02:00,-100.02942745448695
2030,sc01,05-07 05:00:00+02:00,-100.02942745448706
2030,sc01,05-07 07:00:00+02:00,-16.257877454472293
2030,sc01,05-07 09:00:00+02:00,148.03762254551285
2030,sc01,05-07 11:00:00+02:00,137.2562891855126
2030,sc01,05-07 13:00:00+02:00,98.53762254551285
2030,sc01,05-07 15:00:00+02:00,148.03762254551285
2030,sc01,05-07 17:00:00+02:00,98.53762254551285
2030,sc01,05-07 19:00:00+02:00,148.03762254551285
2030,sc01,05-07 21:00:00+02:00,98.53762254551285
2030,sc01,05-07 23:00:00+02:00,49.037622545512846
2030,sc01,05-08 01:00:00+02:00,-49.962377454487154
2030,sc01,05-08 03:00:00+02:00,-49.962377454487154
2030,sc01,05-08 05:00:00+02:00,-39.694877394487165
2030,sc01,05-08 07:00:00+02:00,49.037622545512846
2030,sc01,05-08 09:00:00+02:00,125.27803920551284
2030,sc01,05-08 11:00:00+02:00,148.03762254551285
2030,sc01,05-08 13:00:00+02:00,148.03762254551285
2030,sc01,05-08 15:00:00+02:00,148.03762254551285
2030,sc01,05-08 17:00:00+02:00,148.03762254551285
2030,sc01,05-08 19:00:00+02:00,148.03762254551285
2030,sc01,05-08 21:00:00+02:00,98.53762254551285
2030,sc01,05-08 23:00:00+02:00,91.54987252551257
2030,sc01,05-09 01:00:00+02:00,-49.962377454487154
2030,sc01,05-09 03:00:00+02:00,-29.363677454488823
2030,sc01,05-09 05:00:00+02:00,-49.962377454487154
2030,sc01,05-09 07:00:00+02:00,49.037622545512846
2030,sc01,05-09 09:00:00+02:00,98.53762254551285
2030,sc01,05-09 11:00:00+02:00,148.03762254551285
2030,sc01,05-09 13:00:00+02:00,148.03762254551285
2030,sc01,05-09 15:00:00+02:00,148.03762254551285
2030,sc01,05-09 17:00:00+02:00,148.03762254551285
2030,sc01,05-09 19:00:00+02:00,148.03762254551285
2030,sc01,05-09 21:00:00+02:00,108.7712892655127
2030,sc01,05-09 23:00:00+02:00,74.10512254551193
2030,sc01,05-10 01:00:00+02:00,-32.32487727448705
2030,sc01,05-10 03:00:00+02:00,-99.46237745448715
2030,sc01,05-10 05:00:00+02:00,-64.78381081448863
2030,sc01,05-10 07:00:00+02:00,35.81162254551273
2030,sc01,05-10 09:00:00+02:00,148.03762254551285
2030,sc01,05-10 11:00:00+02:00,148.03762254551285
2030,sc01,05-10 13:00:00+02:00,148.03762254551285
2030,sc01,05-10 15:00:00+02:00,148.03762254551285
2030,sc01,05-10 17:00:00+02:00,148.03762254551285
2030,sc01,05-10 19:00:00+02:00,148.03762254551285
2030,sc01,05-10 21:00:00+02:00,123.93137254551286
2030,sc01,05-10 23:00:00+02:00,57.65795580551247
2030,sc01,05-11 01:00:00+02:00,-49.962377454487154
2030,sc01,05-11 03:00:00+02:00,-85.89627745448807
2030,sc01,05-11 05:00:00+02:00,-85.89627745448675
2030,sc01,05-11 07:00:00+02:00,3.8014227854996534
2030,sc01,05-11 09:00:00+02:00,49.037622545512846
2030,sc01,05-11 11:00:00+02:00,148.03762254551285
2030,sc01,05-11 13:00:00+02:00,125.40170580551259
2030,sc01,05-11 15:00:00+02:00,148.03762254551285
2030,sc01,05-11 17:00:00+02:00,148.03762254551285
2030,sc01,05-11 19:00:00+02:00,98.53762254551285
