,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,SC_SC001,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33
2030,sc01,03-20 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-20 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,111.34225,74.22816666,148.4563333,111.34225,74.22816666,148.4563333,,,
2030,sc01,03-21 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-21 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,141.815,94.54333334,189.0866667,141.815,94.54333334,189.0866667,,,
2030,sc01,03-22 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-22 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,117.577875,78.38525,156.7705,117.577875,78.38525,156.7705,,,
2030,sc01,03-23 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-23 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,149.80125,99.8675,199.735,149.80125,99.8675,199.735,,,
2030,sc01,03-24 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-24 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,136.665,91.11,182.22,136.665,91.11,182.22,,,
2030,sc01,03-25 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-25 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,148.10875,98.73916666,197.4783333,148.10875,98.73916666,197.4783333,,,
2030,sc01,03-26 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-26 23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,88.63625002,59.09083334,118.1816667,88.63625002,59.09083334,118.1816667,,,
2030,sc01,03-27 00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
2030,sc01,03-27 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,130.0825,86.72166666,173.4433333,130.0825,86.72166666,173.4433333,,,
