Period,Scenario,LoadLevel,MW
2030,sc01,04-06 15:00:00+02:00,1788.2325000000005
2030,sc01,04-06 17:00:00+02:00,1828.4175000000005
2030,sc01,04-06 19:00:00+02:00,1948.9725000000005
2030,sc01,04-06 21:00:00+02:00,1868.6025000000004
2030,sc01,04-06 23:00:00+02:00,1506.9375000000005
2030,sc01,04-07 01:00:00+02:00,1217.9475000000004
2030,sc01,04-07 03:00:00+02:00,1110.9656250000005
2030,sc01,04-07 05:00:00+02:00,1069.8187500000004
2030,sc01,04-07 07:00:00+02:00,1168.5712500000004
2030,sc01,04-07 09:00:00+02:00,1415.4525000000003
2030,sc01,04-07 11:00:00+02:00,1530.6637500000004
2030,sc01,04-07 13:00:00+02:00,1489.5168750000005
2030,sc01,04-07 15:00:00+02:00,1448.3700000000003
2030,sc01,04-07 17:00:00+02:00,1423.6818750000004
2030,sc01,04-07 19:00:00+02:00,1580.0400000000004
2030,sc01,04-07 21:00:00+02:00,1580.0400000000006
2030,sc01,04-07 23:00:00+02:00,1440.1406250000005
2030,sc01,04-08 01:00:00+02:00,1186.3125000000005
2030,sc01,04-08 03:00:00+02:00,1082.1093750000005
2030,sc01,04-08 05:00:00+02:00,1042.0312500000005
2030,sc01,04-08 07:00:00+02:00,1138.2187500000005
2030,sc01,04-08 09:00:00+02:00,1378.6875000000005
2030,sc01,04-08 11:00:00+02:00,1490.9062500000005
2030,sc01,04-08 13:00:00+02:00,1450.8281250000005
2030,sc01,04-08 15:00:00+02:00,1410.7500000000005
2030,sc01,04-08 17:00:00+02:00,1386.7031250000005
2030,sc01,04-08 19:00:00+02:00,1539.0000000000005
2030,sc01,04-08 21:00:00+02:00,1539.0000000000005
2030,sc01,04-08 23:00:00+02:00,1402.7343750000005
2030,sc01,04-09 01:00:00+02:00,1194.3815625000004
2030,sc01,04-09 03:00:00+02:00,1127.4961950000004
2030,sc01,04-09 05:00:00+02:00,1184.8265100000006
2030,sc01,04-09 07:00:00+02:00,1500.1432425000005
2030,sc01,04-09 09:00:00+02:00,1853.6801850000004
2030,sc01,04-09 11:00:00+02:00,1901.4554475000004
2030,sc01,04-09 13:00:00+02:00,1767.6847125000004
2030,sc01,04-09 15:00:00+02:00,1700.7993450000004
2030,sc01,04-09 17:00:00+02:00,1739.0195550000005
2030,sc01,04-09 19:00:00+02:00,1853.6801850000004
2030,sc01,04-09 21:00:00+02:00,1777.2397650000005
2030,sc01,04-09 23:00:00+02:00,1433.2578750000005
2030,sc01,04-10 01:00:00+02:00,1284.2812500000005
2030,sc01,04-10 03:00:00+02:00,1212.3615000000004
2030,sc01,04-10 05:00:00+02:00,1274.0070000000003
2030,sc01,04-10 07:00:00+02:00,1613.0572500000003
2030,sc01,04-10 09:00:00+02:00,1993.2045000000003
2030,sc01,04-10 11:00:00+02:00,2044.5757500000004
2030,sc01,04-10 13:00:00+02:00,1900.7362500000004
2030,sc01,04-10 15:00:00+02:00,1828.8165000000004
2030,sc01,04-10 17:00:00+02:00,1869.9135000000003
2030,sc01,04-10 19:00:00+02:00,1993.2045000000003
2030,sc01,04-10 21:00:00+02:00,1911.0105000000003
2030,sc01,04-10 23:00:00+02:00,1541.1375000000003
2030,sc01,04-11 01:00:00+02:00,1258.5956250000004
2030,sc01,04-11 03:00:00+02:00,1188.1142700000003
2030,sc01,04-11 05:00:00+02:00,1248.5268600000004
2030,sc01,04-11 07:00:00+02:00,1580.7961050000004
2030,sc01,04-11 09:00:00+02:00,1953.3404100000002
2030,sc01,04-11 11:00:00+02:00,2003.6842350000004
2030,sc01,04-11 13:00:00+02:00,1862.7215250000004
2030,sc01,04-11 15:00:00+02:00,1792.2401700000003
2030,sc01,04-11 17:00:00+02:00,1832.5152300000002
2030,sc01,04-11 19:00:00+02:00,1953.3404100000005
2030,sc01,04-11 21:00:00+02:00,1872.7902900000004
2030,sc01,04-11 23:00:00+02:00,1510.3147500000005
2030,sc01,04-12 01:00:00+02:00,1232.9100000000003
2030,sc01,04-12 03:00:00+02:00,1163.8670400000003
2030,sc01,04-12 05:00:00+02:00,1223.0467200000003
2030,sc01,04-12 07:00:00+02:00,1548.5349600000004
2030,sc01,04-12 09:00:00+02:00,1913.4763200000004
2030,sc01,04-12 11:00:00+02:00,1962.7927200000004
2030,sc01,04-12 13:00:00+02:00,1824.7068000000004
2030,sc01,04-12 15:00:00+02:00,1755.6638400000004
2030,sc01,04-12 17:00:00+02:00,1795.1169600000003
2030,sc01,04-12 19:00:00+02:00,1913.4763200000004
2030,sc01,04-12 21:00:00+02:00,1834.5700800000004
2030,sc01,04-12 23:00:00+02:00,1479.4920000000004
2030,sc01,04-13 01:00:00+02:00,1207.2243750000005
2030,sc01,04-13 03:00:00+02:00,1139.6198100000004
2030,sc01,04-13 05:00:00+02:00,1197.5665800000004
2030,sc01,04-13 07:00:00+02:00,1516.2738150000005
2030,sc01,04-13 09:00:00+02:00,1873.6122300000004
2030,sc01,04-13 11:00:00+02:00,1921.9012050000003
2030,sc01,04-13 13:00:00+02:00,1786.6920750000004
2030,sc01,04-13 15:00:00+02:00,1719.0875100000005
2030,sc01,04-13 17:00:00+02:00,1757.7186900000004
2030,sc01,04-13 19:00:00+02:00,1873.6122300000004
2030,sc01,04-13 21:00:00+02:00,1796.3498700000005
2030,sc01,04-13 23:00:00+02:00,1448.6692500000004
2030,sc01,04-14 01:00:00+02:00,1170.8535300000003
2030,sc01,04-14 03:00:00+02:00,1068.0082875000005
2030,sc01,04-14 05:00:00+02:00,1028.4524250000004
2030,sc01,04-14 07:00:00+02:00,1123.3864950000004
2030,sc01,04-14 09:00:00+02:00,1360.7216700000004
2030,sc01,04-14 11:00:00+02:00,1471.4780850000004
2030,sc01,04-14 13:00:00+02:00,1431.9222225000003
2030,sc01,04-14 15:00:00+02:00,1392.3663600000004
2030,sc01,04-14 17:00:00+02:00,1368.6328425000004
2030,sc01,04-14 19:00:00+02:00,1518.9451200000003
2030,sc01,04-14 21:00:00+02:00,1518.9451200000003
2030,sc01,04-14 23:00:00+02:00,1384.4551875000004
2030,sc01,04-15 01:00:00+02:00,1140.4417500000004
2030,sc01,04-15 03:00:00+02:00,1040.2678125000004
2030,sc01,04-15 05:00:00+02:00,1001.7393750000005
2030,sc01,04-15 07:00:00+02:00,1094.2076250000005
2030,sc01,04-15 09:00:00+02:00,1325.3782500000004
2030,sc01,04-15 11:00:00+02:00,1433.2578750000005
2030,sc01,04-15 13:00:00+02:00,1394.7294375000004
2030,sc01,04-15 15:00:00+02:00,1356.2010000000005
2030,sc01,04-15 17:00:00+02:00,1333.0839375000003
2030,sc01,04-15 19:00:00+02:00,1479.4920000000004
2030,sc01,04-15 21:00:00+02:00,1479.4920000000004
2030,sc01,04-15 23:00:00+02:00,1348.4953125000004
2030,sc01,04-16 01:00:00+02:00,1325.2500000000005
2030,sc01,04-16 03:00:00+02:00,1251.0360000000003
2030,sc01,04-16 05:00:00+02:00,1314.6480000000004
2030,sc01,04-16 07:00:00+02:00,1664.5140000000004
2030,sc01,04-16 09:00:00+02:00,2056.7880000000005
2030,sc01,04-16 11:00:00+02:00,2109.7980000000007
2030,sc01,04-16 13:00:00+02:00,1961.3700000000006
2030,sc01,04-16 15:00:00+02:00,1887.1560000000004
2030,sc01,04-16 17:00:00+02:00,1929.5640000000005
2030,sc01,04-16 19:00:00+02:00,2056.7880000000005
2030,sc01,04-16 21:00:00+02:00,1971.9720000000004
2030,sc01,04-16 23:00:00+02:00,1590.3000000000004
2030,sc01,04-17 01:00:00+02:00,1425.0000000000005
2030,sc01,04-17 03:00:00+02:00,1345.2000000000003
2030,sc01,04-17 05:00:00+02:00,1413.6000000000004
2030,sc01,04-17 07:00:00+02:00,1789.8000000000004
2030,sc01,04-17 09:00:00+02:00,2211.6000000000004
2030,sc01,04-17 11:00:00+02:00,2268.6000000000004
2030,sc01,04-17 13:00:00+02:00,2109.0000000000005
2030,sc01,04-17 15:00:00+02:00,2029.2000000000005
2030,sc01,04-17 17:00:00+02:00,2074.8000000000006
2030,sc01,04-17 19:00:00+02:00,2211.6000000000004
2030,sc01,04-17 21:00:00+02:00,2120.4000000000005
2030,sc01,04-17 23:00:00+02:00,1710.0000000000005
2030,sc01,04-18 01:00:00+02:00,1396.5000000000005
2030,sc01,04-18 03:00:00+02:00,1318.2960000000005
2030,sc01,04-18 05:00:00+02:00,1385.3280000000004
2030,sc01,04-18 07:00:00+02:00,1754.0040000000004
2030,sc01,04-18 09:00:00+02:00,2167.3680000000004
2030,sc01,04-18 11:00:00+02:00,2223.2280000000005
2030,sc01,04-18 13:00:00+02:00,2066.8200000000006
2030,sc01,04-18 15:00:00+02:00,1988.6160000000004
2030,sc01,04-18 17:00:00+02:00,2033.3040000000005
2030,sc01,04-18 19:00:00+02:00,2167.3680000000004
2030,sc01,04-18 21:00:00+02:00,2077.992
2030,sc01,04-18 23:00:00+02:00,1675.8000000000004
2030,sc01,04-19 01:00:00+02:00,1368.0000000000005
2030,sc01,04-19 03:00:00+02:00,1291.3920000000003
2030,sc01,04-19 05:00:00+02:00,1357.0560000000005
2030,sc01,04-19 07:00:00+02:00,1718.2080000000003
2030,sc01,04-19 09:00:00+02:00,2123.1360000000004
2030,sc01,04-19 11:00:00+02:00,2177.856
2030,sc01,04-19 13:00:00+02:00,2024.6400000000003
2030,sc01,04-19 15:00:00+02:00,1948.0320000000004
2030,sc01,04-19 17:00:00+02:00,1991.8080000000004
2030,sc01,04-19 19:00:00+02:00,2123.1360000000004
2030,sc01,04-19 21:00:00+02:00,2035.5840000000003
2030,sc01,04-19 23:00:00+02:00,1641.6000000000004
2030,sc01,04-20 01:00:00+02:00,1339.5000000000002
2030,sc01,04-20 03:00:00+02:00,1264.4880000000003
2030,sc01,04-20 05:00:00+02:00,1328.7840000000003
2030,sc01,04-20 07:00:00+02:00,1682.4120000000005
2030,sc01,04-20 09:00:00+02:00,2078.9040000000005
2030,sc01,04-20 11:00:00+02:00,2132.4840000000004
2030,sc01,04-20 13:00:00+02:00,1982.4600000000005
2030,sc01,04-20 15:00:00+02:00,1907.4480000000003
2030,sc01,04-20 17:00:00+02:00,1950.3120000000004
2030,sc01,04-20 19:00:00+02:00,2078.9040000000005
2030,sc01,04-20 21:00:00+02:00,1993.1760000000004
2030,sc01,04-20 23:00:00+02:00,1607.4000000000003
2030,sc01,04-21 01:00:00+02:00,1299.1440000000005
2030,sc01,04-21 03:00:00+02:00,1185.0300000000004
2030,sc01,04-21 05:00:00+02:00,1141.1400000000003
2030,sc01,04-21 07:00:00+02:00,1246.4760000000003
2030,sc01,04-21 09:00:00+02:00,1509.8160000000005
2030,sc01,04-21 11:00:00+02:00,1632.7080000000003
2030,sc01,04-21 13:00:00+02:00,1588.8180000000004
2030,sc01,04-21 15:00:00+02:00,1544.9280000000003
2030,sc01,04-21 17:00:00+02:00,1518.5940000000005
2030,sc01,04-21 19:00:00+02:00,1685.3760000000004
2030,sc01,04-21 21:00:00+02:00,1685.3760000000004
2030,sc01,04-21 23:00:00+02:00,1536.1500000000003
2030,sc01,04-22 01:00:00+02:00,1265.4000000000005
2030,sc01,04-22 03:00:00+02:00,1154.2500000000005
2030,sc01,04-22 05:00:00+02:00,1111.5000000000005
2030,sc01,04-22 07:00:00+02:00,1214.1000000000004
2030,sc01,04-22 09:00:00+02:00,1470.6000000000006
2030,sc01,04-22 11:00:00+02:00,1590.3000000000004
2030,sc01,04-22 13:00:00+02:00,1547.5500000000004
2030,sc01,04-22 15:00:00+02:00,1504.8000000000004
2030,sc01,04-22 17:00:00+02:00,1479.1500000000003
2030,sc01,04-22 19:00:00+02:00,1641.6000000000004
2030,sc01,04-22 21:00:00+02:00,1641.6000000000004
2030,sc01,04-22 23:00:00+02:00,1496.2500000000005
2030,sc01,04-23 01:00:00+02:00,1249.0481250000005
2030,sc01,04-23 03:00:00+02:00,1179.1014300000004
2030,sc01,04-23 05:00:00+02:00,1239.0557400000005
2030,sc01,04-23 07:00:00+02:00,1568.8044450000004
2030,sc01,04-23 09:00:00+02:00,1938.5226900000005
2030,sc01,04-23 11:00:00+02:00,1988.4846150000003
2030,sc01,04-23 13:00:00+02:00,1848.5912250000003
2030,sc01,04-23 15:00:00+02:00,1778.6445300000005
2030,sc01,04-23 17:00:00+02:00,1818.6140700000005
2030,sc01,04-23 19:00:00+02:00,1938.5226900000005
2030,sc01,04-23 21:00:00+02:00,1858.5836100000004
2030,sc01,04-23 23:00:00+02:00,1498.8577500000004
2030,sc01,04-24 01:00:00+02:00,1343.0625000000005
2030,sc01,04-24 03:00:00+02:00,1267.8510000000006
2030,sc01,04-24 05:00:00+02:00,1332.3180000000004
2030,sc01,04-24 07:00:00+02:00,1686.8865000000005
2030,sc01,04-24 09:00:00+02:00,2084.4330000000004
2030,sc01,04-24 11:00:00+02:00,2138.1555000000003
2030,sc01,04-24 13:00:00+02:00,1987.7325000000003
2030,sc01,04-24 15:00:00+02:00,1912.5210000000004
2030,sc01,04-24 17:00:00+02:00,1955.4990000000003
2030,sc01,04-24 19:00:00+02:00,2084.4330000000004
2030,sc01,04-24 21:00:00+02:00,1998.4770000000005
2030,sc01,04-24 23:00:00+02:00,1611.6750000000004
2030,sc01,04-25 01:00:00+02:00,1316.2012500000005
2030,sc01,04-25 03:00:00+02:00,1242.4939800000004
2030,sc01,04-25 05:00:00+02:00,1305.6716400000005
2030,sc01,04-25 07:00:00+02:00,1653.1487700000005
2030,sc01,04-25 09:00:00+02:00,2042.7443400000004
2030,sc01,04-25 11:00:00+02:00,2095.3923900000004
2030,sc01,04-25 13:00:00+02:00,1947.9778500000004
2030,sc01,04-25 15:00:00+02:00,1874.2705800000006
2030,sc01,04-25 17:00:00+02:00,1916.3890200000005
2030,sc01,04-25 19:00:00+02:00,2042.7443400000004
2030,sc01,04-25 21:00:00+02:00,1958.5074600000005
2030,sc01,04-25 23:00:00+02:00,1579.4415000000006
2030,sc01,04-26 01:00:00+02:00,1289.3400000000004
2030,sc01,04-26 03:00:00+02:00,1217.1369600000005
2030,sc01,04-26 05:00:00+02:00,1279.0252800000005
2030,sc01,04-26 07:00:00+02:00,1619.4110400000004
2030,sc01,04-26 09:00:00+02:00,2001.0556800000006
2030,sc01,04-26 11:00:00+02:00,2052.6292800000006
2030,sc01,04-26 13:00:00+02:00,1908.2232000000004
2030,sc01,04-26 15:00:00+02:00,1836.0201600000005
2030,sc01,04-26 17:00:00+02:00,1877.2790400000004
2030,sc01,04-26 19:00:00+02:00,2001.0556800000004
2030,sc01,04-26 21:00:00+02:00,1918.5379200000004
2030,sc01,04-26 23:00:00+02:00,1547.2080000000005
2030,sc01,04-27 01:00:00+02:00,1262.4787500000004
2030,sc01,04-27 03:00:00+02:00,1191.7799400000006
2030,sc01,04-27 05:00:00+02:00,1252.3789200000006
2030,sc01,04-27 07:00:00+02:00,1585.6733100000004
2030,sc01,04-27 09:00:00+02:00,1959.3670200000006
2030,sc01,04-27 11:00:00+02:00,2009.8661700000005
2030,sc01,04-27 13:00:00+02:00,1868.4685500000005
2030,sc01,04-27 15:00:00+02:00,1797.7697400000004
2030,sc01,04-27 17:00:00+02:00,1838.1690600000004
2030,sc01,04-27 19:00:00+02:00,1959.3670200000004
2030,sc01,04-27 21:00:00+02:00,1878.5683800000004
2030,sc01,04-27 23:00:00+02:00,1514.9745000000005
2030,sc01,04-28 01:00:00+02:00,1224.4432200000006
2030,sc01,04-28 03:00:00+02:00,1116.8907750000005
2030,sc01,04-28 05:00:00+02:00,1075.5244500000003
2030,sc01,04-28 07:00:00+02:00,1174.8036300000003
2030,sc01,04-28 09:00:00+02:00,1423.0015800000006
2030,sc01,04-28 11:00:00+02:00,1538.8272900000004
2030,sc01,04-28 13:00:00+02:00,1497.4609650000004
2030,sc01,04-28 15:00:00+02:00,1456.0946400000005
2030,sc01,04-28 17:00:00+02:00,1431.2748450000006
2030,sc01,04-28 19:00:00+02:00,1588.4668800000004
2030,sc01,04-28 21:00:00+02:00,1588.4668800000004
2030,sc01,04-28 23:00:00+02:00,1447.8213750000004
2030,sc01,04-29 01:00:00+02:00,1192.6395000000005
2030,sc01,04-29 03:00:00+02:00,1087.8806250000002
2030,sc01,04-29 05:00:00+02:00,1047.5887500000003
2030,sc01,04-29 07:00:00+02:00,1144.2892500000005
2030,sc01,04-29 09:00:00+02:00,1386.0405000000005
2030,sc01,04-29 11:00:00+02:00,1498.8577500000004
2030,sc01,04-29 13:00:00+02:00,1458.5658750000005
2030,sc01,04-29 15:00:00+02:00,1418.2740000000003
2030,sc01,04-29 17:00:00+02:00,1394.0988750000004
2030,sc01,04-29 19:00:00+02:00,1547.2080000000005
2030,sc01,04-29 21:00:00+02:00,1547.2080000000005
2030,sc01,04-29 23:00:00+02:00,1410.2156250000005
2030,sc01,04-30 01:00:00+02:00,1375.4504700000005
2030,sc01,04-30 03:00:00+02:00,1264.5270450000005
2030,sc01,04-30 05:00:00+02:00,1264.5270450000005
2030,sc01,04-30 07:00:00+02:00,1552.9279500000005
2030,sc01,04-30 09:00:00+02:00,2018.8063350000004
2030,sc01,04-30 11:00:00+02:00,2207.3761575000003
2030,sc01,04-30 13:00:00+02:00,2207.3761575000003
2030,sc01,04-30 15:00:00+02:00,2185.1914725000006
2030,sc01,04-30 17:00:00+02:00,2129.7297600000006
2030,sc01,04-30 19:00:00+02:00,2052.0833625000005
2030,sc01,04-30 21:00:00+02:00,2052.0833625000005
2030,sc01,04-30 23:00:00+02:00,1763.6824575000005
2030,sc01,05-01 01:00:00+02:00,1478.9790000000005
2030,sc01,05-01 03:00:00+02:00,1359.7065000000005
2030,sc01,05-01 05:00:00+02:00,1359.7065000000005
2030,sc01,05-01 07:00:00+02:00,1669.8150000000005
2030,sc01,05-01 09:00:00+02:00,2170.7595000000006
2030,sc01,05-01 11:00:00+02:00,2373.5227500000005
2030,sc01,05-01 13:00:00+02:00,2373.5227500000005
2030,sc01,05-01 15:00:00+02:00,2349.6682500000006
2030,sc01,05-01 17:00:00+02:00,2290.0320000000006
2030,sc01,05-01 19:00:00+02:00,2206.5412500000007
2030,sc01,05-01 21:00:00+02:00,2206.5412500000007
2030,sc01,05-01 23:00:00+02:00,1896.4327500000006
2030,sc01,05-02 01:00:00+02:00,1449.3994200000006
2030,sc01,05-02 03:00:00+02:00,1332.5123700000006
2030,sc01,05-02 05:00:00+02:00,1332.5123700000006
2030,sc01,05-02 07:00:00+02:00,1636.4187000000006
2030,sc01,05-02 09:00:00+02:00,2127.3443100000004
2030,sc01,05-02 11:00:00+02:00,2326.0522950000004
2030,sc01,05-02 13:00:00+02:00,2326.0522950000004
2030,sc01,05-02 15:00:00+02:00,2302.6748850000004
2030,sc01,05-02 17:00:00+02:00,2244.2313600000007
2030,sc01,05-02 19:00:00+02:00,2162.4104250000005
2030,sc01,05-02 21:00:00+02:00,2162.4104250000005
2030,sc01,05-02 23:00:00+02:00,1858.5040950000007
2030,sc01,05-03 01:00:00+02:00,1419.8198400000006
2030,sc01,05-03 03:00:00+02:00,1305.3182400000005
2030,sc01,05-03 05:00:00+02:00,1305.3182400000005
2030,sc01,05-03 07:00:00+02:00,1603.0224000000005
2030,sc01,05-03 09:00:00+02:00,2083.9291200000007
2030,sc01,05-03 11:00:00+02:00,2278.5818400000007
2030,sc01,05-03 13:00:00+02:00,2278.5818400000007
2030,sc01,05-03 15:00:00+02:00,2255.6815200000005
2030,sc01,05-03 17:00:00+02:00,2198.4307200000007
2030,sc01,05-03 19:00:00+02:00,2118.2796000000008
2030,sc01,05-03 21:00:00+02:00,2118.2796000000008
2030,sc01,05-03 23:00:00+02:00,1820.5754400000005
2030,sc01,05-04 01:00:00+02:00,1390.2402600000005
2030,sc01,05-04 03:00:00+02:00,1278.1241100000004
2030,sc01,05-04 05:00:00+02:00,1278.1241100000004
2030,sc01,05-04 07:00:00+02:00,1569.6261000000006
2030,sc01,05-04 09:00:00+02:00,2040.5139300000005
2030,sc01,05-04 11:00:00+02:00,2231.1113850000006
2030,sc01,05-04 13:00:00+02:00,2231.1113850000006
2030,sc01,05-04 15:00:00+02:00,2208.6881550000007
2030,sc01,05-04 17:00:00+02:00,2152.630080000001
2030,sc01,05-04 19:00:00+02:00,2074.1487750000006
2030,sc01,05-04 21:00:00+02:00,2074.1487750000006
2030,sc01,05-04 23:00:00+02:00,1782.6467850000006
2030,sc01,05-05 01:00:00+02:00,1322.4934800000005
2030,sc01,05-05 03:00:00+02:00,1203.1017075000004
2030,sc01,05-05 05:00:00+02:00,1157.1817950000004
2030,sc01,05-05 07:00:00+02:00,1175.5497600000006
2030,sc01,05-05 09:00:00+02:00,1533.7250775000007
2030,sc01,05-05 11:00:00+02:00,1689.8527800000006
2030,sc01,05-05 13:00:00+02:00,1699.0367625000006
2030,sc01,05-05 15:00:00+02:00,1671.4848150000005
2030,sc01,05-05 17:00:00+02:00,1708.2207450000005
2030,sc01,05-05 19:00:00+02:00,1744.9566750000006
2030,sc01,05-05 21:00:00+02:00,1772.5086225000005
2030,sc01,05-05 23:00:00+02:00,1542.9090600000006
2030,sc01,05-06 01:00:00+02:00,1288.1430000000005
2030,sc01,05-06 03:00:00+02:00,1171.8523125000006
2030,sc01,05-06 05:00:00+02:00,1127.1251250000005
2030,sc01,05-06 07:00:00+02:00,1145.0160000000005
2030,sc01,05-06 09:00:00+02:00,1493.8880625000004
2030,sc01,05-06 11:00:00+02:00,1645.9605000000006
2030,sc01,05-06 13:00:00+02:00,1654.9059375000006
2030,sc01,05-06 15:00:00+02:00,1628.0696250000005
2030,sc01,05-06 17:00:00+02:00,1663.8513750000006
2030,sc01,05-06 19:00:00+02:00,1699.6331250000007
2030,sc01,05-06 21:00:00+02:00,1726.4694375000006
2030,sc01,05-06 23:00:00+02:00,1502.8335000000004
2030,sc01,05-07 01:00:00+02:00,1429.6797000000006
2030,sc01,05-07 03:00:00+02:00,1314.3829500000006
2030,sc01,05-07 05:00:00+02:00,1314.3829500000006
2030,sc01,05-07 07:00:00+02:00,1614.1545000000006
2030,sc01,05-07 09:00:00+02:00,2098.400850000001
2030,sc01,05-07 11:00:00+02:00,2294.4053250000006
2030,sc01,05-07 13:00:00+02:00,2294.4053250000006
2030,sc01,05-07 15:00:00+02:00,2271.3459750000006
2030,sc01,05-07 17:00:00+02:00,2213.6976000000004
2030,sc01,05-07 19:00:00+02:00,2132.9898750000007
2030,sc01,05-07 21:00:00+02:00,2132.9898750000007
2030,sc01,05-07 23:00:00+02:00,1833.2183250000005
2030,sc01,05-08 01:00:00+02:00,1537.2900000000006
2030,sc01,05-08 03:00:00+02:00,1413.3150000000005
2030,sc01,05-08 05:00:00+02:00,1413.3150000000005
2030,sc01,05-08 07:00:00+02:00,1735.6500000000005
2030,sc01,05-08 09:00:00+02:00,2256.3450000000007
2030,sc01,05-08 11:00:00+02:00,2467.1025000000004
2030,sc01,05-08 13:00:00+02:00,2467.1025000000004
2030,sc01,05-08 15:00:00+02:00,2442.3075000000003
2030,sc01,05-08 17:00:00+02:00,2380.3200000000006
2030,sc01,05-08 19:00:00+02:00,2293.5375000000004
2030,sc01,05-08 21:00:00+02:00,2293.5375000000004
2030,sc01,05-08 23:00:00+02:00,1971.2025000000006
2030,sc01,05-09 01:00:00+02:00,1506.5442000000005
2030,sc01,05-09 03:00:00+02:00,1385.0487000000005
2030,sc01,05-09 05:00:00+02:00,1385.0487000000005
2030,sc01,05-09 07:00:00+02:00,1700.9370000000006
2030,sc01,05-09 09:00:00+02:00,2211.2181000000005
2030,sc01,05-09 11:00:00+02:00,2417.7604500000007
2030,sc01,05-09 13:00:00+02:00,2417.7604500000007
2030,sc01,05-09 15:00:00+02:00,2393.4613500000005
2030,sc01,05-09 17:00:00+02:00,2332.7136000000005
2030,sc01,05-09 19:00:00+02:00,2247.666750000001
2030,sc01,05-09 21:00:00+02:00,2247.666750000001
2030,sc01,05-09 23:00:00+02:00,1931.7784500000005
2030,sc01,05-10 01:00:00+02:00,1475.7984000000006
2030,sc01,05-10 03:00:00+02:00,1356.7824000000005
2030,sc01,05-10 05:00:00+02:00,1356.7824000000005
2030,sc01,05-10 07:00:00+02:00,1666.2240000000006
2030,sc01,05-10 09:00:00+02:00,2166.0912000000008
2030,sc01,05-10 11:00:00+02:00,2368.4184000000005
2030,sc01,05-10 13:00:00+02:00,2368.4184000000005
2030,sc01,05-10 15:00:00+02:00,2344.6152000000006
2030,sc01,05-10 17:00:00+02:00,2285.1072000000004
2030,sc01,05-10 19:00:00+02:00,2201.7960000000003
2030,sc01,05-10 21:00:00+02:00,2201.7960000000003
2030,sc01,05-10 23:00:00+02:00,1892.3544000000006
2030,sc01,05-11 01:00:00+02:00,1445.0526000000004
2030,sc01,05-11 03:00:00+02:00,1328.5161000000005
2030,sc01,05-11 05:00:00+02:00,1328.5161000000005
2030,sc01,05-11 07:00:00+02:00,1631.5110000000004
2030,sc01,05-11 09:00:00+02:00,2120.9643000000005
2030,sc01,05-11 11:00:00+02:00,2319.0763500000003
2030,sc01,05-11 13:00:00+02:00,2319.0763500000003
2030,sc01,05-11 15:00:00+02:00,2295.7690500000003
2030,sc01,05-11 17:00:00+02:00,2237.5008000000003
2030,sc01,05-11 19:00:00+02:00,2155.9252500000002
2030,sc01,05-11 21:00:00+02:00,2155.9252500000002
2030,sc01,05-11 23:00:00+02:00,1852.9303500000005
2030,sc01,05-12 01:00:00+02:00,1374.6348000000005
2030,sc01,05-12 03:00:00+02:00,1250.5358250000004
2030,sc01,05-12 05:00:00+02:00,1202.8054500000005
2030,sc01,05-12 07:00:00+02:00,1221.8976000000005
2030,sc01,05-12 09:00:00+02:00,1594.1945250000003
2030,sc01,05-12 11:00:00+02:00,1756.4778000000006
2030,sc01,05-12 13:00:00+02:00,1766.0238750000005
2030,sc01,05-12 15:00:00+02:00,1737.3856500000004
2030,sc01,05-12 17:00:00+02:00,1775.5699500000005
2030,sc01,05-12 19:00:00+02:00,1813.7542500000004
2030,sc01,05-12 21:00:00+02:00,1842.3924750000006
2030,sc01,05-12 23:00:00+02:00,1603.7406000000005
2030,sc01,05-13 01:00:00+02:00,1338.9300000000005
2030,sc01,05-13 03:00:00+02:00,1218.0543750000004
2030,sc01,05-13 05:00:00+02:00,1171.5637500000005
2030,sc01,05-13 07:00:00+02:00,1190.1600000000005
2030,sc01,05-13 09:00:00+02:00,1552.7868750000007
2030,sc01,05-13 11:00:00+02:00,1710.8550000000005
2030,sc01,05-13 13:00:00+02:00,1720.1531250000005
2030,sc01,05-13 15:00:00+02:00,1692.2587500000006
2030,sc01,05-13 17:00:00+02:00,1729.4512500000005
2030,sc01,05-13 19:00:00+02:00,1766.6437500000006
2030,sc01,05-13 21:00:00+02:00,1794.5381250000005
2030,sc01,05-13 23:00:00+02:00,1562.0850000000005
2030,sc01,05-14 01:00:00+02:00,1446.1128000000006
2030,sc01,05-14 03:00:00+02:00,1329.4908000000005
2030,sc01,05-14 05:00:00+02:00,1329.4908000000005
2030,sc01,05-14 07:00:00+02:00,1632.7080000000005
2030,sc01,05-14 09:00:00+02:00,2122.520400000001
2030,sc01,05-14 11:00:00+02:00,2320.7778000000008
2030,sc01,05-14 13:00:00+02:00,2320.7778000000008
2030,sc01,05-14 15:00:00+02:00,2297.4534000000003
2030,sc01,05-14 17:00:00+02:00,2239.1424000000006
2030,sc01,05-14 19:00:00+02:00,2157.5070000000005
2030,sc01,05-14 21:00:00+02:00,2157.5070000000005
2030,sc01,05-14 23:00:00+02:00,1854.2898000000005
2030,sc01,05-15 01:00:00+02:00,1554.9600000000005
2030,sc01,05-15 03:00:00+02:00,1429.5600000000004
2030,sc01,05-15 05:00:00+02:00,1429.5600000000004
2030,sc01,05-15 07:00:00+02:00,1755.6000000000004
2030,sc01,05-15 09:00:00+02:00,2282.2800000000007
