Period,Scenario,LoadLevel,Demand
2030,sc01,03-28 19:00:00+01:00,156.24506782280446
2030,sc01,03-28 21:00:00+01:00,77.59418782280432
2030,sc01,03-28 23:00:00+01:00,-276.3347721771954
2030,sc01,03-29 01:00:00+01:00,-547.1987721771957
2030,sc01,03-29 03:00:00+01:00,-614.6138121771955
2030,sc01,03-29 05:00:00+01:00,-556.8294921771958
2030,sc01,03-29 07:00:00+01:00,-239.01573217719556
2030,sc01,03-29 09:00:00+01:00,117.32090782280443
2030,sc01,03-29 11:00:00+01:00,165.47450782280407
2030,sc01,03-29 13:00:00+01:00,30.64442782280412
2030,sc01,03-29 15:00:00+01:00,-36.77061217719597
2030,sc01,03-29 17:00:00+01:00,1.7522678228044697
2030,sc01,03-29 19:00:00+01:00,117.32090782280443
2030,sc01,03-29 21:00:00+01:00,40.275147822804456
2030,sc01,03-29 23:00:00+01:00,-306.43077217719565
2030,sc01,03-30 01:00:00+01:00,-572.2787721771956
2030,sc01,03-30 03:00:00+01:00,-638.2893321771953
2030,sc01,03-30 05:00:00+01:00,-581.7088521771957
2030,sc01,03-30 07:00:00+01:00,-270.5162121771955
2030,sc01,03-30 09:00:00+01:00,78.3967478228044
2030,sc01,03-30 11:00:00+01:00,125.54714782280462
2030,sc01,03-30 13:00:00+01:00,-6.473972177195492
2030,sc01,03-30 15:00:00+01:00,-72.48453217719589
2030,sc01,03-30 17:00:00+01:00,-34.76421217719553
2030,sc01,03-30 19:00:00+01:00,78.3967478228044
2030,sc01,03-30 21:00:00+01:00,2.95610782280437
2030,sc01,03-30 23:00:00+01:00,-336.52677217719565
2030,sc01,03-31 01:00:00+01:00,-607.7920521771955
2030,sc01,03-31 03:00:00+02:00,-708.2123721771957
2030,sc01,03-31 05:00:00+02:00,-746.8355721771958
2030,sc01,03-31 07:00:00+02:00,-654.1398921771956
2030,sc01,03-31 09:00:00+02:00,-422.4006921771959
2030,sc01,03-31 11:00:00+02:00,-314.2557321771958
2030,sc01,03-31 13:00:00+02:00,-352.87893217719557
2030,sc01,03-31 15:00:00+02:00,-391.50213217719556
2030,sc01,03-31 17:00:00+02:00,-414.6760521771955
2030,sc01,03-31 19:00:00+02:00,-267.90789217719566
2030,sc01,03-31 21:00:00+02:00,-267.90789217719566
2030,sc01,03-31 23:00:00+02:00,-399.22677217719547
2030,sc01,04-01 01:00:00+02:00,-637.4867721771955
2030,sc01,04-01 03:00:00+02:00,-735.2987721771959
2030,sc01,04-01 05:00:00+02:00,-772.9187721771957
2030,sc01,04-01 07:00:00+02:00,-682.6307721771957
2030,sc01,04-01 09:00:00+02:00,-456.91077217719544
2030,sc01,04-01 11:00:00+02:00,-351.57477217719565
2030,sc01,04-01 13:00:00+02:00,-389.1947721771953
2030,sc01,04-01 15:00:00+02:00,-426.8147721771959
2030,sc01,04-01 17:00:00+02:00,-449.3867721771953
2030,sc01,04-01 19:00:00+02:00,-306.43077217719565
2030,sc01,04-01 21:00:00+02:00,-306.4307721771959
2030,sc01,04-01 23:00:00+02:00,-434.33877217719555
2030,sc01,04-02 01:00:00+02:00,-508.6168971771956
2030,sc01,04-02 03:00:00+02:00,-578.1925221771958
2030,sc01,04-02 05:00:00+02:00,-518.5562721771958
2030,sc01,04-02 07:00:00+02:00,-190.55689717719542
2030,sc01,04-02 09:00:00+02:00,177.19997782280439
2030,sc01,04-02 11:00:00+02:00,226.89685282280448
2030,sc01,04-02 13:00:00+02:00,87.74560282280436
2030,sc01,04-02 15:00:00+02:00,18.169977822804185
2030,sc01,04-02 17:00:00+02:00,57.927477822804576
2030,sc01,04-02 19:00:00+02:00,177.19997782280439
2030,sc01,04-02 21:00:00+02:00,97.68497782280406
2030,sc01,04-02 23:00:00+02:00,-260.13252217719537
2030,sc01,04-03 01:00:00+02:00,-415.1012721771958
2030,sc01,04-03 03:00:00+02:00,-489.9137721771958
2030,sc01,04-03 05:00:00+02:00,-425.7887721771958
2030,sc01,04-03 07:00:00+02:00,-73.1012721771956
2030,sc01,04-03 09:00:00+02:00,322.3362278228044
2030,sc01,04-03 11:00:00+02:00,375.7737278228044
2030,sc01,04-03 13:00:00+02:00,226.14872782280418
2030,sc01,04-03 15:00:00+02:00,151.33622782280418
2030,sc01,04-03 17:00:00+02:00,194.08622782280463
2030,sc01,04-03 19:00:00+02:00,322.3362278228044
2030,sc01,04-03 21:00:00+02:00,236.83622782280418
2030,sc01,04-03 23:00:00+02:00,-147.9137721771956
2030,sc01,04-04 01:00:00+02:00,-441.8200221771956
2030,sc01,04-04 03:00:00+02:00,-515.1362721771957
2030,sc01,04-04 05:00:00+02:00,-452.2937721771957
2030,sc01,04-04 07:00:00+02:00,-106.66002217719529
2030,sc01,04-04 09:00:00+02:00,280.8687278228049
2030,sc01,04-04 11:00:00+02:00,333.2374778228043
2030,sc01,04-04 13:00:00+02:00,186.60497782280459
2030,sc01,04-04 15:00:00+02:00,113.28872782280428
2030,sc01,04-04 17:00:00+02:00,155.18372782280403
2030,sc01,04-04 19:00:00+02:00,280.8687278228049
2030,sc01,04-04 21:00:00+02:00,197.07872782280424
2030,sc01,04-04 23:00:00+02:00,-179.9762721771956
2030,sc01,04-05 01:00:00+02:00,-468.5387721771956
2030,sc01,04-05 03:00:00+02:00,-540.3587721771958
2030,sc01,04-05 05:00:00+02:00,-478.7987721771956
2030,sc01,04-05 07:00:00+02:00,-140.21877217719543
2030,sc01,04-05 09:00:00+02:00,239.40122782280446
2030,sc01,04-05 11:00:00+02:00,290.7012278228042
2030,sc01,04-05 13:00:00+02:00,147.06122782280409
2030,sc01,04-05 15:00:00+02:00,75.24122782280438
2030,sc01,04-05 17:00:00+02:00,116.2812278228048
2030,sc01,04-05 19:00:00+02:00,239.40122782280446
2030,sc01,04-05 21:00:00+02:00,157.32122782280476
2030,sc01,04-05 23:00:00+02:00,-212.03877217719514
2030,sc01,04-06 01:00:00+02:00,-495.2575221771958
2030,sc01,04-06 03:00:00+02:00,-565.5812721771954
2030,sc01,04-06 05:00:00+02:00,-505.30377217719524
2030,sc01,04-06 07:00:00+02:00,-173.7775221771958
2030,sc01,04-06 09:00:00+02:00,197.93372782280449
2030,sc01,04-06 11:00:00+02:00,248.1649778228043
2030,sc01,04-06 13:00:00+02:00,107.51747782280427
2030,sc01,04-06 15:00:00+02:00,37.1937278228047
2030,sc01,04-06 17:00:00+02:00,77.37872782280442
2030,sc01,04-06 19:00:00+02:00,197.93372782280449
2030,sc01,04-06 21:00:00+02:00,117.56372782280437
2030,sc01,04-06 23:00:00+02:00,-244.10127217719514
2030,sc01,04-07 01:00:00+02:00,-533.0912721771954
2030,sc01,04-07 03:00:00+02:00,-640.0731471771956
2030,sc01,04-07 05:00:00+02:00,-681.2200221771955
2030,sc01,04-07 07:00:00+02:00,-582.4675221771959
2030,sc01,04-07 09:00:00+02:00,-335.5862721771957
2030,sc01,04-07 11:00:00+02:00,-220.3750221771952
2030,sc01,04-07 13:00:00+02:00,-261.52189717719557
2030,sc01,04-07 15:00:00+02:00,-302.6687721771957
2030,sc01,04-07 17:00:00+02:00,-327.3568971771954
2030,sc01,04-07 19:00:00+02:00,-170.9987721771954
2030,sc01,04-07 21:00:00+02:00,-170.9987721771954
2030,sc01,04-07 23:00:00+02:00,-310.8981471771956
2030,sc01,04-08 01:00:00+02:00,-564.7262721771956
2030,sc01,04-08 03:00:00+02:00,-668.9293971771956
2030,sc01,04-08 05:00:00+02:00,-709.0075221771956
2030,sc01,04-08 07:00:00+02:00,-612.8200221771956
2030,sc01,04-08 09:00:00+02:00,-372.35127217719537
2030,sc01,04-08 11:00:00+02:00,-260.1325221771956
2030,sc01,04-08 13:00:00+02:00,-300.2106471771956
2030,sc01,04-08 15:00:00+02:00,-340.28877217719537
2030,sc01,04-08 17:00:00+02:00,-364.3356471771956
2030,sc01,04-08 19:00:00+02:00,-212.03877217719514
2030,sc01,04-08 21:00:00+02:00,-212.03877217719514
2030,sc01,04-08 23:00:00+02:00,-348.30439717719605
2030,sc01,04-09 01:00:00+02:00,-556.6572096771956
2030,sc01,04-09 03:00:00+02:00,-623.5425771771957
2030,sc01,04-09 05:00:00+02:00,-566.2122621771957
2030,sc01,04-09 07:00:00+02:00,-250.89552967719578
2030,sc01,04-09 09:00:00+02:00,102.64141282280434
2030,sc01,04-09 11:00:00+02:00,150.4166753228044
2030,sc01,04-09 13:00:00+02:00,16.645940322804336
2030,sc01,04-09 15:00:00+02:00,-50.239427177195466
2030,sc01,04-09 17:00:00+02:00,-12.019217177195742
2030,sc01,04-09 19:00:00+02:00,102.64141282280434
2030,sc01,04-09 21:00:00+02:00,26.200992822804665
2030,sc01,04-09 23:00:00+02:00,-317.7808971771958
2030,sc01,04-10 01:00:00+02:00,-466.7575221771956
2030,sc01,04-10 03:00:00+02:00,-538.6772721771961
2030,sc01,04-10 05:00:00+02:00,-477.031772177196
2030,sc01,04-10 07:00:00+02:00,-137.9815221771953
2030,sc01,04-10 09:00:00+02:00,242.165727822804
2030,sc01,04-10 11:00:00+02:00,293.5369778228044
2030,sc01,04-10 13:00:00+02:00,149.69747782280456
2030,sc01,04-10 15:00:00+02:00,77.77772782280454
2030,sc01,04-10 17:00:00+02:00,118.87472782280429
2030,sc01,04-10 19:00:00+02:00,242.165727822804
2030,sc01,04-10 21:00:00+02:00,159.9717278228045
2030,sc01,04-10 23:00:00+02:00,-209.90127217719578
2030,sc01,04-11 01:00:00+02:00,-492.44314717719567
2030,sc01,04-11 03:00:00+02:00,-562.9245021771958
2030,sc01,04-11 05:00:00+02:00,-502.5119121771959
2030,sc01,04-11 07:00:00+02:00,-170.24266717719593
2030,sc01,04-11 09:00:00+02:00,202.30163782280442
2030,sc01,04-11 11:00:00+02:00,252.64546282280457
2030,sc01,04-11 13:00:00+02:00,111.68275282280456
2030,sc01,04-11 15:00:00+02:00,41.20139782280421
2030,sc01,04-11 17:00:00+02:00,81.4764578228037
2030,sc01,04-11 19:00:00+02:00,202.30163782280442
2030,sc01,04-11 21:00:00+02:00,121.75151782280454
2030,sc01,04-11 23:00:00+02:00,-240.7240221771956
2030,sc01,04-12 01:00:00+02:00,-518.1287721771957
2030,sc01,04-12 03:00:00+02:00,-587.1717321771957
2030,sc01,04-12 05:00:00+02:00,-527.9920521771962
2030,sc01,04-12 07:00:00+02:00,-202.50381217719587
2030,sc01,04-12 09:00:00+02:00,162.43754782280462
2030,sc01,04-12 11:00:00+02:00,211.75394782280455
2030,sc01,04-12 13:00:00+02:00,73.6680278228041
2030,sc01,04-12 15:00:00+02:00,4.62506782280434
2030,sc01,04-12 17:00:00+02:00,44.078187822804466
2030,sc01,04-12 19:00:00+02:00,162.43754782280462
2030,sc01,04-12 21:00:00+02:00,83.53130782280459
2030,sc01,04-12 23:00:00+02:00,-271.54677217719586
2030,sc01,04-13 01:00:00+02:00,-543.8143971771954
2030,sc01,04-13 03:00:00+02:00,-611.4189621771957
2030,sc01,04-13 05:00:00+02:00,-553.4721921771954
2030,sc01,04-13 07:00:00+02:00,-234.76495717719558
2030,sc01,04-13 09:00:00+02:00,122.57345782280413
2030,sc01,04-13 11:00:00+02:00,170.8624328228043
2030,sc01,04-13 13:00:00+02:00,35.653302822804335
2030,sc01,04-13 15:00:00+02:00,-31.951262177195076
2030,sc01,04-13 17:00:00+02:00,6.679917822804327
2030,sc01,04-13 19:00:00+02:00,122.57345782280458
2030,sc01,04-13 21:00:00+02:00,45.311097822804186
2030,sc01,04-13 23:00:00+02:00,-302.3695221771957
2030,sc01,04-14 01:00:00+02:00,-580.1852421771955
2030,sc01,04-14 03:00:00+02:00,-683.0304846771955
2030,sc01,04-14 05:00:00+02:00,-722.5863471771959
2030,sc01,04-14 07:00:00+02:00,-627.6522771771956
2030,sc01,04-14 09:00:00+02:00,-390.31710217719547
2030,sc01,04-14 11:00:00+02:00,-279.56068717719586
2030,sc01,04-14 13:00:00+02:00,-319.11654967719574
2030,sc01,04-14 15:00:00+02:00,-358.67241217719584
2030,sc01,04-14 17:00:00+02:00,-382.4059296771959
2030,sc01,04-14 19:00:00+02:00,-232.09365217719596
2030,sc01,04-14 21:00:00+02:00,-232.09365217719596
2030,sc01,04-14 23:00:00+02:00,-366.58358467719563
2030,sc01,04-15 01:00:00+02:00,-610.5970221771956
2030,sc01,04-15 03:00:00+02:00,-710.7709596771958
2030,sc01,04-15 05:00:00+02:00,-749.2993971771957
2030,sc01,04-15 07:00:00+02:00,-656.8311471771956
2030,sc01,04-15 09:00:00+02:00,-425.6605221771956
2030,sc01,04-15 11:00:00+02:00,-317.7808971771956
2030,sc01,04-15 13:00:00+02:00,-356.30933467719547
2030,sc01,04-15 15:00:00+02:00,-394.8377721771956
2030,sc01,04-15 17:00:00+02:00,-417.954834677196
2030,sc01,04-15 19:00:00+02:00,-271.5467721771954
2030,sc01,04-15 21:00:00+02:00,-271.54677217719586
2030,sc01,04-15 23:00:00+02:00,-402.5434596771954
2030,sc01,04-16 01:00:00+02:00,-425.7887721771958
2030,sc01,04-16 03:00:00+02:00,-500.00277217719577
2030,sc01,04-16 05:00:00+02:00,-436.39077217719546
2030,sc01,04-16 07:00:00+02:00,-86.52477217719547
2030,sc01,04-16 09:00:00+02:00,305.74922782280487
2030,sc01,04-16 11:00:00+02:00,358.75922782280463
2030,sc01,04-16 13:00:00+02:00,210.3312278228043
2030,sc01,04-16 15:00:00+02:00,136.11722782280435
2030,sc01,04-16 17:00:00+02:00,178.52522782280403
2030,sc01,04-16 19:00:00+02:00,305.74922782280487
2030,sc01,04-16 21:00:00+02:00,220.93322782280416
2030,sc01,04-16 23:00:00+02:00,-160.73877217719587
2030,sc01,04-17 01:00:00+02:00,-326.0387721771956
2030,sc01,04-17 03:00:00+02:00,-405.8387721771958
2030,sc01,04-17 05:00:00+02:00,-337.4387721771959
2030,sc01,04-17 07:00:00+02:00,38.76122782280436
2030,sc01,04-17 09:00:00+02:00,460.56122782280477
2030,sc01,04-17 11:00:00+02:00,517.5612278228048
2030,sc01,04-17 13:00:00+02:00,357.96122782280486
2030,sc01,04-17 15:00:00+02:00,278.1612278228042
2030,sc01,04-17 17:00:00+02:00,323.7612278228046
2030,sc01,04-17 19:00:00+02:00,460.56122782280477
2030,sc01,04-17 21:00:00+02:00,369.3612278228045
2030,sc01,04-17 23:00:00+02:00,-41.03877217719537
2030,sc01,04-18 01:00:00+02:00,-354.5387721771956
2030,sc01,04-18 03:00:00+02:00,-432.742772177196
2030,sc01,04-18 05:00:00+02:00,-365.7107721771956
2030,sc01,04-18 07:00:00+02:00,2.965227822804991
2030,sc01,04-18 09:00:00+02:00,416.3292278228048
2030,sc01,04-18 11:00:00+02:00,472.1892278228049
2030,sc01,04-18 13:00:00+02:00,315.7812278228041
2030,sc01,04-18 15:00:00+02:00,237.5772278228044
2030,sc01,04-18 17:00:00+02:00,282.2652278228047
2030,sc01,04-18 19:00:00+02:00,416.3292278228048
2030,sc01,04-18 21:00:00+02:00,326.9532278228046
2030,sc01,04-18 23:00:00+02:00,-75.23877217719564
2030,sc01,04-19 01:00:00+02:00,-383.0387721771956
2030,sc01,04-19 03:00:00+02:00,-459.64677217719554
2030,sc01,04-19 05:00:00+02:00,-393.982772177196
2030,sc01,04-19 07:00:00+02:00,-32.83077217719597
2030,sc01,04-19 09:00:00+02:00,372.09722782280437
2030,sc01,04-19 11:00:00+02:00,426.81722782280417
2030,sc01,04-19 13:00:00+02:00,273.6012278228043
2030,sc01,04-19 15:00:00+02:00,196.99322782280387
2030,sc01,04-19 17:00:00+02:00,240.76922782280417
2030,sc01,04-19 19:00:00+02:00,372.09722782280437
2030,sc01,04-19 21:00:00+02:00,284.545227822804
2030,sc01,04-19 23:00:00+02:00,-109.43877217719614
2030,sc01,04-20 01:00:00+02:00,-411.5387721771958
2030,sc01,04-20 03:00:00+02:00,-486.55077217719554
2030,sc01,04-20 05:00:00+02:00,-422.2547721771957
2030,sc01,04-20 07:00:00+02:00,-68.62677217719556
2030,sc01,04-20 09:00:00+02:00,327.8652278228044
2030,sc01,04-20 11:00:00+02:00,381.4452278228048
2030,sc01,04-20 13:00:00+02:00,231.42122782280444
2030,sc01,04-20 15:00:00+02:00,156.4092278228045
2030,sc01,04-20 17:00:00+02:00,199.2732278228043
2030,sc01,04-20 19:00:00+02:00,327.8652278228044
2030,sc01,04-20 21:00:00+02:00,242.1372278228048
2030,sc01,04-20 23:00:00+02:00,-143.63877217719596
2030,sc01,04-21 01:00:00+02:00,-451.8947721771958
2030,sc01,04-21 03:00:00+02:00,-566.0087721771954
2030,sc01,04-21 05:00:00+02:00,-609.8987721771957
2030,sc01,04-21 07:00:00+02:00,-504.5627721771955
2030,sc01,04-21 09:00:00+02:00,-241.22277217719557
2030,sc01,04-21 11:00:00+02:00,-118.33077217719529
2030,sc01,04-21 13:00:00+02:00,-162.22077217719584
2030,sc01,04-21 15:00:00+02:00,-206.11077217719549
2030,sc01,04-21 17:00:00+02:00,-232.444772177196
2030,sc01,04-21 19:00:00+02:00,-65.66277217719562
2030,sc01,04-21 21:00:00+02:00,-65.66277217719562
2030,sc01,04-21 23:00:00+02:00,-214.8887721771955
2030,sc01,04-22 01:00:00+02:00,-485.6387721771955
2030,sc01,04-22 03:00:00+02:00,-596.7887721771956
2030,sc01,04-22 05:00:00+02:00,-639.5387721771956
2030,sc01,04-22 07:00:00+02:00,-536.9387721771957
2030,sc01,04-22 09:00:00+02:00,-280.4387721771957
2030,sc01,04-22 11:00:00+02:00,-160.73877217719564
2030,sc01,04-22 13:00:00+02:00,-203.48877217719564
2030,sc01,04-22 15:00:00+02:00,-246.23877217719564
2030,sc01,04-22 17:00:00+02:00,-271.88877217719596
2030,sc01,04-22 19:00:00+02:00,-109.43877217719591
2030,sc01,04-22 21:00:00+02:00,-109.43877217719591
2030,sc01,04-22 23:00:00+02:00,-254.78877217719582
2030,sc01,04-23 01:00:00+02:00,-501.9906471771958
2030,sc01,04-23 03:00:00+02:00,-571.9373421771959
2030,sc01,04-23 05:00:00+02:00,-511.9830321771956
2030,sc01,04-23 07:00:00+02:00,-182.23432717719584
2030,sc01,04-23 09:00:00+02:00,187.4839178228042
2030,sc01,04-23 11:00:00+02:00,237.44584282280425
2030,sc01,04-23 13:00:00+02:00,97.55245282280475
2030,sc01,04-23 15:00:00+02:00,27.605757822804435
2030,sc01,04-23 17:00:00+02:00,67.57529782280403
2030,sc01,04-23 19:00:00+02:00,187.4839178228042
2030,sc01,04-23 21:00:00+02:00,107.54483782280431
2030,sc01,04-23 23:00:00+02:00,-252.18102217719593
2030,sc01,04-24 01:00:00+02:00,-407.9762721771956
2030,sc01,04-24 03:00:00+02:00,-483.1877721771955
2030,sc01,04-24 05:00:00+02:00,-418.7207721771956
2030,sc01,04-24 07:00:00+02:00,-64.15227217719575
2030,sc01,04-24 09:00:00+02:00,333.39422782280394
2030,sc01,04-24 11:00:00+02:00,387.11672782280425
2030,sc01,04-24 13:00:00+02:00,236.69372782280402
2030,sc01,04-24 15:00:00+02:00,161.48222782280436
2030,sc01,04-24 17:00:00+02:00,204.46022782280443
2030,sc01,04-24 19:00:00+02:00,333.39422782280394
2030,sc01,04-24 21:00:00+02:00,247.43822782280472
2030,sc01,04-24 23:00:00+02:00,-139.36377217719587
2030,sc01,04-25 01:00:00+02:00,-434.8375221771953
2030,sc01,04-25 03:00:00+02:00,-508.5447921771954
2030,sc01,04-25 05:00:00+02:00,-445.3671321771958
2030,sc01,04-25 07:00:00+02:00,-97.89000217719558
2030,sc01,04-25 09:00:00+02:00,291.70556782280437
2030,sc01,04-25 11:00:00+02:00,344.3536178228044
2030,sc01,04-25 13:00:00+02:00,196.93907782280485
2030,sc01,04-25 15:00:00+02:00,123.23180782280451
2030,sc01,04-25 17:00:00+02:00,165.3502478228047
2030,sc01,04-25 19:00:00+02:00,291.70556782280437
2030,sc01,04-25 21:00:00+02:00,207.46868782280444
2030,sc01,04-25 23:00:00+02:00,-171.5972721771957
2030,sc01,04-26 01:00:00+02:00,-461.69877217719545
2030,sc01,04-26 03:00:00+02:00,-533.9018121771958
2030,sc01,04-26 05:00:00+02:00,-472.01349217719553
2030,sc01,04-26 07:00:00+02:00,-131.62773217719518
2030,sc01,04-26 09:00:00+02:00,250.01690782280434
2030,sc01,04-26 11:00:00+02:00,301.59050782280497
2030,sc01,04-26 13:00:00+02:00,157.18442782280454
2030,sc01,04-26 15:00:00+02:00,84.98138782280421
2030,sc01,04-26 17:00:00+02:00,126.2402678228043
2030,sc01,04-26 19:00:00+02:00,250.01690782280434
2030,sc01,04-26 21:00:00+02:00,167.49914782280462
2030,sc01,04-26 23:00:00+02:00,-203.8307721771955
2030,sc01,04-27 01:00:00+02:00,-488.56002217719583
2030,sc01,04-27 03:00:00+02:00,-559.2588321771957
2030,sc01,04-27 05:00:00+02:00,-498.6598521771957
2030,sc01,04-27 07:00:00+02:00,-165.36546217719592
2030,sc01,04-27 09:00:00+02:00,208.3282478228041
2030,sc01,04-27 11:00:00+02:00,258.8273978228044
2030,sc01,04-27 13:00:00+02:00,117.42977782280468
2030,sc01,04-27 15:00:00+02:00,46.73096782280459
2030,sc01,04-27 17:00:00+02:00,87.13028782280412
2030,sc01,04-27 19:00:00+02:00,208.32824782280454
2030,sc01,04-27 21:00:00+02:00,127.52960782280434
2030,sc01,04-27 23:00:00+02:00,-236.06427217719602
2030,sc01,04-28 01:00:00+02:00,-526.5955521771957
2030,sc01,04-28 03:00:00+02:00,-634.1479971771957
2030,sc01,04-28 05:00:00+02:00,-675.5143221771955
2030,sc01,04-28 07:00:00+02:00,-576.2351421771957
2030,sc01,04-28 09:00:00+02:00,-328.0371921771957
2030,sc01,04-28 11:00:00+02:00,-212.21148217719542
2030,sc01,04-28 13:00:00+02:00,-253.57780717719515
2030,sc01,04-28 15:00:00+02:00,-294.94413217719557
2030,sc01,04-28 17:00:00+02:00,-319.76392717719546
2030,sc01,04-28 19:00:00+02:00,-162.57189217719565
2030,sc01,04-28 21:00:00+02:00,-162.57189217719565
2030,sc01,04-28 23:00:00+02:00,-303.2173971771954
2030,sc01,04-29 01:00:00+02:00,-558.3992721771956
2030,sc01,04-29 03:00:00+02:00,-663.1581471771954
2030,sc01,04-29 05:00:00+02:00,-703.4500221771957
2030,sc01,04-29 07:00:00+02:00,-606.7495221771958
2030,sc01,04-29 09:00:00+02:00,-364.99827217719576
2030,sc01,04-29 11:00:00+02:00,-252.18102217719616
2030,sc01,04-29 13:00:00+02:00,-292.47289717719536
2030,sc01,04-29 15:00:00+02:00,-332.76477217719594
2030,sc01,04-29 17:00:00+02:00,-356.93989717719546
2030,sc01,04-29 19:00:00+02:00,-203.8307721771955
2030,sc01,04-29 21:00:00+02:00,-203.8307721771955
2030,sc01,04-29 23:00:00+02:00,-340.82314717719555
2030,sc01,04-30 01:00:00+02:00,-375.5883021771958
2030,sc01,04-30 03:00:00+02:00,-486.51172717719555
2030,sc01,04-30 05:00:00+02:00,-486.51172717719555
2030,sc01,04-30 07:00:00+02:00,-198.11082217719513
2030,sc01,04-30 09:00:00+02:00,267.76756282280417
2030,sc01,04-30 11:00:00+02:00,456.3373853228047
2030,sc01,04-30 13:00:00+02:00,456.3373853228047
2030,sc01,04-30 15:00:00+02:00,434.15270032280546
2030,sc01,04-30 17:00:00+02:00,378.6909878228041
2030,sc01,04-30 19:00:00+02:00,301.0445903228049
2030,sc01,04-30 21:00:00+02:00,301.0445903228049
2030,sc01,04-30 23:00:00+02:00,12.643685322804231
2030,sc01,05-01 01:00:00+02:00,-272.05977217719555
2030,sc01,05-01 03:00:00+02:00,-391.3322721771956
2030,sc01,05-01 05:00:00+02:00,-391.3322721771956
2030,sc01,05-01 07:00:00+02:00,-81.22377217719554
2030,sc01,05-01 09:00:00+02:00,419.7207278228045
2030,sc01,05-01 11:00:00+02:00,622.4839778228045
2030,sc01,05-01 13:00:00+02:00,622.4839778228045
2030,sc01,05-01 15:00:00+02:00,598.6294778228046
2030,sc01,05-01 17:00:00+02:00,538.9932278228046
2030,sc01,05-01 19:00:00+02:00,455.5024778228046
2030,sc01,05-01 21:00:00+02:00,455.5024778228046
2030,sc01,05-01 23:00:00+02:00,145.39397782280457
2030,sc01,05-02 01:00:00+02:00,-301.6393521771954
2030,sc01,05-02 03:00:00+02:00,-418.52640217719545
2030,sc01,05-02 05:00:00+02:00,-418.52640217719545
2030,sc01,05-02 07:00:00+02:00,-114.62007217719542
2030,sc01,05-02 09:00:00+02:00,376.3055378228048
2030,sc01,05-02 11:00:00+02:00,575.0135228228048
2030,sc01,05-02 13:00:00+02:00,575.0135228228048
2030,sc01,05-02 15:00:00+02:00,551.6361128228043
2030,sc01,05-02 17:00:00+02:00,493.1925878228046
2030,sc01,05-02 19:00:00+02:00,411.37165282280444
2030,sc01,05-02 21:00:00+02:00,411.37165282280444
2030,sc01,05-02 23:00:00+02:00,107.46532282280464
2030,sc01,05-03 01:00:00+02:00,-331.2189321771955
2030,sc01,05-03 03:00:00+02:00,-445.7205321771953
2030,sc01,05-03 05:00:00+02:00,-445.7205321771953
2030,sc01,05-03 07:00:00+02:00,-148.0163721771953
2030,sc01,05-03 09:00:00+02:00,332.89034782280464
2030,sc01,05-03 11:00:00+02:00,527.5430678228047
2030,sc01,05-03 13:00:00+02:00,527.5430678228047
2030,sc01,05-03 15:00:00+02:00,504.6427478228045
2030,sc01,05-03 17:00:00+02:00,447.3919478228047
2030,sc01,05-03 19:00:00+02:00,367.2408278228047
2030,sc01,05-03 21:00:00+02:00,367.2408278228047
2030,sc01,05-03 23:00:00+02:00,69.5366678228047
2030,sc01,05-04 01:00:00+02:00,-360.79851217719556
2030,sc01,05-04 03:00:00+02:00,-472.9146621771954
2030,sc01,05-04 05:00:00+02:00,-472.9146621771954
2030,sc01,05-04 07:00:00+02:00,-181.41267217719542
2030,sc01,05-04 09:00:00+02:00,289.47515782280425
2030,sc01,05-04 11:00:00+02:00,480.07261282280456
2030,sc01,05-04 13:00:00+02:00,480.07261282280456
2030,sc01,05-04 15:00:00+02:00,457.6493828228042
2030,sc01,05-04 17:00:00+02:00,401.5913078228052
2030,sc01,05-04 19:00:00+02:00,323.11000282280406
2030,sc01,05-04 21:00:00+02:00,323.11000282280406
2030,sc01,05-04 23:00:00+02:00,31.60801282280454
2030,sc01,05-05 01:00:00+02:00,-428.5452921771955
2030,sc01,05-05 03:00:00+02:00,-547.9370646771954
2030,sc01,05-05 05:00:00+02:00,-593.8569771771959
2030,sc01,05-05 07:00:00+02:00,-575.4890121771955
2030,sc01,05-05 09:00:00+02:00,-217.3136946771956
2030,sc01,05-05 11:00:00+02:00,-61.18599217719566
2030,sc01,05-05 13:00:00+02:00,-52.0020096771957
2030,sc01,05-05 15:00:00+02:00,-79.55395717719512
2030,sc01,05-05 17:00:00+02:00,-42.81802717719529
2030,sc01,05-05 19:00:00+02:00,-6.082097177195237
2030,sc01,05-05 21:00:00+02:00,21.469850322804632
2030,sc01,05-05 23:00:00+02:00,-208.1297121771952
2030,sc01,05-06 01:00:00+02:00,-462.89577217719534
2030,sc01,05-06 03:00:00+02:00,-579.1864596771954
2030,sc01,05-06 05:00:00+02:00,-623.9136471771956
2030,sc01,05-06 07:00:00+02:00,-606.0227721771955
2030,sc01,05-06 09:00:00+02:00,-257.1507096771959
2030,sc01,05-06 11:00:00+02:00,-105.07827217719546
2030,sc01,05-06 13:00:00+02:00,-96.13283467719566
2030,sc01,05-06 15:00:00+02:00,-122.96914717719551
2030,sc01,05-06 17:00:00+02:00,-87.18739717719541
2030,sc01,05-06 19:00:00+02:00,-51.40564717719576
2030,sc01,05-06 21:00:00+02:00,-24.569334677195457
2030,sc01,05-06 23:00:00+02:00,-248.20527217719564
2030,sc01,05-07 01:00:00+02:00,-321.35907217719546
