,,,OL_PSH1,OL_PSH2,Hydro1,Hydro2,Nuclear1,Nuclear2,Coal1,Coal2,CCGT1,CCGT2,CCGT3,CCGT4,CCGT5,CCGT6,CCGT7,Cogeneration1,Cogeneration2,SolarPV1,SolarPV2,SolarPV3,SolarPV4,SolarPV5,SolarPV6,Wind1,Wind2,Wind3,Wind4,Wind5,CL_PSH1,CL_PSH2
sc2015,y2030,2030-03-20T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T11:00:00+01:00,3930.398711,3618.39487,2605.244306,544.0152917,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-20T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T11:00:00+01:00,3397.425278,3559.898007,2563.126564,567.0551292,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-21T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T11:00:00+01:00,3114.27066,3468.986887,2497.670558,561.5530792,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-22T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T11:00:00+01:00,2818.887795,3439.5022,2476.441583,547.4540708,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-23T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T11:00:00+01:00,2576.442799,3554.03887,2558.907986,537.4816042,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-24T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T11:00:00+01:00,2543.168442,3775.079523,2718.057257,524.4142333,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-25T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T11:00:00+01:00,2732.644845,3693.146113,2659.065202,510.6591042,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-26T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T11:00:00+01:00,3249.733845,3699.666767,2663.760072,497.9356125,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-27T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T11:00:00+01:00,3436.168549,4048.94691,2915.241775,500.3427583,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-28T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T11:00:00+01:00,3958.910809,5165.112433,3718.880952,494.4968292,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-29T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc2015,y2030,2030-03-30T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
