,,,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
2030,sc01,03-20 04:00:00+01:00,1.104722756,265.1334615,44.18891025,176.755641,265.1334615,88.37782049,110.4722756,16.57084134,110.4722756
2030,sc01,03-20 05:00:00+01:00,1.194590673,286.7017616,47.78362694,191.1345078,286.7017616,95.56725388,119.4590673,17.9188601,119.4590673
2030,sc01,03-20 06:00:00+01:00,1.290337624,309.6810296,51.61350494,206.4540198,309.6810296,103.2270099,129.0337624,19.35506435,129.0337624
2030,sc01,03-20 07:00:00+01:00,1.349599239,323.9038173,53.98396955,215.9358782,323.9038173,107.9679391,134.9599239,20.24398858,134.9599239
2030,sc01,03-20 08:00:00+01:00,1.379183218,331.0039722,55.1673287,220.6693148,331.0039722,110.3346574,137.9183218,20.68774826,137.9183218
2030,sc01,03-20 09:00:00+01:00,1.394619989,334.7087973,55.78479955,223.1391982,334.7087973,111.5695991,139.4619989,20.91929983,139.4619989
2030,sc01,03-20 10:00:00+01:00,1.390914633,333.8195119,55.63658531,222.5463412,333.8195119,111.2731706,139.0914633,20.86371949,139.0914633
2030,sc01,03-20 11:00:00+01:00,1.374162309,329.7989541,54.96649235,219.8659694,329.7989541,109.9329847,137.4162309,20.61243463,137.4162309
2030,sc01,03-20 12:00:00+01:00,1.363827313,327.318555,54.55309251,218.21237,327.318555,109.106185,136.3827313,20.45740969,136.3827313
2030,sc01,03-20 13:00:00+01:00,1.353112779,324.7470669,54.12451115,216.4980446,324.7470669,108.2490223,135.3112779,20.29669168,135.3112779
2030,sc01,03-20 14:00:00+01:00,1.342377825,322.170678,53.695113,214.780452,322.170678,107.390226,134.2377825,20.13566737,134.2377825
2030,sc01,03-20 15:00:00+01:00,1.33582867,320.5988807,53.43314679,213.7325872,320.5988807,106.8662936,133.582867,20.03743005,133.582867
2030,sc01,03-20 16:00:00+01:00,1.355313945,325.2753468,54.2125578,216.8502312,325.2753468,108.4251156,135.5313945,20.32970917,135.5313945
2030,sc01,03-20 17:00:00+01:00,1.405968815,337.4325155,56.23875259,224.9550104,337.4325155,112.4775052,140.5968815,21.08953222,140.5968815
2030,sc01,03-20 18:00:00+01:00,1.414278974,339.4269538,56.57115896,226.2846358,339.4269538,113.1423179,141.4278974,21.21418461,141.4278974
2030,sc01,03-20 19:00:00+01:00,1.370208098,328.8499435,54.80832392,219.2332957,328.8499435,109.6166478,137.0208098,20.55312147,137.0208098
2030,sc01,03-20 20:00:00+01:00,1.307149478,313.7158748,52.28597913,209.1439165,313.7158748,104.5719583,130.7149478,19.60724217,130.7149478
2030,sc01,03-20 21:00:00+01:00,1.245143392,298.8344141,49.80573569,199.2229428,298.8344141,99.61147138,124.5143392,18.67715088,124.5143392
2030,sc01,03-20 22:00:00+01:00,1.168695369,280.4868885,46.74781475,186.991259,280.4868885,93.49562951,116.8695369,17.53043053,116.8695369
2030,sc01,03-20 23:00:00+01:00,1.10957677,266.2984248,44.3830708,177.5322832,266.2984248,88.76614161,110.957677,16.64365155,110.957677
2030,sc01,03-21 00:00:00+01:00,1.08790162,261.0963887,43.51606478,174.0642591,261.0963887,87.03212956,108.790162,16.31852429,108.790162
2030,sc01,03-21 01:00:00+01:00,1.067503572,256.2008573,42.70014288,170.8005715,256.2008573,85.40028577,106.7503572,16.01255358,106.7503572
2030,sc01,03-21 02:00:00+01:00,1.059223928,254.2137428,42.36895714,169.4758285,254.2137428,84.73791427,105.9223928,15.88835893,105.9223928
2030,sc01,03-21 03:00:00+01:00,1.072232879,257.3358909,42.88931516,171.5572606,257.3358909,85.77863032,107.2232879,16.08349318,107.2232879
2030,sc01,03-21 04:00:00+01:00,1.127899503,270.6958807,45.11598011,180.4639204,270.6958807,90.23196022,112.7899503,16.91849254,112.7899503
2030,sc01,03-21 05:00:00+01:00,1.214818088,291.5563411,48.59272352,194.3708941,291.5563411,97.18544703,121.4818088,18.22227132,121.4818088
2030,sc01,03-21 06:00:00+01:00,1.309557616,314.2938279,52.38230466,209.5292186,314.2938279,104.7646093,130.9557616,19.64336425,130.9557616
2030,sc01,03-21 07:00:00+01:00,1.364237951,327.4171082,54.56951803,218.2780721,327.4171082,109.1390361,136.4237951,20.46356926,136.4237951
2030,sc01,03-21 08:00:00+01:00,1.394569384,334.6966521,55.78277535,223.1311014,334.6966521,111.5655507,139.4569384,20.91854076,139.4569384
2030,sc01,03-21 09:00:00+01:00,1.405881845,337.4116429,56.23527381,224.9410952,337.4116429,112.4705476,140.5881845,21.08822768,140.5881845
2030,sc01,03-21 10:00:00+01:00,1.398922026,335.7412863,55.95688106,223.8275242,335.7412863,111.9137621,139.8922026,20.9838304,139.8922026
2030,sc01,03-21 11:00:00+01:00,1.384817592,332.356222,55.39270366,221.5708146,332.356222,110.7854073,138.4817592,20.77226387,138.4817592
2030,sc01,03-21 12:00:00+01:00,1.37015406,328.8369744,54.8061624,219.2246496,328.8369744,109.6123248,137.015406,20.5523109,137.015406
2030,sc01,03-21 13:00:00+01:00,1.356837767,325.641064,54.27351066,217.0940427,325.641064,108.5470213,135.6837767,20.3525665,135.6837767
2030,sc01,03-21 14:00:00+01:00,1.345844117,323.002588,53.83376467,215.3350587,323.002588,107.6675293,134.5844117,20.18766175,134.5844117
2030,sc01,03-21 15:00:00+01:00,1.341590523,321.9817254,53.66362091,214.6544836,321.9817254,107.3272418,134.1590523,20.12385784,134.1590523
2030,sc01,03-21 16:00:00+01:00,1.355525672,325.3261614,54.22102689,216.8841076,325.3261614,108.4420538,135.5525672,20.33288508,135.5525672
2030,sc01,03-21 17:00:00+01:00,1.406609973,337.5863935,56.26439891,225.0575956,337.5863935,112.5287978,140.6609973,21.09914959,140.6609973
2030,sc01,03-21 18:00:00+01:00,1.418834215,340.5202115,56.75336859,227.0134744,340.5202115,113.5067372,141.8834215,21.28251322,141.8834215
2030,sc01,03-21 19:00:00+01:00,1.377567697,330.6162472,55.10270786,220.4108314,330.6162472,110.2054157,137.7567697,20.66351545,137.7567697
2030,sc01,03-21 20:00:00+01:00,1.311806946,314.8336671,52.47227785,209.8891114,314.8336671,104.9445557,131.1806946,19.6771042,131.1806946
2030,sc01,03-21 21:00:00+01:00,1.250362042,300.0868901,50.01448168,200.0579267,300.0868901,100.0289634,125.0362042,18.75543063,125.0362042
2030,sc01,03-21 22:00:00+01:00,1.178047534,282.7314081,47.12190136,188.4876054,282.7314081,94.24380272,117.8047534,17.67071301,117.8047534
2030,sc01,03-21 23:00:00+01:00,1.11748537,268.1964887,44.69941478,178.7976591,268.1964887,89.39882956,111.748537,16.76228054,111.748537
2030,sc01,03-22 00:00:00+01:00,1.095030673,262.8073615,43.80122691,175.2049076,262.8073615,87.60245382,109.5030673,16.42546009,109.5030673
2030,sc01,03-22 01:00:00+01:00,1.073761151,257.7026762,42.95044603,171.8017841,257.7026762,85.90089206,107.3761151,16.10641726,107.3761151
2030,sc01,03-22 02:00:00+01:00,1.061726894,254.8144545,42.46907575,169.876303,254.8144545,84.9381515,106.1726894,15.92590341,106.1726894
2030,sc01,03-22 03:00:00+01:00,1.071027894,257.0466947,42.84111578,171.3644631,257.0466947,85.68223155,107.1027894,16.06541842,107.1027894
2030,sc01,03-22 04:00:00+01:00,1.126545984,270.3710361,45.06183934,180.2473574,270.3710361,90.12367869,112.6545984,16.89818975,112.6545984
2030,sc01,03-22 05:00:00+01:00,1.216684269,292.0042246,48.66737076,194.6694831,292.0042246,97.33474153,121.6684269,18.25026404,121.6684269
2030,sc01,03-22 06:00:00+01:00,1.312945153,315.1068366,52.5178061,210.0712244,315.1068366,105.0356122,131.2945153,19.69417729,131.2945153
2030,sc01,03-22 07:00:00+01:00,1.371708346,329.2100031,54.86833386,219.4733354,329.2100031,109.7366677,137.1708346,20.5756252,137.1708346
2030,sc01,03-22 08:00:00+01:00,1.398291218,335.5898924,55.93164873,223.7265949,335.5898924,111.8632975,139.8291218,20.97436827,139.8291218
2030,sc01,03-22 09:00:00+01:00,1.413308273,339.1939855,56.53233092,226.1293237,339.1939855,113.0646618,141.3308273,21.19962409,141.3308273
2030,sc01,03-22 10:00:00+01:00,1.404291194,337.0298867,56.17164778,224.6865911,337.0298867,112.3432956,140.4291194,21.06436792,140.4291194
2030,sc01,03-22 11:00:00+01:00,1.390716154,333.771877,55.62864617,222.5145847,333.771877,111.2572923,139.0716154,20.86074231,139.0716154
2030,sc01,03-22 12:00:00+01:00,1.378132032,330.7516876,55.12528126,220.5011251,330.7516876,110.2505625,137.8132032,20.67198047,137.8132032
2030,sc01,03-22 13:00:00+01:00,1.365174068,327.6417762,54.6069627,218.4278508,327.6417762,109.2139254,136.5174068,20.47761101,136.5174068
2030,sc01,03-22 14:00:00+01:00,1.353645581,324.8749395,54.14582324,216.583293,324.8749395,108.2916465,135.3645581,20.30468372,135.3645581
2030,sc01,03-22 15:00:00+01:00,1.35162522,324.3900528,54.0650088,216.2600352,324.3900528,108.1300176,135.162522,20.2743783,135.162522
2030,sc01,03-22 16:00:00+01:00,1.364585727,327.5005745,54.58342908,218.3337163,327.5005745,109.1668582,136.4585727,20.4687859,136.4585727
2030,sc01,03-22 17:00:00+01:00,1.413600078,339.2640188,56.54400313,226.1760125,339.2640188,113.0880063,141.3600078,21.20400117,141.3600078
2030,sc01,03-22 18:00:00+01:00,1.42374809,341.6995416,56.9499236,227.7996944,341.6995416,113.8998472,142.374809,21.35622135,142.374809
2030,sc01,03-22 19:00:00+01:00,1.380113765,331.2273036,55.20455061,220.8182024,331.2273036,110.4091012,138.0113765,20.70170648,138.0113765
2030,sc01,03-22 20:00:00+01:00,1.31301689,315.1240535,52.52067559,210.0827023,315.1240535,105.0413512,131.301689,19.69525335,131.301689
2030,sc01,03-22 21:00:00+01:00,1.249792265,299.9501436,49.9916906,199.9667624,299.9501436,99.98338121,124.9792265,18.74688398,124.9792265
2030,sc01,03-22 22:00:00+01:00,1.177243702,282.5384886,47.08974809,188.3589924,282.5384886,94.17949619,117.7243702,17.65865553,117.7243702
2030,sc01,03-22 23:00:00+01:00,1.115179179,267.6430029,44.60716716,178.4286686,267.6430029,89.21433431,111.5179179,16.72768768,111.5179179
2030,sc01,03-23 00:00:00+01:00,1.090318556,261.6764535,43.61274225,174.450969,261.6764535,87.22548451,109.0318556,16.35477835,109.0318556
2030,sc01,03-23 01:00:00+01:00,1.070158098,256.8379436,42.80632393,171.2252957,256.8379436,85.61264786,107.0158098,16.05237147,107.0158098
2030,sc01,03-23 02:00:00+01:00,1.059700455,254.3281092,42.38801819,169.5520728,254.3281092,84.77603639,105.9700455,15.89550682,105.9700455
2030,sc01,03-23 03:00:00+01:00,1.070965821,257.0317969,42.83863282,171.3545313,257.0317969,85.67726565,107.0965821,16.06448731,107.0965821
2030,sc01,03-23 04:00:00+01:00,1.121937773,269.2650655,44.87751091,179.5100436,269.2650655,89.75502182,112.1937773,16.82906659,112.1937773
2030,sc01,03-23 05:00:00+01:00,1.211687595,290.8050227,48.46750379,193.8700152,290.8050227,96.93500758,121.1687595,18.17531392,121.1687595
2030,sc01,03-23 06:00:00+01:00,1.30194985,312.467964,52.07799399,208.311976,312.467964,104.155988,130.194985,19.52924775,130.194985
2030,sc01,03-23 07:00:00+01:00,1.362762446,327.0629869,54.51049782,218.0419913,327.0629869,109.0209956,136.2762446,20.44143668,136.2762446
2030,sc01,03-23 08:00:00+01:00,1.39236893,334.1685431,55.69475719,222.7790287,334.1685431,111.3895144,139.236893,20.88553395,139.236893
2030,sc01,03-23 09:00:00+01:00,1.402768771,336.6645051,56.11075086,224.4430034,336.6645051,112.2215017,140.2768771,21.04153157,140.2768771
2030,sc01,03-23 10:00:00+01:00,1.396168477,335.0804345,55.84673909,223.3869564,335.0804345,111.6934782,139.6168477,20.94252716,139.6168477
2030,sc01,03-23 11:00:00+01:00,1.381337186,331.5209247,55.25348745,221.0139498,331.5209247,110.5069749,138.1337186,20.72005779,138.1337186
2030,sc01,03-23 12:00:00+01:00,1.364470861,327.4730067,54.57883444,218.3153378,327.4730067,109.1576689,136.4470861,20.46706292,136.4470861
2030,sc01,03-23 13:00:00+01:00,1.348297571,323.5914169,53.93190282,215.7276113,323.5914169,107.8638056,134.8297571,20.22446356,134.8297571
2030,sc01,03-23 14:00:00+01:00,1.337181477,320.9235545,53.48725908,213.9490363,320.9235545,106.9745182,133.7181477,20.05772215,133.7181477
2030,sc01,03-23 15:00:00+01:00,1.327308182,318.5539636,53.09232727,212.3693091,318.5539636,106.1846545,132.7308182,19.90962273,132.7308182
2030,sc01,03-23 16:00:00+01:00,1.34206382,322.0953167,53.68255278,214.7302111,322.0953167,107.3651056,134.206382,20.13095729,134.206382
2030,sc01,03-23 17:00:00+01:00,1.389086901,333.3808563,55.56347605,222.2539042,333.3808563,111.1269521,138.9086901,20.83630352,138.9086901
2030,sc01,03-23 18:00:00+01:00,1.385788267,332.5891841,55.43153069,221.7261227,332.5891841,110.8630614,138.5788267,20.78682401,138.5788267
2030,sc01,03-23 19:00:00+01:00,1.340407128,321.6977107,53.61628511,214.4651405,321.6977107,107.2325702,134.0407128,20.10610692,134.0407128
2030,sc01,03-23 20:00:00+01:00,1.278416935,306.8200645,51.13667742,204.5467097,306.8200645,102.2733548,127.8416935,19.17625403,127.8416935
2030,sc01,03-23 21:00:00+01:00,1.229958629,295.190071,49.19834516,196.7933806,295.190071,98.39669032,122.9958629,18.44937943,122.9958629
2030,sc01,03-23 22:00:00+01:00,1.160794881,278.5907715,46.43179526,185.727181,278.5907715,92.86359051,116.0794881,17.41192322,116.0794881
2030,sc01,03-23 23:00:00+01:00,1.098893337,263.7344008,43.95573347,175.8229339,263.7344008,87.91146694,109.8893337,16.48340005,109.8893337
2030,sc01,03-24 00:00:00+01:00,1.070477368,256.9145682,42.81909471,171.2763788,256.9145682,85.63818941,107.0477368,16.05716051,107.0477368
2030,sc01,03-24 01:00:00+01:00,1.039996637,249.5991929,41.59986549,166.3994619,249.5991929,83.19973097,103.9996637,15.59994956,103.9996637
2030,sc01,03-24 02:00:00+01:00,1.0201733,244.841592,40.806932,163.227728,244.841592,81.61386401,102.01733,15.3025995,102.01733
2030,sc01,03-24 03:00:00+01:00,1.011665349,242.7996837,40.46661396,161.8664558,242.7996837,80.93322791,101.1665349,15.17498023,101.1665349
2030,sc01,03-24 04:00:00+01:00,1.011754709,242.8211301,40.47018835,161.8807534,242.8211301,80.9403767,101.1754709,15.17632063,101.1754709
2030,sc01,03-24 05:00:00+01:00,1.04255804,250.2139296,41.7023216,166.8092864,250.2139296,83.40464319,104.255804,15.6383706,104.255804
2030,sc01,03-24 06:00:00+01:00,1.106397579,265.535419,44.25590317,177.0236127,265.535419,88.51180633,110.6397579,16.59596369,110.6397579
2030,sc01,03-24 07:00:00+01:00,1.169893309,280.7743942,46.79573237,187.1829295,280.7743942,93.59146475,116.9893309,17.54839964,116.9893309
2030,sc01,03-24 08:00:00+01:00,1.222177203,293.3225288,48.88708813,195.5483525,293.3225288,97.77417626,122.2177203,18.33265805,122.2177203
2030,sc01,03-24 09:00:00+01:00,1.239068221,297.3763729,49.56272882,198.2509153,297.3763729,99.12545764,123.9068221,18.58602331,123.9068221
2030,sc01,03-24 10:00:00+01:00,1.23567453,296.5618873,49.42698122,197.7079249,296.5618873,98.85396243,123.567453,18.53511796,123.567453
2030,sc01,03-24 11:00:00+01:00,1.22050772,292.9218529,48.82030882,195.2812353,292.9218529,97.64061764,122.050772,18.30761581,122.050772
2030,sc01,03-24 12:00:00+01:00,1.192664656,286.2395175,47.70658625,190.826345,286.2395175,95.4131725,119.2664656,17.88996984,119.2664656
2030,sc01,03-24 13:00:00+01:00,1.169882527,280.7718065,46.79530109,187.1812043,280.7718065,93.59060217,116.9882527,17.54823791,116.9882527
2030,sc01,03-24 14:00:00+01:00,1.153144469,276.7546726,46.12577877,184.5031151,276.7546726,92.25155754,115.3144469,17.29716704,115.3144469
2030,sc01,03-24 15:00:00+01:00,1.151576451,276.3783482,46.06305803,184.2522321,276.3783482,92.12611607,115.1576451,17.27364676,115.1576451
2030,sc01,03-24 16:00:00+01:00,1.177929108,282.7029859,47.11716432,188.4686573,282.7029859,94.23432864,117.7929108,17.66893662,117.7929108
2030,sc01,03-24 17:00:00+01:00,1.242668298,298.2403915,49.70673191,198.8269277,298.2403915,99.41346383,124.2668298,18.64002447,124.2668298
2030,sc01,03-24 18:00:00+01:00,1.26146626,302.7519024,50.4586504,201.8346016,302.7519024,100.9173008,126.146626,18.9219939,126.146626
2030,sc01,03-24 19:00:00+01:00,1.226720009,294.4128021,49.06880036,196.2752014,294.4128021,98.13760072,122.6720009,18.40080013,122.6720009
2030,sc01,03-24 20:00:00+01:00,1.180591695,283.3420069,47.22366781,188.8946713,283.3420069,94.44733563,118.0591695,17.70887543,118.0591695
2030,sc01,03-24 21:00:00+01:00,1.142502868,274.2006882,45.70011471,182.8004588,274.2006882,91.40022942,114.2502868,17.13754302,114.2502868
2030,sc01,03-24 22:00:00+01:00,1.081069432,259.4566637,43.24277729,172.9711092,259.4566637,86.48555458,108.1069432,16.21604148,108.1069432
2030,sc01,03-24 23:00:00+01:00,1.022899665,245.4959196,40.9159866,163.6639464,245.4959196,81.8319732,102.2899665,15.34349498,102.2899665
2030,sc01,03-25 00:00:00+01:00,0.991222596,237.8934231,39.64890384,158.5956154,237.8934231,79.29780769,99.12225961,14.86833894,99.12225961
2030,sc01,03-25 01:00:00+01:00,0.9696202,232.708848,38.78480799,155.139232,232.708848,77.56961599,96.96201999,14.544303,96.96201999
2030,sc01,03-25 02:00:00+01:00,0.928755191,222.9012457,37.15020762,148.6008305,222.9012457,74.30041525,92.87551906,13.93132786,92.87551906
2030,sc01,03-25 03:00:00+01:00,0.914441546,219.465971,36.57766183,146.3106473,219.465971,73.15532366,91.44415458,13.71662319,91.44415458
2030,sc01,03-25 04:00:00+01:00,0.927907925,222.697902,37.116317,148.465268,222.697902,74.23263401,92.79079251,13.91861888,92.79079251
2030,sc01,03-25 05:00:00+01:00,0.937884846,225.0923631,37.51539385,150.0615754,225.0923631,75.03078769,93.78848461,14.06827269,93.78848461
2030,sc01,03-25 06:00:00+01:00,0.972490395,233.3976948,38.8996158,155.5984632,233.3976948,77.7992316,97.2490395,14.58735592,97.2490395
2030,sc01,03-25 07:00:00+01:00,1.01961339,244.7072136,40.78453559,163.1381424,244.7072136,81.56907118,101.961339,15.29420085,101.961339
2030,sc01,03-25 08:00:00+01:00,1.066909154,256.0581969,42.67636615,170.7054646,256.0581969,85.3527323,106.6909154,16.00363731,106.6909154
2030,sc01,03-25 09:00:00+01:00,1.090990255,261.8376613,43.63961022,174.5584409,261.8376613,87.27922044,109.0990255,16.36485383,109.0990255
2030,sc01,03-25 10:00:00+01:00,1.099436565,263.8647756,43.97746261,175.9098504,263.8647756,87.95492521,109.9436565,16.49154848,109.9436565
2030,sc01,03-25 11:00:00+01:00,1.075287566,258.0690159,43.01150265,172.0460106,258.0690159,86.0230053,107.5287566,16.12931349,107.5287566
2030,sc01,03-25 12:00:00+01:00,1.043762745,250.5030587,41.75050979,167.0020392,250.5030587,83.50101958,104.3762745,15.65644117,104.3762745
2030,sc01,03-25 13:00:00+01:00,1.023041613,245.5299872,40.92166454,163.6866581,245.5299872,81.84332907,102.3041613,15.3456242,102.3041613
2030,sc01,03-25 14:00:00+01:00,1.011977091,242.8745019,40.47908365,161.9163346,242.8745019,80.95816729,101.1977091,15.17965637,101.1977091
2030,sc01,03-25 15:00:00+01:00,1.024580261,245.8992625,40.98321042,163.9328417,245.8992625,81.96642084,102.4580261,15.36870391,102.4580261
2030,sc01,03-25 16:00:00+01:00,1.062821132,255.0770717,42.51284529,170.0513811,255.0770717,85.02569057,106.2821132,15.94231698,106.2821132
2030,sc01,03-25 17:00:00+01:00,1.122713708,269.4512899,44.90854832,179.6341933,269.4512899,89.81709665,112.2713708,16.84070562,112.2713708
2030,sc01,03-25 18:00:00+01:00,1.173534583,281.6482998,46.94138331,187.7655332,281.6482998,93.88276661,117.3534583,17.60301874,117.3534583
2030,sc01,03-25 19:00:00+01:00,1.169000398,280.5600954,46.7600159,187.0400636,280.5600954,93.52003181,116.9000398,17.53500596,116.9000398
2030,sc01,03-25 20:00:00+01:00,1.138806615,273.3135877,45.55226462,182.2090585,273.3135877,91.10452924,113.8806615,17.08209923,113.8806615
2030,sc01,03-25 21:00:00+01:00,1.082408736,259.7780967,43.29634945,173.1853978,259.7780967,86.5926989,108.2408736,16.23613104,108.2408736
2030,sc01,03-25 22:00:00+01:00,1.024977853,245.9946848,40.99911413,163.9964565,245.9946848,81.99822826,102.4977853,15.3746678,102.4977853
2030,sc01,03-25 23:00:00+01:00,0.989837341,237.5609618,39.59349363,158.3739745,237.5609618,79.18698726,98.98373407,14.84756011,98.98373407
2030,sc01,03-26 00:00:00+01:00,0.976978196,234.4747671,39.07912785,156.3165114,234.4747671,78.1582557,97.69781963,14.65467294,97.69781963
2030,sc01,03-26 01:00:00+01:00,0.971463215,233.1511715,38.85852858,155.4341143,233.1511715,77.71705717,97.14632146,14.57194822,97.14632146
2030,sc01,03-26 02:00:00+01:00,0.98962363,237.5096712,39.58494519,158.3397808,237.5096712,79.16989038,98.96236298,14.84435445,98.96236298
2030,sc01,03-26 03:00:00+01:00,1.066418895,255.9405349,42.65675581,170.6270232,255.9405349,85.31351162,106.6418895,15.99628343,106.6418895
2030,sc01,03-26 04:00:00+01:00,1.17145202,281.1484849,46.85808082,187.4323233,281.1484849,93.71616164,117.145202,17.57178031,117.145202
2030,sc01,03-26 05:00:00+01:00,1.261441212,302.7458908,50.45764847,201.8305939,302.7458908,100.9152969,126.1441212,18.92161818,126.1441212
2030,sc01,03-26 06:00:00+01:00,1.322277483,317.3465958,52.8910993,211.5643972,317.3465958,105.7821986,132.2277483,19.83416224,132.2277483
2030,sc01,03-26 07:00:00+01:00,1.347147107,323.3153057,53.88588429,215.5435372,323.3153057,107.7717686,134.7147107,20.20720661,134.7147107
2030,sc01,03-26 08:00:00+01:00,1.356295733,325.510976,54.25182933,217.0073173,325.510976,108.5036587,135.6295733,20.344436,135.6295733
2030,sc01,03-26 09:00:00+01:00,1.351452095,324.3485027,54.05808379,216.2323352,324.3485027,108.1161676,135.1452095,20.27178142,135.1452095
2030,sc01,03-26 10:00:00+01:00,1.333653544,320.0768505,53.34614175,213.384567,320.0768505,106.6922835,133.3653544,20.00480315,133.3653544
2030,sc01,03-26 11:00:00+01:00,1.318549876,316.4519701,52.74199502,210.9679801,316.4519701,105.48399,131.8549876,19.77824813,131.8549876
2030,sc01,03-26 12:00:00+01:00,1.29555368,310.9328831,51.82214718,207.2885887,310.9328831,103.6442944,129.555368,19.43330519,129.555368
2030,sc01,03-26 13:00:00+01:00,1.278262552,306.7830125,51.13050208,204.5220083,306.7830125,102.2610042,127.8262552,19.17393828,127.8262552
2030,sc01,03-26 14:00:00+01:00,1.258592988,302.0623171,50.34371952,201.3748781,302.0623171,100.687439,125.8592988,18.87889482,125.8592988
2030,sc01,03-26 15:00:00+01:00,1.24947737,299.8745687,49.97909478,199.9163791,299.8745687,99.95818957,124.947737,18.74216054,124.947737
2030,sc01,03-26 16:00:00+01:00,1.258006809,301.9216341,50.32027235,201.2810894,301.9216341,100.6405447,125.8006809,18.87010213,125.8006809
2030,sc01,03-26 17:00:00+01:00,1.290681916,309.7636598,51.62727663,206.5091065,309.7636598,103.2545533,129.0681916,19.36022874,129.0681916
2030,sc01,03-26 18:00:00+01:00,1.302326133,312.5582718,52.0930453,208.3721812,312.5582718,104.1860906,130.2326133,19.53489199,130.2326133
2030,sc01,03-26 19:00:00+01:00,1.256817514,301.6362035,50.27270058,201.0908023,301.6362035,100.5454012,125.6817514,18.85226272,125.6817514
2030,sc01,03-26 20:00:00+01:00,1.196769767,287.224744,47.87079067,191.4831627,287.224744,95.74158133,119.6769767,17.9515465,119.6769767
2030,sc01,03-26 21:00:00+01:00,1.132380667,271.7713601,45.29522668,181.1809067,271.7713601,90.59045336,113.2380667,16.98571,113.2380667
2030,sc01,03-26 22:00:00+01:00,1.065216072,255.6518573,42.60864289,170.4345716,255.6518573,85.21728578,106.5216072,15.97824108,106.5216072
2030,sc01,03-26 23:00:00+01:00,1.034092683,248.182244,41.36370734,165.4548293,248.182244,82.72741467,103.4092683,15.51139025,103.4092683
2030,sc01,03-27 00:00:00+01:00,1.017366145,244.1678748,40.6946458,162.7785832,244.1678748,81.38929161,101.7366145,15.26049218,101.7366145
2030,sc01,03-27 01:00:00+01:00,1.010414566,242.4994957,40.41658262,161.6663305,242.4994957,80.83316524,101.0414566,15.15621848,101.0414566
2030,sc01,03-27 02:00:00+01:00,1.024208123,245.8099495,40.96832491,163.8732997,245.8099495,81.93664983,102.4208123,15.36312184,102.4208123
2030,sc01,03-27 03:00:00+01:00,1.08713255,260.9118121,43.48530201,173.941208,260.9118121,86.97060402,108.713255,16.30698825,108.713255
2030,sc01,03-27 04:00:00+01:00,1.189538308,285.489194,47.58153233,190.3261293,285.489194,95.16306466,118.9538308,17.84307462,118.9538308
2030,sc01,03-27 05:00:00+01:00,1.269840706,304.7617693,50.79362822,203.1745129,304.7617693,101.5872564,126.9840706,19.04761058,126.9840706
2030,sc01,03-27 06:00:00+01:00,1.323372179,317.6093229,52.93488715,211.7395486,317.6093229,105.8697743,132.3372179,19.85058268,132.3372179
2030,sc01,03-27 07:00:00+01:00,1.342320557,322.1569338,53.69282229,214.7712892,322.1569338,107.3856446,134.2320557,20.13480836,134.2320557
2030,sc01,03-27 08:00:00+01:00,1.3503205,324.07692,54.01282001,216.05128,324.07692,108.02564,135.03205,20.2548075,135.03205
2030,sc01,03-27 09:00:00+01:00,1.341199694,321.8879266,53.64798777,214.5919511,321.8879266,107.2959755,134.1199694,20.11799541,134.1199694
2030,sc01,03-27 10:00:00+01:00,1.324228929,317.8149431,52.96915718,211.8766287,317.8149431,105.9383144,132.4228929,19.86343394,132.4228929
2030,sc01,03-27 11:00:00+01:00,1.305034163,313.2081991,52.20136651,208.805466,313.2081991,104.402733,130.5034163,19.57551244,130.5034163
2030,sc01,03-27 12:00:00+01:00,1.28570027,308.5680649,51.42801081,205.7120433,308.5680649,102.8560216,128.570027,19.28550406,128.570027
2030,sc01,03-27 13:00:00+01:00,1.270408118,304.8979482,50.8163247,203.2652988,304.8979482,101.6326494,127.0408118,19.05612176,127.0408118
2030,sc01,03-27 14:00:00+01:00,1.25389707,300.9352969,50.15588281,200.6235312,300.9352969,100.3117656,125.389707,18.80845605,125.389707
2030,sc01,03-27 15:00:00+01:00,1.245961617,299.0307881,49.83846468,199.3538587,299.0307881,99.67692937,124.5961617,18.68942426,124.5961617
2030,sc01,03-27 16:00:00+01:00,1.256430017,301.5432041,50.25720069,201.0288028,301.5432041,100.5144014,125.6430017,18.84645026,125.6430017
2030,sc01,03-27 17:00:00+01:00,1.28640279,308.7366696,51.45611161,205.8244464,308.7366696,102.9122232,128.640279,19.29604185,128.640279
2030,sc01,03-27 18:00:00+01:00,1.296680112,311.2032268,51.86720447,207.4688179,311.2032268,103.7344089,129.6680112,19.45020168,129.6680112
2030,sc01,03-27 19:00:00+01:00,1.251792283,300.4301478,50.0716913,200.2867652,300.4301478,100.1433826,125.1792283,18.77688424,125.1792283
2030,sc01,03-27 20:00:00+01:00,1.191196297,285.8871112,47.64785187,190.5914075,285.8871112,95.29570374,119.1196297,17.86794445,119.1196297
2030,sc01,03-27 21:00:00+01:00,1.127308517,270.5540442,45.0923407,180.3693628,270.5540442,90.1846814,112.7308517,16.90962776,112.7308517
2030,sc01,03-27 22:00:00+01:00,1.059338972,254.2413533,42.37355889,169.4942356,254.2413533,84.74711778,105.9338972,15.89008458,105.9338972
