,,,Spain
sc2015,y2030,2030-03-10T17:00:00+01:00,865.053
sc2015,y2030,2030-03-10T18:00:00+01:00,881.563
sc2015,y2030,2030-03-10T19:00:00+01:00,935.05
sc2015,y2030,2030-03-10T20:00:00+01:00,982.002
sc2015,y2030,2030-03-10T21:00:00+01:00,944.043
sc2015,y2030,2030-03-10T22:00:00+01:00,892.136
sc2015,y2030,2030-03-10T23:00:00+01:00,836.299
sc2015,y2030,2030-03-11T00:00:00+01:00,804.687
sc2015,y2030,2030-03-11T01:00:00+01:00,773.965
sc2015,y2030,2030-03-11T02:00:00+01:00,760.068
sc2015,y2030,2030-03-11T03:00:00+01:00,757.871
sc2015,y2030,2030-03-11T04:00:00+01:00,755.307
sc2015,y2030,2030-03-11T05:00:00+01:00,769.419
sc2015,y2030,2030-03-11T06:00:00+01:00,814.868
sc2015,y2030,2030-03-11T07:00:00+01:00,890.765
sc2015,y2030,2030-03-11T08:00:00+01:00,940.214
sc2015,y2030,2030-03-11T09:00:00+01:00,960.445
sc2015,y2030,2030-03-11T10:00:00+01:00,971.576
sc2015,y2030,2030-03-11T11:00:00+01:00,956.843
sc2015,y2030,2030-03-11T12:00:00+01:00,957.674
sc2015,y2030,2030-03-11T13:00:00+01:00,962.145
sc2015,y2030,2030-03-11T14:00:00+01:00,944.597
sc2015,y2030,2030-03-11T15:00:00+01:00,942.317
sc2015,y2030,2030-03-11T16:00:00+01:00,946.014
sc2015,y2030,2030-03-11T17:00:00+01:00,958.761
sc2015,y2030,2030-03-11T18:00:00+01:00,969.556
sc2015,y2030,2030-03-11T19:00:00+01:00,1028.759
sc2015,y2030,2030-03-11T20:00:00+01:00,1070.129
sc2015,y2030,2030-03-11T21:00:00+01:00,1034.938
sc2015,y2030,2030-03-11T22:00:00+01:00,975.558
sc2015,y2030,2030-03-11T23:00:00+01:00,898.722
sc2015,y2030,2030-03-12T00:00:00+01:00,832.021
sc2015,y2030,2030-03-12T01:00:00+01:00,792.222
sc2015,y2030,2030-03-12T02:00:00+01:00,765.512
sc2015,y2030,2030-03-12T03:00:00+01:00,758.076
sc2015,y2030,2030-03-12T04:00:00+01:00,751.799
sc2015,y2030,2030-03-12T05:00:00+01:00,760.49
sc2015,y2030,2030-03-12T06:00:00+01:00,801.979
sc2015,y2030,2030-03-12T07:00:00+01:00,869.008
sc2015,y2030,2030-03-12T08:00:00+01:00,913.195
sc2015,y2030,2030-03-12T09:00:00+01:00,928.894
sc2015,y2030,2030-03-12T10:00:00+01:00,935.443
sc2015,y2030,2030-03-12T11:00:00+01:00,945.991
sc2015,y2030,2030-03-12T12:00:00+01:00,950.476
sc2015,y2030,2030-03-12T13:00:00+01:00,953.639
sc2015,y2030,2030-03-12T14:00:00+01:00,953.866
sc2015,y2030,2030-03-12T15:00:00+01:00,958.684
sc2015,y2030,2030-03-12T16:00:00+01:00,955.165
sc2015,y2030,2030-03-12T17:00:00+01:00,973.751
sc2015,y2030,2030-03-12T18:00:00+01:00,1005.242
sc2015,y2030,2030-03-12T19:00:00+01:00,1092.323
sc2015,y2030,2030-03-12T20:00:00+01:00,1159.343
sc2015,y2030,2030-03-12T21:00:00+01:00,1178.52
sc2015,y2030,2030-03-12T22:00:00+01:00,1144.623
sc2015,y2030,2030-03-12T23:00:00+01:00,1085.688
sc2015,y2030,2030-03-13T00:00:00+01:00,1072.523
sc2015,y2030,2030-03-13T01:00:00+01:00,1032.662
sc2015,y2030,2030-03-13T02:00:00+01:00,1005.492
sc2015,y2030,2030-03-13T03:00:00+01:00,995.033
sc2015,y2030,2030-03-13T04:00:00+01:00,1007.708
sc2015,y2030,2030-03-13T05:00:00+01:00,1024.803
sc2015,y2030,2030-03-13T06:00:00+01:00,1073.108
sc2015,y2030,2030-03-13T07:00:00+01:00,1148.422
sc2015,y2030,2030-03-13T08:00:00+01:00,1215.735
sc2015,y2030,2030-03-13T09:00:00+01:00,1240.501
sc2015,y2030,2030-03-13T10:00:00+01:00,1236.252
sc2015,y2030,2030-03-13T11:00:00+01:00,1230.33
sc2015,y2030,2030-03-13T12:00:00+01:00,1210.082
sc2015,y2030,2030-03-13T13:00:00+01:00,1181.667
sc2015,y2030,2030-03-13T14:00:00+01:00,1138.102
sc2015,y2030,2030-03-13T15:00:00+01:00,1118.107
sc2015,y2030,2030-03-13T16:00:00+01:00,1111.469
sc2015,y2030,2030-03-13T17:00:00+01:00,1130.817
sc2015,y2030,2030-03-13T18:00:00+01:00,1147.072
sc2015,y2030,2030-03-13T19:00:00+01:00,1213.027
sc2015,y2030,2030-03-13T20:00:00+01:00,1250.665
sc2015,y2030,2030-03-13T21:00:00+01:00,1234.001
sc2015,y2030,2030-03-13T22:00:00+01:00,1181.485
sc2015,y2030,2030-03-13T23:00:00+01:00,1106.132
sc2015,y2030,2030-03-14T00:00:00+01:00,1069.239
sc2015,y2030,2030-03-14T01:00:00+01:00,1030.552
sc2015,y2030,2030-03-14T02:00:00+01:00,995.02
sc2015,y2030,2030-03-14T03:00:00+01:00,971.485
sc2015,y2030,2030-03-14T04:00:00+01:00,962.342
sc2015,y2030,2030-03-14T05:00:00+01:00,959.263
sc2015,y2030,2030-03-14T06:00:00+01:00,961.043
sc2015,y2030,2030-03-14T07:00:00+01:00,968.623
sc2015,y2030,2030-03-14T08:00:00+01:00,1005.374
sc2015,y2030,2030-03-14T09:00:00+01:00,1067.589
sc2015,y2030,2030-03-14T10:00:00+01:00,1110.542
sc2015,y2030,2030-03-14T11:00:00+01:00,1143.803
sc2015,y2030,2030-03-14T12:00:00+01:00,1148.833
sc2015,y2030,2030-03-14T13:00:00+01:00,1161.394
sc2015,y2030,2030-03-14T14:00:00+01:00,1158.543
sc2015,y2030,2030-03-14T15:00:00+01:00,1151.318
sc2015,y2030,2030-03-14T16:00:00+01:00,1129.341
sc2015,y2030,2030-03-14T17:00:00+01:00,1121.789
sc2015,y2030,2030-03-14T18:00:00+01:00,1126.494
sc2015,y2030,2030-03-14T19:00:00+01:00,1167.178
sc2015,y2030,2030-03-14T20:00:00+01:00,1189.114
sc2015,y2030,2030-03-14T21:00:00+01:00,1186.584
sc2015,y2030,2030-03-14T22:00:00+01:00,1123.621
sc2015,y2030,2030-03-14T23:00:00+01:00,1067.769
sc2015,y2030,2030-03-15T00:00:00+01:00,1016.517
sc2015,y2030,2030-03-15T01:00:00+01:00,962.444
sc2015,y2030,2030-03-15T02:00:00+01:00,925.96
sc2015,y2030,2030-03-15T03:00:00+01:00,899.421
sc2015,y2030,2030-03-15T04:00:00+01:00,878.028
sc2015,y2030,2030-03-15T05:00:00+01:00,864.661
sc2015,y2030,2030-03-15T06:00:00+01:00,863.565
sc2015,y2030,2030-03-15T07:00:00+01:00,839.616
sc2015,y2030,2030-03-15T08:00:00+01:00,852.852
sc2015,y2030,2030-03-15T09:00:00+01:00,880.861
sc2015,y2030,2030-03-15T10:00:00+01:00,907.993
sc2015,y2030,2030-03-15T11:00:00+01:00,907.17
sc2015,y2030,2030-03-15T12:00:00+01:00,897.527
sc2015,y2030,2030-03-15T13:00:00+01:00,897.531
sc2015,y2030,2030-03-15T14:00:00+01:00,894.4
sc2015,y2030,2030-03-15T15:00:00+01:00,881.694
sc2015,y2030,2030-03-15T16:00:00+01:00,879.921
sc2015,y2030,2030-03-15T17:00:00+01:00,893.828
sc2015,y2030,2030-03-15T18:00:00+01:00,923.183
sc2015,y2030,2030-03-15T19:00:00+01:00,998.152
sc2015,y2030,2030-03-15T20:00:00+01:00,1045.317
sc2015,y2030,2030-03-15T21:00:00+01:00,1047.436
sc2015,y2030,2030-03-15T22:00:00+01:00,1023.759
sc2015,y2030,2030-03-15T23:00:00+01:00,966.006
sc2015,y2030,2030-03-16T00:00:00+01:00,904.126
sc2015,y2030,2030-03-16T01:00:00+01:00,853.977
sc2015,y2030,2030-03-16T02:00:00+01:00,820.402
sc2015,y2030,2030-03-16T03:00:00+01:00,797.351
sc2015,y2030,2030-03-16T04:00:00+01:00,785.021
sc2015,y2030,2030-03-16T05:00:00+01:00,791.347
sc2015,y2030,2030-03-16T06:00:00+01:00,844.177
sc2015,y2030,2030-03-16T07:00:00+01:00,903.816
sc2015,y2030,2030-03-16T08:00:00+01:00,928.908
sc2015,y2030,2030-03-16T09:00:00+01:00,945.021
sc2015,y2030,2030-03-16T10:00:00+01:00,939.584
sc2015,y2030,2030-03-16T11:00:00+01:00,926.198
sc2015,y2030,2030-03-16T12:00:00+01:00,930.106
sc2015,y2030,2030-03-16T13:00:00+01:00,931.135
sc2015,y2030,2030-03-16T14:00:00+01:00,907.582
sc2015,y2030,2030-03-16T15:00:00+01:00,898.174
sc2015,y2030,2030-03-16T16:00:00+01:00,888.434
sc2015,y2030,2030-03-16T17:00:00+01:00,891.528
sc2015,y2030,2030-03-16T18:00:00+01:00,903.943
sc2015,y2030,2030-03-16T19:00:00+01:00,973.976
sc2015,y2030,2030-03-16T20:00:00+01:00,1035.027
sc2015,y2030,2030-03-16T21:00:00+01:00,1034.129
sc2015,y2030,2030-03-16T22:00:00+01:00,1007.587
sc2015,y2030,2030-03-16T23:00:00+01:00,973.676
sc2015,y2030,2030-03-17T00:00:00+01:00,944.046
sc2015,y2030,2030-03-17T01:00:00+01:00,923.817
sc2015,y2030,2030-03-17T02:00:00+01:00,917.291
sc2015,y2030,2030-03-17T03:00:00+01:00,923.195
sc2015,y2030,2030-03-17T04:00:00+01:00,927.118
sc2015,y2030,2030-03-17T05:00:00+01:00,947.28
sc2015,y2030,2030-03-17T06:00:00+01:00,993.962
sc2015,y2030,2030-03-17T07:00:00+01:00,1066.972
sc2015,y2030,2030-03-17T08:00:00+01:00,1129.603
sc2015,y2030,2030-03-17T09:00:00+01:00,1149.144
sc2015,y2030,2030-03-17T10:00:00+01:00,1176.318
sc2015,y2030,2030-03-17T11:00:00+01:00,1186.582
sc2015,y2030,2030-03-17T12:00:00+01:00,1207.097
sc2015,y2030,2030-03-17T13:00:00+01:00,1216.163
sc2015,y2030,2030-03-17T14:00:00+01:00,1199.846
sc2015,y2030,2030-03-17T15:00:00+01:00,1182.302
sc2015,y2030,2030-03-17T16:00:00+01:00,1170.921
sc2015,y2030,2030-03-17T17:00:00+01:00,1168.341
sc2015,y2030,2030-03-17T18:00:00+01:00,1196.175
sc2015,y2030,2030-03-17T19:00:00+01:00,1259.853
sc2015,y2030,2030-03-17T20:00:00+01:00,1297.161
sc2015,y2030,2030-03-17T21:00:00+01:00,1282.668
sc2015,y2030,2030-03-17T22:00:00+01:00,1220.042
sc2015,y2030,2030-03-17T23:00:00+01:00,1132.121
sc2015,y2030,2030-03-18T00:00:00+01:00,1069.646
sc2015,y2030,2030-03-18T01:00:00+01:00,1017.526
sc2015,y2030,2030-03-18T02:00:00+01:00,981.918
sc2015,y2030,2030-03-18T03:00:00+01:00,957.947
sc2015,y2030,2030-03-18T04:00:00+01:00,948.652
sc2015,y2030,2030-03-18T05:00:00+01:00,947.028
sc2015,y2030,2030-03-18T06:00:00+01:00,986.591
sc2015,y2030,2030-03-18T07:00:00+01:00,1040.819
sc2015,y2030,2030-03-18T08:00:00+01:00,1078.179
sc2015,y2030,2030-03-18T09:00:00+01:00,1102.916
sc2015,y2030,2030-03-18T10:00:00+01:00,1131.551
sc2015,y2030,2030-03-18T11:00:00+01:00,1165.947
sc2015,y2030,2030-03-18T12:00:00+01:00,1198.835
sc2015,y2030,2030-03-18T13:00:00+01:00,1228.946
sc2015,y2030,2030-03-18T14:00:00+01:00,1229.169
sc2015,y2030,2030-03-18T15:00:00+01:00,1234.682
sc2015,y2030,2030-03-18T16:00:00+01:00,1237.804
sc2015,y2030,2030-03-18T17:00:00+01:00,1234.985
sc2015,y2030,2030-03-18T18:00:00+01:00,1227.462
sc2015,y2030,2030-03-18T19:00:00+01:00,1265.337
sc2015,y2030,2030-03-18T20:00:00+01:00,1307.741
sc2015,y2030,2030-03-18T21:00:00+01:00,1263.172
sc2015,y2030,2030-03-18T22:00:00+01:00,1196.372
sc2015,y2030,2030-03-18T23:00:00+01:00,1128.487
sc2015,y2030,2030-03-19T00:00:00+01:00,1073.94
sc2015,y2030,2030-03-19T01:00:00+01:00,1045.341
sc2015,y2030,2030-03-19T02:00:00+01:00,1032.775
sc2015,y2030,2030-03-19T03:00:00+01:00,1021.896
sc2015,y2030,2030-03-19T04:00:00+01:00,1018.491
sc2015,y2030,2030-03-19T05:00:00+01:00,1033.491
sc2015,y2030,2030-03-19T06:00:00+01:00,1070.875
sc2015,y2030,2030-03-19T07:00:00+01:00,1140.69
sc2015,y2030,2030-03-19T08:00:00+01:00,1203.381
sc2015,y2030,2030-03-19T09:00:00+01:00,1262.795
sc2015,y2030,2030-03-19T10:00:00+01:00,1323.096
sc2015,y2030,2030-03-19T11:00:00+01:00,1354.796
sc2015,y2030,2030-03-19T12:00:00+01:00,1379.249
sc2015,y2030,2030-03-19T13:00:00+01:00,1395.729
sc2015,y2030,2030-03-19T14:00:00+01:00,1394.479
sc2015,y2030,2030-03-19T15:00:00+01:00,1363.562
sc2015,y2030,2030-03-19T16:00:00+01:00,1352.23
sc2015,y2030,2030-03-19T17:00:00+01:00,1334.049
sc2015,y2030,2030-03-19T18:00:00+01:00,1344.199
sc2015,y2030,2030-03-19T19:00:00+01:00,1369.081
sc2015,y2030,2030-03-19T20:00:00+01:00,1410.3
sc2015,y2030,2030-03-19T21:00:00+01:00,1384.999
sc2015,y2030,2030-03-19T22:00:00+01:00,1347.967
sc2015,y2030,2030-03-19T23:00:00+01:00,1286.542
sc2015,y2030,2030-03-20T00:00:00+01:00,1242.125
sc2015,y2030,2030-03-20T01:00:00+01:00,1213.61
sc2015,y2030,2030-03-20T02:00:00+01:00,1174.949
sc2015,y2030,2030-03-20T03:00:00+01:00,1169.498
sc2015,y2030,2030-03-20T04:00:00+01:00,1176.279
sc2015,y2030,2030-03-20T05:00:00+01:00,1192.38
sc2015,y2030,2030-03-20T06:00:00+01:00,1235.107
sc2015,y2030,2030-03-20T07:00:00+01:00,1296.486
sc2015,y2030,2030-03-20T08:00:00+01:00,1358.248
sc2015,y2030,2030-03-20T09:00:00+01:00,1397.097
sc2015,y2030,2030-03-20T10:00:00+01:00,1445.719
sc2015,y2030,2030-03-20T11:00:00+01:00,1444.842
sc2015,y2030,2030-03-20T12:00:00+01:00,1446.043
sc2015,y2030,2030-03-20T13:00:00+01:00,1452.651
sc2015,y2030,2030-03-20T14:00:00+01:00,1442.363
sc2015,y2030,2030-03-20T15:00:00+01:00,1435.492
sc2015,y2030,2030-03-20T16:00:00+01:00,1417.831
sc2015,y2030,2030-03-20T17:00:00+01:00,1408.816
sc2015,y2030,2030-03-20T18:00:00+01:00,1395.71
sc2015,y2030,2030-03-20T19:00:00+01:00,1432.857
sc2015,y2030,2030-03-20T20:00:00+01:00,1446.43
sc2015,y2030,2030-03-20T21:00:00+01:00,1412.762
sc2015,y2030,2030-03-20T22:00:00+01:00,1346.927
sc2015,y2030,2030-03-20T23:00:00+01:00,1272.634
sc2015,y2030,2030-03-21T00:00:00+01:00,1190.246
sc2015,y2030,2030-03-21T01:00:00+01:00,1125.738
sc2015,y2030,2030-03-21T02:00:00+01:00,1081.983
sc2015,y2030,2030-03-21T03:00:00+01:00,1053.596
sc2015,y2030,2030-03-21T04:00:00+01:00,1037.605
sc2015,y2030,2030-03-21T05:00:00+01:00,1040.626
sc2015,y2030,2030-03-21T06:00:00+01:00,1053.427
sc2015,y2030,2030-03-21T07:00:00+01:00,1059.23
sc2015,y2030,2030-03-21T08:00:00+01:00,1104.442
sc2015,y2030,2030-03-21T09:00:00+01:00,1166.936
sc2015,y2030,2030-03-21T10:00:00+01:00,1203.65
sc2015,y2030,2030-03-21T11:00:00+01:00,1220.706
sc2015,y2030,2030-03-21T12:00:00+01:00,1226.857
sc2015,y2030,2030-03-21T13:00:00+01:00,1234.086
sc2015,y2030,2030-03-21T14:00:00+01:00,1224.331
sc2015,y2030,2030-03-21T15:00:00+01:00,1182.525
sc2015,y2030,2030-03-21T16:00:00+01:00,1165.577
sc2015,y2030,2030-03-21T17:00:00+01:00,1157.446
sc2015,y2030,2030-03-21T18:00:00+01:00,1157.212
sc2015,y2030,2030-03-21T19:00:00+01:00,1189.837
sc2015,y2030,2030-03-21T20:00:00+01:00,1234.345
sc2015,y2030,2030-03-21T21:00:00+01:00,1215.673
sc2015,y2030,2030-03-21T22:00:00+01:00,1178.626
sc2015,y2030,2030-03-21T23:00:00+01:00,1122.04
sc2015,y2030,2030-03-22T00:00:00+01:00,1065.608
sc2015,y2030,2030-03-22T01:00:00+01:00,1010.346
sc2015,y2030,2030-03-22T02:00:00+01:00,979.451
sc2015,y2030,2030-03-22T03:00:00+01:00,953.925
sc2015,y2030,2030-03-22T04:00:00+01:00,956.59
sc2015,y2030,2030-03-22T05:00:00+01:00,961.605
sc2015,y2030,2030-03-22T06:00:00+01:00,972.117
sc2015,y2030,2030-03-22T07:00:00+01:00,975.469
sc2015,y2030,2030-03-22T08:00:00+01:00,987.953
sc2015,y2030,2030-03-22T09:00:00+01:00,1048.508
sc2015,y2030,2030-03-22T10:00:00+01:00,1095.853
sc2015,y2030,2030-03-22T11:00:00+01:00,1125.257
sc2015,y2030,2030-03-22T12:00:00+01:00,1127.754
sc2015,y2030,2030-03-22T13:00:00+01:00,1131.2
sc2015,y2030,2030-03-22T14:00:00+01:00,1135.536
sc2015,y2030,2030-03-22T15:00:00+01:00,1102.786
sc2015,y2030,2030-03-22T16:00:00+01:00,1089.075
sc2015,y2030,2030-03-22T17:00:00+01:00,1081.091
sc2015,y2030,2030-03-22T18:00:00+01:00,1106.416
sc2015,y2030,2030-03-22T19:00:00+01:00,1142.146
sc2015,y2030,2030-03-22T20:00:00+01:00,1195.503
sc2015,y2030,2030-03-22T21:00:00+01:00,1175.918
sc2015,y2030,2030-03-22T22:00:00+01:00,1123.837
sc2015,y2030,2030-03-22T23:00:00+01:00,1060.084
sc2015,y2030,2030-03-23T00:00:00+01:00,982.181
sc2015,y2030,2030-03-23T01:00:00+01:00,897.552
sc2015,y2030,2030-03-23T02:00:00+01:00,868.026
sc2015,y2030,2030-03-23T03:00:00+01:00,849.268
sc2015,y2030,2030-03-23T04:00:00+01:00,831.255
sc2015,y2030,2030-03-23T05:00:00+01:00,864.088
sc2015,y2030,2030-03-23T06:00:00+01:00,925.145
sc2015,y2030,2030-03-23T07:00:00+01:00,993.041
sc2015,y2030,2030-03-23T08:00:00+01:00,1058.656
sc2015,y2030,2030-03-23T09:00:00+01:00,1091.774
sc2015,y2030,2030-03-23T10:00:00+01:00,1116.739
sc2015,y2030,2030-03-23T11:00:00+01:00,1112.468
sc2015,y2030,2030-03-23T12:00:00+01:00,1139.974
sc2015,y2030,2030-03-23T13:00:00+01:00,1163.883
sc2015,y2030,2030-03-23T14:00:00+01:00,1164.541
sc2015,y2030,2030-03-23T15:00:00+01:00,1171.2
sc2015,y2030,2030-03-23T16:00:00+01:00,1202.02
sc2015,y2030,2030-03-23T17:00:00+01:00,1246.679
sc2015,y2030,2030-03-23T18:00:00+01:00,1276.538
sc2015,y2030,2030-03-23T19:00:00+01:00,1353.913
sc2015,y2030,2030-03-23T20:00:00+01:00,1407.643
sc2015,y2030,2030-03-23T21:00:00+01:00,1398.283
sc2015,y2030,2030-03-23T22:00:00+01:00,1343.321
sc2015,y2030,2030-03-23T23:00:00+01:00,1266.679
sc2015,y2030,2030-03-24T00:00:00+01:00,1198.211
sc2015,y2030,2030-03-24T01:00:00+01:00,1152.26
sc2015,y2030,2030-03-24T02:00:00+01:00,1127.37
sc2015,y2030,2030-03-24T03:00:00+01:00,1102.791
sc2015,y2030,2030-03-24T04:00:00+01:00,1098.172
sc2015,y2030,2030-03-24T05:00:00+01:00,1096.857
sc2015,y2030,2030-03-24T06:00:00+01:00,1125.413
sc2015,y2030,2030-03-24T07:00:00+01:00,1188.921
sc2015,y2030,2030-03-24T08:00:00+01:00,1260.886
sc2015,y2030,2030-03-24T09:00:00+01:00,1291.301
sc2015,y2030,2030-03-24T10:00:00+01:00,1314.288
sc2015,y2030,2030-03-24T11:00:00+01:00,1319.411
sc2015,y2030,2030-03-24T12:00:00+01:00,1338.134
sc2015,y2030,2030-03-24T13:00:00+01:00,1351.039
sc2015,y2030,2030-03-24T14:00:00+01:00,1338.164
sc2015,y2030,2030-03-24T15:00:00+01:00,1342.131
sc2015,y2030,2030-03-24T16:00:00+01:00,1333.724
sc2015,y2030,2030-03-24T17:00:00+01:00,1334.194
sc2015,y2030,2030-03-24T18:00:00+01:00,1337.301
sc2015,y2030,2030-03-24T19:00:00+01:00,1374.159
sc2015,y2030,2030-03-24T20:00:00+01:00,1418.24
sc2015,y2030,2030-03-24T21:00:00+01:00,1409.865
sc2015,y2030,2030-03-24T22:00:00+01:00,1340.444
sc2015,y2030,2030-03-24T23:00:00+01:00,1283.462
sc2015,y2030,2030-03-25T00:00:00+01:00,1213.025
sc2015,y2030,2030-03-25T01:00:00+01:00,1162.997
sc2015,y2030,2030-03-25T02:00:00+01:00,1151.045
sc2015,y2030,2030-03-25T03:00:00+01:00,1152.881
sc2015,y2030,2030-03-25T04:00:00+01:00,1165.221
sc2015,y2030,2030-03-25T05:00:00+01:00,1215.346
sc2015,y2030,2030-03-25T06:00:00+01:00,1274.533
sc2015,y2030,2030-03-25T07:00:00+01:00,1370.212
sc2015,y2030,2030-03-25T08:00:00+01:00,1463.709
sc2015,y2030,2030-03-25T09:00:00+01:00,1534.504
sc2015,y2030,2030-03-25T10:00:00+01:00,1571.472
sc2015,y2030,2030-03-25T11:00:00+01:00,1600.513
sc2015,y2030,2030-03-25T12:00:00+01:00,1605.043
sc2015,y2030,2030-03-25T13:00:00+01:00,1604.723
sc2015,y2030,2030-03-25T14:00:00+01:00,1584.029
sc2015,y2030,2030-03-25T15:00:00+01:00,1562.944
sc2015,y2030,2030-03-25T16:00:00+01:00,1542.05
sc2015,y2030,2030-03-25T17:00:00+01:00,1524.29
sc2015,y2030,2030-03-25T18:00:00+01:00,1494.804
sc2015,y2030,2030-03-25T19:00:00+01:00,1510.97
sc2015,y2030,2030-03-25T20:00:00+01:00,1502.416
sc2015,y2030,2030-03-25T21:00:00+01:00,1450.908
sc2015,y2030,2030-03-25T22:00:00+01:00,1384.883
sc2015,y2030,2030-03-25T23:00:00+01:00,1315.58
sc2015,y2030,2030-03-26T00:00:00+01:00,1246.986
sc2015,y2030,2030-03-26T01:00:00+01:00,1198.314
sc2015,y2030,2030-03-26T02:00:00+01:00,1187.467
sc2015,y2030,2030-03-26T03:00:00+01:00,1183.815
sc2015,y2030,2030-03-26T04:00:00+01:00,1185.799
sc2015,y2030,2030-03-26T05:00:00+01:00,1214.005
sc2015,y2030,2030-03-26T06:00:00+01:00,1261.582
sc2015,y2030,2030-03-26T07:00:00+01:00,1324.604
sc2015,y2030,2030-03-26T08:00:00+01:00,1390.906
sc2015,y2030,2030-03-26T09:00:00+01:00,1409.65
sc2015,y2030,2030-03-26T10:00:00+01:00,1423.501
sc2015,y2030,2030-03-26T11:00:00+01:00,1426.797
sc2015,y2030,2030-03-26T12:00:00+01:00,1422.093
sc2015,y2030,2030-03-26T13:00:00+01:00,1419.544
sc2015,y2030,2030-03-26T14:00:00+01:00,1398.597
sc2015,y2030,2030-03-26T15:00:00+01:00,1384.697
sc2015,y2030,2030-03-26T16:00:00+01:00,1383.48
sc2015,y2030,2030-03-26T17:00:00+01:00,1381.487
sc2015,y2030,2030-03-26T18:00:00+01:00,1385.959
sc2015,y2030,2030-03-26T19:00:00+01:00,1430.102
sc2015,y2030,2030-03-26T20:00:00+01:00,1476.516
sc2015,y2030,2030-03-26T21:00:00+01:00,1461.487
sc2015,y2030,2030-03-26T22:00:00+01:00,1408.491
sc2015,y2030,2030-03-26T23:00:00+01:00,1343.557
sc2015,y2030,2030-03-27T00:00:00+01:00,1289.472
sc2015,y2030,2030-03-27T01:00:00+01:00,1249.562
sc2015,y2030,2030-03-27T02:00:00+01:00,1220.702
sc2015,y2030,2030-03-27T03:00:00+01:00,1204.417
sc2015,y2030,2030-03-27T04:00:00+01:00,1198.187
sc2015,y2030,2030-03-27T05:00:00+01:00,1193.277
sc2015,y2030,2030-03-27T06:00:00+01:00,1213.922
sc2015,y2030,2030-03-27T07:00:00+01:00,1263.557
sc2015,y2030,2030-03-27T08:00:00+01:00,1300.766
sc2015,y2030,2030-03-27T09:00:00+01:00,1322.88
sc2015,y2030,2030-03-27T10:00:00+01:00,1334.199
sc2015,y2030,2030-03-27T11:00:00+01:00,1333.151
sc2015,y2030,2030-03-27T12:00:00+01:00,1329.76
sc2015,y2030,2030-03-27T13:00:00+01:00,1331.905
sc2015,y2030,2030-03-27T14:00:00+01:00,1309.969
sc2015,y2030,2030-03-27T15:00:00+01:00,1296.705
sc2015,y2030,2030-03-27T16:00:00+01:00,1271.526
sc2015,y2030,2030-03-27T17:00:00+01:00,1252.854
sc2015,y2030,2030-03-27T18:00:00+01:00,1230.853
sc2015,y2030,2030-03-27T19:00:00+01:00,1248.216
sc2015,y2030,2030-03-27T20:00:00+01:00,1303.24
sc2015,y2030,2030-03-27T21:00:00+01:00,1286.798
sc2015,y2030,2030-03-27T22:00:00+01:00,1238.336
sc2015,y2030,2030-03-27T23:00:00+01:00,1188.975
sc2015,y2030,2030-03-28T00:00:00+01:00,1129.713
sc2015,y2030,2030-03-28T01:00:00+01:00,1083.926
sc2015,y2030,2030-03-28T02:00:00+01:00,1044.967
sc2015,y2030,2030-03-28T03:00:00+01:00,1024.383
sc2015,y2030,2030-03-28T04:00:00+01:00,1023.618
sc2015,y2030,2030-03-28T05:00:00+01:00,1019.542
sc2015,y2030,2030-03-28T06:00:00+01:00,1026.645
sc2015,y2030,2030-03-28T07:00:00+01:00,1011.402
sc2015,y2030,2030-03-28T08:00:00+01:00,1019.31
sc2015,y2030,2030-03-28T09:00:00+01:00,1038.749
sc2015,y2030,2030-03-28T10:00:00+01:00,1053.636
sc2015,y2030,2030-03-28T11:00:00+01:00,1057.129
sc2015,y2030,2030-03-28T12:00:00+01:00,1050.109
sc2015,y2030,2030-03-28T13:00:00+01:00,1068.29
sc2015,y2030,2030-03-28T14:00:00+01:00,1065.749
sc2015,y2030,2030-03-28T15:00:00+01:00,1049.304
sc2015,y2030,2030-03-28T16:00:00+01:00,1042.121
sc2015,y2030,2030-03-28T17:00:00+01:00,1043.048
sc2015,y2030,2030-03-28T18:00:00+01:00,1061.068
sc2015,y2030,2030-03-28T19:00:00+01:00,1103.688
sc2015,y2030,2030-03-28T20:00:00+01:00,1153.254
sc2015,y2030,2030-03-28T21:00:00+01:00,1180.398
sc2015,y2030,2030-03-28T22:00:00+01:00,1132.164
sc2015,y2030,2030-03-28T23:00:00+01:00,1083.675
sc2015,y2030,2030-03-29T00:00:00+01:00,1022.901
sc2015,y2030,2030-03-29T01:00:00+01:00,974.509
sc2015,y2030,2030-03-29T02:00:00+01:00,945.299
sc2015,y2030,2030-03-29T03:00:00+01:00,941.441
sc2015,y2030,2030-03-29T04:00:00+01:00,947.363
sc2015,y2030,2030-03-29T05:00:00+01:00,950.906
sc2015,y2030,2030-03-29T06:00:00+01:00,960.996
sc2015,y2030,2030-03-29T07:00:00+01:00,909.704
sc2015,y2030,2030-03-29T08:00:00+01:00,933.077
sc2015,y2030,2030-03-29T09:00:00+01:00,983.972
sc2015,y2030,2030-03-29T10:00:00+01:00,1038.603
sc2015,y2030,2030-03-29T11:00:00+01:00,1034.018
sc2015,y2030,2030-03-29T12:00:00+01:00,1049.874
sc2015,y2030,2030-03-29T13:00:00+01:00,1078.031
sc2015,y2030,2030-03-29T14:00:00+01:00,1073.746
sc2015,y2030,2030-03-29T15:00:00+01:00,1030.108
