,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-04-01T04:00:00+02:00,68.47826039,65.34362237,116.980743,45.57431027,43.5533735,91.61580043,84.20569894,110.9179327,117.8879785,131.3608904,0,0,174.2406183,130.6872447,209.270189,67.36455915,0,224.323982,117.6543885,86.22663571,0,0,0,0
sc01,y2030,2030-04-01T05:00:00+02:00,76.19935648,72.33053291,129.8879995,50.84638618,48.6093594,101.4118812,93.20944963,123.1769191,130.4932295,145.4067414,0,0,193.2704252,144.6610658,232.0455562,74.56755971,0,248.3099738,130.633675,95.4464764,0,0,0,0
sc01,y2030,2030-04-01T06:00:00+02:00,104.0081051,97.34873757,176.2669619,69.88586721,66.87508152,136.4889517,125.449404,167.2346048,175.6291657,195.7010703,0,0,261.5725567,194.6974751,313.7595088,100.3595233,0,334.1972124,177.2705571,128.4601898,0,0,0,0
sc01,y2030,2030-04-01T07:00:00+02:00,130.395358,121.0917212,220.2778729,87.95083725,84.20573246,169.7780833,156.0460325,209.0425585,218.4644456,243.4318108,0,0,326.3891749,242.1834425,391.3043244,124.836826,0,415.7066306,221.5262411,159.7911372,0,0,0,0
sc01,y2030,2030-04-01T08:00:00+02:00,143.6146981,133.0831486,242.398066,96.9669965,92.85102279,186.5908062,171.4989028,230.050145,240.0984639,267.5382884,0,0,359.01732,266.1662972,430.3608635,137.1991223,0,456.8730771,243.7700572,175.6148764,0,0,0,0
sc01,y2030,2030-04-01T09:00:00+02:00,160.972521,148.709645,271.3549379,108.8474907,104.2482233,208.500121,191.6361405,257.5571358,268.2905968,298.9523793,0,0,401.6675135,297.4192902,481.388148,153.3089124,0,510.5186784,272.888027,196.2354079,0,0,0,0
sc01,y2030,2030-04-01T10:00:00+02:00,169.0862863,155.9612532,284.8513403,114.4194554,109.5959115,218.6673241,200.9809964,270.3807086,281.3733949,313.5303544,0,0,421.5184178,311.9225064,505.1265124,160.7847971,0,535.4133743,286.4591883,205.8045403,0,0,0,0
sc01,y2030,2030-04-01T11:00:00+02:00,178.1776773,164.1431673,300.0159045,120.6429589,115.5663661,230.1388737,211.5247,284.7861261,296.1345801,329.9785321,0,0,443.8527006,328.2863344,531.8469758,169.21976,0,563.5018008,301.7081022,216.6012929,0,0,0,0
sc01,y2030,2030-04-01T12:00:00+02:00,175.2804312,161.5975067,295.2290959,118.6380061,113.6401451,226.5697002,208.2442097,280.2355128,291.5418935,324.860967,0,0,436.8351585,323.1950134,523.4647496,166.5953678,0,554.7625745,296.8950496,213.2420707,0,0,0,0
sc01,y2030,2030-04-01T13:00:00+02:00,167.8187606,154.861502,282.7675043,113.5374094,108.7478784,217.1254047,199.5637912,268.3989113,279.3893076,311.3195143,0,0,418.4708822,309.7230039,501.4894194,159.6510329,0,531.6379397,284.3640146,204.3533222,0,0,0,0
sc01,y2030,2030-04-01T14:00:00+02:00,161.9489952,149.4453494,272.877502,109.5660892,104.9440681,209.5316239,192.5842132,259.0114386,269.6178984,300.4313725,0,0,403.8347669,298.8906989,483.9497996,154.0673706,0,513.0443438,274.4181757,197.2062343,0,0,0,0
sc01,y2030,2030-04-01T15:00:00+02:00,159.1254905,146.851197,268.1284409,107.6518751,103.1100855,205.8944618,189.2412333,254.5030721,264.9377265,295.2163238,0,0,396.8124794,293.702394,475.5368325,151.3929866,0,504.1386453,269.6423707,193.7830228,0,0,0,0
sc01,y2030,2030-04-01T16:00:00+02:00,158.7057657,146.5661915,267.4971655,107.3320492,102.7990742,205.4948663,188.8739581,253.8982407,264.4235412,294.6433746,0,0,395.9314571,293.1323828,474.5030236,151.0991664,0,503.1602242,269.0081573,193.406933,0,0,0,0
sc01,y2030,2030-04-01T17:00:00+02:00,156.4322886,144.5478041,263.725504,105.766048,101.2954973,202.6649624,186.2729434,250.313852,260.7821208,290.5857917,0,0,390.3911056,289.0956081,467.88065,149.0183547,0,496.2311212,265.2156876,190.7434941,0,0,0,0
sc01,y2030,2030-04-01T18:00:00+02:00,162.177214,149.6796124,273.2796066,109.7121952,105.0829289,209.8600751,192.8860984,259.3918076,270.0405377,300.9023135,0,0,404.4421536,299.3592247,484.6827706,154.3088788,0,513.8485661,274.8226955,197.5153647,0,0,0,0
sc01,y2030,2030-04-01T19:00:00+02:00,174.1540192,160.423879,293.2315377,117.9229688,112.9614055,224.9242015,206.7318029,278.3468478,289.424524,322.5016124,0,0,433.8091636,320.8477581,519.8095936,165.3854423,0,550.7335229,294.8853921,211.6933662,0,0,0,0
sc01,y2030,2030-04-01T20:00:00+02:00,184.0724353,169.203941,309.6671132,124.7638374,119.5307259,237.2343915,218.0463157,293.9677784,305.2648421,340.1522525,0,0,457.9386079,338.407882,548.6458752,174.4370526,0,580.8753851,311.4114836,223.2794273,0,0,0,0
sc01,y2030,2030-04-01T21:00:00+02:00,163.7362992,150.934973,275.7705061,110.8312571,106.1631652,211.6201684,194.5038312,261.7662301,272.3053637,303.4259768,0,0,408.0331113,301.8699461,488.9467051,155.603065,0,518.1582064,277.3265367,199.1719232,0,0,0,0
sc01,y2030,2030-04-01T22:00:00+02:00,138.5536322,128.2754368,233.7683894,93.59110801,89.62382646,179.8500969,165.3033978,221.8665447,231.424757,257.8733006,0,0,346.1746999,256.5508734,414.9409134,132.2427182,0,440.3682518,235.0908165,169.2706794,0,0,0,0
sc01,y2030,2030-04-01T23:00:00+02:00,112.3875676,104.8025454,190.1791477,75.65265479,72.41133896,146.9396512,135.0548265,180.4552001,189.0767571,210.6855294,0,0,282.0164297,209.6050907,338.1992375,108.0438612,0,359.7860578,191.2595863,138.2961424,0,0,0,0
sc01,y2030,2030-04-02T00:00:00+02:00,94.5559101,89.01151437,160.6263125,63.35599788,60.60306444,124.799649,114.7055598,152.3675122,160.5877836,178.9406732,0,0,238.6260932,178.0230287,286.3436061,91.76444783,0,305.5756112,161.5439571,117.4584932,0,0,0,0
sc01,y2030,2030-04-02T01:00:00+02:00,78.90643061,74.84380706,134.4605967,52.67251885,50.35776193,104.935647,96.44820497,127.5163259,135.027487,150.4591997,0,0,200.0453761,149.6876141,240.1678293,77.15856399,0,256.938018,135.2321823,98.76296188,0,0,0,0
sc01,y2030,2030-04-02T02:00:00+02:00,70.32930949,67.20419654,120.2128368,46.77319936,44.69471906,94.22444051,86.60334609,113.9773959,121.2446845,135.1012198,0,0,179.1031121,134.4083931,215.1301041,69.28267685,0,230.7113139,120.9056636,88.68182634,0,0,0,0
sc01,y2030,2030-04-02T03:00:00+02:00,65.54677458,62.83897343,112.1901363,43.52074265,41.57726925,88.10412766,80.9780585,106.3597161,113.369282,126.3257713,0,0,167.2552161,125.6779469,200.9420884,64.78244684,0,215.7255479,112.8379608,82.92153196,0,0,0,0
sc01,y2030,2030-04-02T04:00:00+02:00,65.51485551,62.68204578,112.0417349,43.54382916,41.60520918,87.88410545,80.7758322,106.225875,113.0861651,126.0102982,0,0,166.9693008,125.3640915,200.5720469,64.62066575,0,215.186817,112.6879415,82.71445219,0,0,0,0
sc01,y2030,2030-04-02T05:00:00+02:00,71.02852488,67.68636008,121.2699468,47.30340897,45.21001639,94.90046361,87.22469081,114.9897691,122.1145672,136.0705177,0,0,180.5827365,135.3727201,216.868208,69.77975267,0,232.3665764,121.9677443,89.31808344,0,0,0,0
sc01,y2030,2030-04-02T06:00:00+02:00,88.12094382,83.07971308,149.7883598,59.00021967,56.43074401,116.4828967,107.0614859,142.0799328,149.8860803,167.0159181,0,0,222.5901702,166.1594262,267.1277483,85.64918874,0,285.2117985,150.6448516,109.6309616,0,0,0,0
sc01,y2030,2030-04-02T07:00:00+02:00,107.9848946,100.9638049,182.9271002,72.59551963,69.47292772,141.5574996,130.107996,173.5593246,182.1511944,202.9684737,0,0,271.4005375,201.9276098,325.5254638,104.0863968,0,346.6077013,183.9679642,133.2305879,0,0,0,0
sc01,y2030,2030-04-02T08:00:00+02:00,119.9062352,111.7894366,202.8839613,80.72230895,77.26490369,156.7357049,144.0585523,192.5117455,201.6819732,224.7313415,0,0,300.8437769,223.5788731,360.7721345,115.2468418,0,383.7719833,204.0364297,147.5159575,0,0,0,0
sc01,y2030,2030-04-02T09:00:00+02:00,137.6593097,127.7709276,232.4995859,92.87362378,88.9219456,179.1427438,164.6532572,220.6445514,230.5145601,256.8590812,0,0,344.4638008,255.5418552,412.9595559,131.7226058,0,438.6362772,233.8168119,168.6049354,0,0,0,0
sc01,y2030,2030-04-02T10:00:00+02:00,147.3666859,136.4538343,248.6520061,99.5375069,95.31728521,191.3167161,175.8425699,235.9913411,246.1795978,274.314409,0,0,368.2249537,272.9076684,441.3754628,140.674056,0,468.4446062,250.0587467,180.0627916,0,0,0,0
sc01,y2030,2030-04-02T11:00:00+02:00,155.3576608,143.6474117,261.9825437,105.0070216,100.5643182,201.4025565,185.1126438,248.6544333,259.1577014,288.7757245,0,0,387.8591415,287.2948233,464.8660014,148.0901151,0,493.1400833,263.4634448,189.5553473,0,0,0,0
sc01,y2030,2030-04-02T12:00:00+02:00,154.4054287,142.8486619,260.4374252,104.3347638,99.9167639,200.28266,184.0833272,247.1834257,257.7166581,287.1699906,0,0,385.6140877,285.6973239,462.1927519,147.2666618,0,490.3979838,261.9100919,188.5013271,0,0,0,0
sc01,y2030,2030-04-02T13:00:00+02:00,146.4727409,135.689614,247.190805,98.911433,94.71484698,190.245232,174.85775,234.601047,244.8008499,272.7780899,0,0,366.0940749,271.379228,438.8348989,139.8862,0,465.8210459,248.589667,179.054336,0,0,0,0
sc01,y2030,2030-04-02T14:00:00+02:00,141.1635482,130.7769387,238.2350903,95.32420891,91.27956129,183.3573574,168.5269829,226.1011476,235.937776,262.9020933,0,0,352.8334387,261.5538775,422.9406636,134.8215864,0,448.9558825,239.5833062,172.5716305,0,0,0,0
sc01,y2030,2030-04-02T15:00:00+02:00,135.6516547,125.7682147,229.005381,91.56795053,87.6782119,176.3348166,162.0724417,217.3361653,226.9014184,252.8330091,0,0,339.2146414,251.5364296,406.6367772,129.6579534,0,431.7609848,230.3019606,165.9621804,0,0,0,0
sc01,y2030,2030-04-02T16:00:00+02:00,135.0834815,125.3498806,228.126692,91.14641005,87.26960957,175.7482862,161.5333513,216.4962907,226.1466919,251.9920281,0,0,337.9693709,250.6997614,405.1672451,129.2266811,0,430.324848,229.4189587,165.4101518,0,0,0,0
sc01,y2030,2030-04-02T17:00:00+02:00,134.4769957,124.8286985,227.1333492,90.72260659,86.86192518,175.0175566,160.8617248,215.551305,225.2064147,250.9442906,0,0,336.5193221,249.6573969,403.4377996,128.6893798,0,428.5356348,228.420243,164.7224062,0,0,0,0
sc01,y2030,2030-04-02T18:00:00+02:00,140.4814836,130.1936323,237.1200561,94.84660225,90.8199951,182.5395257,167.7752994,225.0402345,234.8854191,261.729467,0,0,351.2072597,260.3872647,421.0017843,134.2202395,0,446.9533976,238.4622585,171.8019066,0,0,0,0
sc01,y2030,2030-04-02T19:00:00+02:00,155.1447697,143.3507568,261.5494551,104.8981126,100.4645841,200.9866281,184.7303566,248.2488694,258.6224993,288.1793564,0,0,387.1660976,286.7015135,464.013926,147.7842853,0,492.1216702,263.0272979,189.1638852,0,0,0,0
sc01,y2030,2030-04-02T20:00:00+02:00,167.5523665,154.3664718,282.1336651,113.444531,108.6703102,216.4313419,198.9258657,267.8110029,278.496212,310.3243505,0,0,417.4032539,308.7329436,500.1564139,159.1406926,0,529.9385063,283.7250721,203.7000865,0,0,0,0
sc01,y2030,2030-04-02T21:00:00+02:00,150.9064685,139.4118844,254.3874549,102.0404473,97.7287395,195.4640853,179.6544903,241.4523316,251.5162864,280.2610048,0,0,376.5525083,278.8237689,451.2887763,143.7235922,0,478.599562,255.8246908,183.966198,0,0,0,0
sc01,y2030,2030-04-02T22:00:00+02:00,130.1036473,120.6860984,219.6850812,87.80130355,84.06874381,169.2093751,155.5233227,208.487402,217.7326518,242.6163835,0,0,325.4409407,241.3721968,390.1386429,124.4186582,0,414.3141318,220.9292678,159.2558825,0,0,0,0
sc01,y2030,2030-04-02T23:00:00+02:00,106.1227047,99.17577032,179.7377094,71.36006352,68.29277165,139.0505646,127.8038277,170.5358339,178.9253588,199.3739713,0,0,266.6443123,198.3515406,319.8107046,102.2430622,0,340.4693971,180.76014,130.8711196,0,0,0,0
sc01,y2030,2030-04-03T00:00:00+02:00,86.85450992,82.09451606,147.7906456,58.07911257,55.54010691,115.1015895,105.7919021,140.1736286,148.108663,165.0353673,0,0,219.729139,164.1890321,263.7385703,84.63352173,0,281.8296273,148.6369808,108.3309078,0,0,0,0
sc01,y2030,2030-04-03T01:00:00+02:00,72.35984019,68.963999,123.5496127,48.18689208,46.05398489,96.6917924,88.87113273,117.1508911,124.4195858,138.638967,0,0,183.9819829,137.927998,220.9523741,71.09690619,0,236.7526976,124.2605817,91.00403991,0,0,0,0
sc01,y2030,2030-04-03T02:00:00+02:00,65.16692328,62.56760893,111.6088598,43.23600881,41.30092813,87.72365787,80.62836205,105.8036178,112.8797069,125.7802447,0,0,166.4361459,125.1352179,199.9775446,64.50268962,0,214.7939565,112.2538867,82.56344269,0,0,0,0
sc01,y2030,2030-04-03T03:00:00+02:00,60.32169603,58.1460788,103.481672,39.94059624,38.14226391,81.52439912,74.93051389,98.086675,104.9027195,116.8916017,0,0,154.4344215,116.2921576,185.6055153,59.94441114,0,199.6148891,104.0811162,76.72884627,0,0,0,0
sc01,y2030,2030-04-03T04:00:00+02:00,60.57918158,58.24907937,103.8156116,40.1619785,38.36046058,81.66881235,75.06324663,98.4110579,105.0885453,117.0986647,0,0,154.8586194,116.4981587,186.0849299,60.0505973,0,199.968489,104.4161176,76.86476456,0,0,0,0
sc01,y2030,2030-04-03T05:00:00+02:00,65.11051912,62.37111417,111.4066039,43.2484791,41.31947556,87.44816006,80.37514711,105.6195933,112.525206,125.3852295,0,0,166.0617039,124.7422283,199.4977651,64.3001177,0,214.119392,112.049605,82.30415069,0,0,0,0
sc01,y2030,2030-04-03T06:00:00+02:00,76.68893706,72.81207737,130.7350151,51.16717799,48.91525808,102.0870363,93.82999662,123.9792554,131.3619953,146.3747947,0,0,194.5394128,145.6241548,233.5726914,75.06399729,0,249.963111,131.4856551,96.08191657,0,0,0,0
sc01,y2030,2030-04-03T07:00:00+02:00,90.54891992,85.30371653,153.8671425,60.6486481,58.01038883,119.6010871,109.9274698,145.9523647,153.8984577,171.4868528,0,0,228.6178219,170.6074331,274.3476493,87.94197579,0,292.8467795,154.7465622,112.565729,0,0,0,0
sc01,y2030,2030-04-03T08:00:00+02:00,103.215658,96.79882561,175.0663327,69.28617276,66.29239464,135.7179411,124.7407546,166.0849984,174.6370565,194.5955772,0,0,259.8900459,193.5976512,311.7821998,99.79260372,0,332.3093704,176.0642587,127.7345328,0,0,0,0
sc01,y2030,2030-04-03T09:00:00+02:00,119.6365679,111.5838354,202.4616829,80.52470811,77.07366165,156.4474394,143.7936024,192.1085436,201.3110433,224.3180197,0,0,300.2413325,223.1676709,360.0594712,115.034882,0,383.0661567,203.6120317,147.2446488,0,0,0,0
sc01,y2030,2030-04-03T10:00:00+02:00,128.402276,119.4209846,217.0446563,86.54337416,82.84994166,167.4356073,153.8930214,205.9643588,215.4502299,240.0731134,0,0,321.6919109,238.8419692,385.7114078,123.1144172,0,409.971009,218.2758005,157.5864539,0,0,0,0
sc01,y2030,2030-04-03T11:00:00+02:00,134.3439358,124.7739735,226.9596686,90.60872856,86.74973969,174.9408287,160.7912028,215.382702,225.107684,250.8342765,0,0,336.2976866,249.5479468,403.186827,128.6329623,0,428.3477644,228.2459982,164.6501917,0,0,0,0
sc01,y2030,2030-04-03T12:00:00+02:00,134.314314,124.8038645,226.9522341,90.56862962,86.70871627,174.9827378,160.8297223,215.3724941,225.1616112,250.8943668,0,0,336.3164452,249.607729,403.2216098,128.6637778,0,428.4503802,228.2388719,164.6896356,0,0,0,0
sc01,y2030,2030-04-03T13:00:00+02:00,128.8650966,119.8753409,217.8447311,86.84693597,83.13945119,168.0726429,154.478532,206.7222768,216.2699448,240.9865099,0,0,322.8901329,239.7506817,387.1532022,123.5828256,0,411.5308093,219.0805594,158.1860168,0,0,0,0
sc01,y2030,2030-04-03T14:00:00+02:00,124.2074066,115.5478115,209.9748543,83.70611186,80.13246817,162.0051791,148.9018189,199.2539233,208.4625465,232.2868376,0,0,311.2280912,231.095623,373.1712479,119.1214552,0,396.6744457,211.1660688,152.4754627,0,0,0,0
sc01,y2030,2030-04-03T15:00:00+02:00,121.3132073,112.8901648,205.1079688,81.74345884,78.25201041,158.278994,145.4770165,194.6336237,203.6678232,226.9441459,0,0,304.0323401,225.7803297,364.550779,116.3816133,0,387.5507722,206.271785,148.968465,0,0,0,0
sc01,y2030,2030-04-03T16:00:00+02:00,119.517264,111.3691112,202.1829961,80.48066843,77.03626288,156.1463827,143.5168959,191.8497796,200.9236543,223.8863576,0,0,299.7744854,222.7382225,359.4775141,114.8135168,0,382.3290107,203.3311313,146.9613015,0,0,0,0
sc01,y2030,2030-04-03T17:00:00+02:00,119.2222991,111.127721,201.708855,80.27031451,76.83337467,155.8079387,143.205826,191.3980354,200.4881564,223.4010885,0,0,299.0888167,222.255442,358.6624403,114.5646608,0,381.5003204,202.8545016,146.6427659,0,0,0,0
sc01,y2030,2030-04-03T18:00:00+02:00,125.9820749,117.1710152,212.9543749,84.91182221,81.28797641,164.281011,150.9935763,202.0828374,211.3910069,235.5499791,0,0,315.6300068,234.3420305,378.4433346,120.7948611,0,402.2468874,214.1623236,154.6174222,0,0,0,0
sc01,y2030,2030-04-03T19:00:00+02:00,140.7136178,130.3894444,237.4975353,95.01010116,90.97743794,182.8140664,168.0276346,225.3995456,235.2386884,262.12311,0,0,351.7563268,260.7788889,421.6558228,134.4221077,0,447.6256185,238.8417564,172.0602978,0,0,0,0
sc01,y2030,2030-04-03T20:00:00+02:00,158.1245421,145.8988887,266.4206244,106.9847253,102.4723886,204.5592667,188.0140318,252.8836142,263.2196446,293.3018897,0,0,394.2701661,291.7977775,472.4840033,150.4112256,0,500.869381,267.9247367,192.5263687,0,0,0,0
sc01,y2030,2030-04-03T21:00:00+02:00,144.812599,133.9386868,244.2310056,97.8650181,93.7225845,187.7903237,172.6014005,231.8037048,241.6419607,269.2581847,0,0,361.5999579,267.8773735,433.4021406,138.0811204,0,459.8101308,245.6118168,176.7438341,0,0,0,0
sc01,y2030,2030-04-03T22:00:00+02:00,126.7220075,117.6488849,214.0490148,85.48425404,81.84562873,164.9510139,151.6093877,203.1331389,212.2531429,236.5106449,0,0,317.1433985,235.2977697,380.2129038,121.2875102,0,403.8874089,215.2618899,155.2480131,0,0,0,0
sc01,y2030,2030-04-03T23:00:00+02:00,101.2212151,94.77350648,171.56856,68.00163543,65.07049605,132.8783184,122.1308073,162.7751419,170.9831302,190.5240594,0,0,254.617509,189.547013,305.4239248,97.70464584,0,325.3564707,172.5456065,125.0619467,0,0,0,0
sc01,y2030,2030-04-04T00:00:00+02:00,84.1200587,79.63857376,143.2332269,56.20550711,53.74245843,111.6582065,102.6270281,135.8440808,143.6778392,160.0981637,0,0,213.019606,159.2771475,255.7124497,82.10162246,0,273.3984027,144.0542432,105.0900768,0,0,0,0
sc01,y2030,2030-04-04T01:00:00+02:00,71.54117463,68.22871605,122.1851701,47.62595457,45.51578809,95.66088021,87.92360315,115.8546706,123.0930444,137.1608209,0,0,181.9732202,136.4574321,218.5494391,70.33888253,0,234.2284788,122.8885589,90.03376961,0,0,0,0
sc01,y2030,2030-04-04T02:00:00+02:00,64.89058143,62.31941301,111.1482901,43.04666347,41.11925895,87.37567185,80.30852195,105.3660765,112.4319307,125.2812942,0,0,165.7580849,124.638826,199.1664301,64.24681754,0,213.9419024,111.7907582,82.23592643,0,0,0,0
sc01,y2030,2030-04-04T03:00:00+02:00,60.56192557,58.36184052,103.8820546,40.10519796,38.30019259,81.82691039,75.20855734,98.4670385,105.2919803,117.3253495,0,0,155.0238736,116.7236811,186.3106335,60.1668459,0,200.3555968,104.4837231,77.01356276,0,0,0,0
sc01,y2030,2030-04-04T04:00:00+02:00,61.00234791,58.62914543,104.5208889,40.4519258,38.63865326,82.20168847,75.55302247,99.0810713,105.7742315,117.8627151,0,0,155.8969442,117.2582908,187.3270015,60.44241797,0,201.2732519,105.125313,77.36629503,0,0,0,0
sc01,y2030,2030-04-04T05:00:00+02:00,66.2946263,63.43461784,113.3801158,44.0598118,42.0979164,88.93925799,81.74564153,107.4944296,114.4438982,127.5232008,0,0,168.9671521,126.8692357,202.973339,65.39651324,0,217.7703891,114.0340809,83.70753698,0,0,0,0
sc01,y2030,2030-04-04T06:00:00+02:00,78.84536975,74.7488734,134.3290696,52.64473373,50.3329129,104.8025441,96.32586779,127.3936071,134.8562149,150.2683537,0,0,199.8306597,149.4977468,239.9022207,77.06069422,0,256.6121118,135.0996766,98.63768864,0,0,0,0
sc01,y2030,2030-04-04T07:00:00+02:00,97.6317674,91.66516287,165.6718883,65.50171026,62.66670523,128.5202283,118.1252099,157.1668732,165.3752939,184.2753274,0,0,245.997031,183.3303257,295.1371183,94.5001679,0,314.6855592,166.61689,120.9602149,0,0,0,0
sc01,y2030,2030-04-04T08:00:00+02:00,113.6408776,106.1622173,192.4416987,76.42937877,73.14601122,148.8459953,136.806981,182.5915961,191.5297734,213.4188904,0,0,285.4704458,212.3244346,342.3821498,109.4455848,0,364.4537974,193.5361545,140.0903486,0,0,0,0
sc01,y2030,2030-04-04T09:00:00+02:00,132.5094815,123.1456189,223.9165389,89.34503778,85.53641039,172.657775,158.6928079,212.4906567,222.169931,247.5607803,0,0,331.8276482,246.2912379,397.8438564,126.9542464,0,422.7576402,225.1860813,162.5014352,0,0,0,0
sc01,y2030,2030-04-04T10:00:00+02:00,140.5804245,130.3587662,237.3415706,94.88766115,90.85594674,182.7710536,167.9881007,225.2464274,235.1833411,262.0614372,0,0,351.5734791,260.7175323,421.4565291,134.3904807,0,447.5203004,238.6854754,172.0198152,0,0,0,0
sc01,y2030,2030-04-04T11:00:00+02:00,145.7465866,135.0152431,245.9640866,98.421656,94.24592678,189.2997223,173.9887153,233.4368991,243.5842015,271.422396,0,0,364.2764131,270.0304862,436.6557186,139.1909723,0,463.5059377,247.3559963,178.1644445,0,0,0,0
sc01,y2030,2030-04-04T12:00:00+02:00,145.9850662,135.2859289,246.4034876,98.5652561,94.38115517,189.6792405,174.3375372,233.851185,244.0725521,271.9665581,0,0,364.9530129,270.5718578,437.4774285,139.4700298,0,464.4351992,247.798188,178.5216382,0,0,0,0
sc01,y2030,2030-04-04T13:00:00+02:00,141.4059346,131.1388712,238.7461277,95.4397323,91.38389095,183.8648092,168.9933907,226.5786036,236.590747,263.6296895,0,0,353.6616333,262.2777425,423.9628839,135.1947126,0,450.1983929,240.0980748,173.0492321,0,0,0,0
sc01,y2030,2030-04-04T14:00:00+02:00,134.3653926,124.6711878,226.9048309,90.66621335,86.81040338,174.7967169,160.6587471,215.3374011,224.922246,250.6276456,0,0,336.1527789,249.3423756,402.9868178,128.5269978,0,427.9949024,228.1901008,164.5145571,0,0,0,0
sc01,y2030,2030-04-04T15:00:00+02:00,132.1592152,122.6314867,223.1846485,89.17498272,85.3822563,171.9369298,158.0302663,211.8064694,221.2423729,246.5272155,0,0,330.6452297,245.2629734,396.3858205,126.4242131,0,420.9926296,224.4488907,161.8229928,0,0,0,0
sc01,y2030,2030-04-04T16:00:00+02:00,131.4019343,122.0433058,221.9907799,88.62386841,84.84933313,171.1122638,157.2723013,210.6671742,220.1812218,245.34479,0,0,328.9359448,244.0866116,394.3612221,125.8178411,0,418.9734106,223.2489582,161.0468365,0,0,0,0
sc01,y2030,2030-04-04T17:00:00+02:00,130.1590574,120.9505502,219.9367853,87.76401922,84.02328054,169.5801528,155.864111,208.7145693,218.2097554,243.1480131,0,0,325.9243808,241.9011002,390.763851,124.6912888,0,415.2219916,221.1836982,159.6048497,0,0,0,0
sc01,y2030,2030-04-04T18:00:00+02:00,137.4874076,127.5045085,232.1299294,92.79510573,88.85166736,178.7692078,164.3099336,220.2996142,230.0339071,256.3234965,0,0,343.8606843,255.009017,412.2136167,131.4479469,0,437.7216633,233.4444089,168.2533721,0,0,0,0
sc01,y2030,2030-04-04T19:00:00+02:00,152.8368523,141.2779051,257.7029261,103.3167619,98.9473421,198.0803618,182.059156,244.5946669,254.8828184,284.0122834,0,0,381.5031523,282.5558102,457.2397612,145.6473248,0,485.0055917,259.1593994,186.4285757,0,0,0,0
sc01,y2030,2030-04-04T20:00:00+02:00,166.0021137,152.9741151,279.5499104,112.3823207,107.6511625,214.4791717,197.1315916,265.3564359,275.9842283,307.5252829,0,0,413.5993928,305.9482302,495.6061348,157.7052734,0,525.1585601,281.1269632,201.8627499,0,0,0,0
sc01,y2030,2030-04-04T21:00:00+02:00,154.3811705,142.5326816,260.1786248,104.4212616,100.0130343,199.839636,183.676136,246.953943,257.1465905,286.5347722,0,0,385.0783973,285.0653631,461.4876699,146.9409088,0,489.3132263,261.6480339,188.0843633,0,0,0,0
sc01,y2030,2030-04-04T22:00:00+02:00,131.2536402,121.7189623,221.6017359,88.58926159,84.8247576,170.6575142,156.8543329,210.3082239,219.5960661,244.6927594,0,0,328.2626823,243.4379247,393.5140848,125.4834664,0,417.8599429,222.8565705,160.6188369,0,0,0,0
sc01,y2030,2030-04-04T23:00:00+02:00,105.5858983,98.69363862,178.843032,70.9922517,67.93987112,138.3745861,127.182524,169.6858903,178.0555336,198.4047374,0,0,265.3271484,197.3872772,318.2350783,101.7460192,0,338.8142439,179.8604922,130.2349046,0,0,0,0
sc01,y2030,2030-04-05T00:00:00+02:00,79.80486375,75.76288939,136.0412353,53.24879943,50.90561729,106.2242573,97.63258942,129.0116888,136.6856252,152.3068395,0,0,202.431396,151.5257788,243.0465532,78.10607153,0,260.0932182,136.822296,99.97577158,0,0,0,0
sc01,y2030,2030-04-05T01:00:00+02:00,67.10384259,64.24333449,114.7896166,44.58556039,42.59865314,90.07312875,82.78780216,108.8288949,115.9029231,129.1489714,0,0,171.0853221,128.486669,205.5250479,66.23024175,0,220.546705,115.451919,84.77470946,0,0,0,0
sc01,y2030,2030-04-05T02:00:00+02:00,60.39317681,58.28007737,103.6526157,39.96510845,38.16263183,81.71227344,75.10319249,98.2451858,105.1444695,117.1609802,0,0,154.7227866,116.5601548,185.9657146,60.08255399,0,200.0749048,104.2534412,76.90566911,0,0,0,0
sc01,y2030,2030-04-05T03:00:00+02:00,55.7483868,54.03856959,95.85949,36.80703251,35.13573655,75.76541719,69.63733195,90.84560214,97.49226474,108.6342379,0,0,143.2128758,108.0771392,172.1820058,55.70986555,0,185.5138523,96.4165887,71.30862791,0,0,0,0
sc01,y2030,2030-04-05T04:00:00+02:00,55.78173077,53.94025781,95.8198603,36.87483627,35.20658088,75.62757795,69.51064151,90.81509411,97.3148981,108.4366008,0,0,143.0870965,107.8805156,172.0035234,55.60851321,0,185.176349,96.3759454,71.1788969,0,0,0,0
sc01,y2030,2030-04-05T05:00:00+02:00,59.3394115,57.18780455,101.7880912,39.29420166,37.52550667,80.18083935,73.69562442,96.4820062,103.1738742,114.9651741,0,0,151.9011158,114.3756091,182.5584955,58.95649954,0,196.3251434,102.3776561,75.46431939,0,0,0,0
sc01,y2030,2030-04-05T06:00:00+02:00,71.24668454,67.92412836,121.6645943,47.4382272,45.33748097,95.23382948,87.53109322,115.3623556,122.5435305,136.5485054,0,0,181.1857377,135.8482567,217.5986725,70.0248746,0,233.1828324,122.364843,89.63183951,0,0,0,0
