,,,Demand,Solar,Wind,Hydro
sc01,y2030,2030-04-07T21:00:00+02:00,3803.562634,0.57,1050,559
sc01,y2030,2030-04-07T22:00:00+02:00,3389.630455,0.57,763.3,451.2
sc01,y2030,2030-04-07T23:00:00+02:00,3200.318498,0.57,747.9,392.8
sc01,y2030,2030-04-08T00:00:00+02:00,3113.619755,0.57,1051.9,451.2
sc01,y2030,2030-04-08T01:00:00+02:00,3077.068569,0.57,888.3,393.4
sc01,y2030,2030-04-08T02:00:00+02:00,3064.040371,0.57,839.7,396.4
sc01,y2030,2030-04-08T03:00:00+02:00,3087.700589,0.57,915.1,409.2
sc01,y2030,2030-04-08T04:00:00+02:00,3188.482842,0.57,609.3,580.8
sc01,y2030,2030-04-08T05:00:00+02:00,3405.466922,10.59,296.3,697.2
sc01,y2030,2030-04-08T06:00:00+02:00,3599.042227,464.55,70.1,667.2
sc01,y2030,2030-04-08T07:00:00+02:00,3802.580769,849.44,64.6,761.6
sc01,y2030,2030-04-08T08:00:00+02:00,3998.02548,1072.1,29.32,766.2
sc01,y2030,2030-04-08T09:00:00+02:00,4158.36326,1246.2,2.32,702.6
sc01,y2030,2030-04-08T10:00:00+02:00,4287.458414,1358.2,1.82,715.4
sc01,y2030,2030-04-08T11:00:00+02:00,4336.170071,1291.7,16.02,709
sc01,y2030,2030-04-08T12:00:00+02:00,4331.194178,1418.7,28.91,692.2
sc01,y2030,2030-04-08T13:00:00+02:00,4335.152558,1622.7,69.4,606.2
sc01,y2030,2030-04-08T14:00:00+02:00,4285.58513,1499.81,100.2,599.4
sc01,y2030,2030-04-08T15:00:00+02:00,4266.332586,1186.74,61.6,544
sc01,y2030,2030-04-08T16:00:00+02:00,4223.792034,693.15,72.6,503
sc01,y2030,2030-04-08T17:00:00+02:00,4257.753615,1.54,108.4,526.6
sc01,y2030,2030-04-08T18:00:00+02:00,4686.57669,0.57,125.31,489.8
sc01,y2030,2030-04-08T19:00:00+02:00,4701.849435,0.57,136.11,483.8
sc01,y2030,2030-04-08T20:00:00+02:00,4316.459331,0.57,354.8,479.8
sc01,y2030,2030-04-08T21:00:00+02:00,3818.814313,0.57,417.8,457.6
sc01,y2030,2030-04-08T22:00:00+02:00,3401.783639,0.57,185.9,383.2
sc01,y2030,2030-04-08T23:00:00+02:00,3225.384444,0.57,260.6,382.8
sc01,y2030,2030-04-09T00:00:00+02:00,3121.106749,0.57,244.5,428
sc01,y2030,2030-04-09T01:00:00+02:00,3079.404573,0.57,201.1,426.4
sc01,y2030,2030-04-09T02:00:00+02:00,3066.592379,0.57,142.6,408.4
sc01,y2030,2030-04-09T03:00:00+02:00,3087.987876,0.57,411.7,399.6
sc01,y2030,2030-04-09T04:00:00+02:00,3211.353836,0.57,486,389.4
sc01,y2030,2030-04-09T05:00:00+02:00,3450.374449,35.83,365.8,523
sc01,y2030,2030-04-09T06:00:00+02:00,3658.145165,762.67,402.31,500.6
sc01,y2030,2030-04-09T07:00:00+02:00,3805.850357,1365.2,405.22,519.4
sc01,y2030,2030-04-09T08:00:00+02:00,3951.522568,1547.8,621.9,562.4
sc01,y2030,2030-04-09T09:00:00+02:00,4051.050486,1754.3,513.1,651
sc01,y2030,2030-04-09T10:00:00+02:00,4087.23548,1699.4,416.3,664.8
sc01,y2030,2030-04-09T11:00:00+02:00,4052.177414,1693.9,350.2,644.8
sc01,y2030,2030-04-09T12:00:00+02:00,4034.190719,1466.8,227.1,639.6
sc01,y2030,2030-04-09T13:00:00+02:00,3987.840221,1414,339.4,627
sc01,y2030,2030-04-09T14:00:00+02:00,3937.994414,1499.2,326.3,546.2
sc01,y2030,2030-04-09T15:00:00+02:00,3916.231103,1388.35,397.6,515.8
sc01,y2030,2030-04-09T16:00:00+02:00,3875.703384,807.28,520.2,510.8
sc01,y2030,2030-04-09T17:00:00+02:00,3926.529977,1.55,1431.6,425.8
sc01,y2030,2030-04-09T18:00:00+02:00,4335.474049,0.57,1284.7,462.6
sc01,y2030,2030-04-09T19:00:00+02:00,4498.429789,0.57,1741.1,379.8
sc01,y2030,2030-04-09T20:00:00+02:00,4212.21041,0.57,1828.2,394
sc01,y2030,2030-04-09T21:00:00+02:00,3815.945753,0.57,1990.1,342.8
sc01,y2030,2030-04-09T22:00:00+02:00,3389.167827,0.57,2192.3,331.4
sc01,y2030,2030-04-09T23:00:00+02:00,3196.28337,0.57,2264.3,332.8
sc01,y2030,2030-04-10T00:00:00+02:00,3121.766475,0.57,2327.7,346.2
sc01,y2030,2030-04-10T01:00:00+02:00,3087.642331,0.57,2358.7,462.6
sc01,y2030,2030-04-10T02:00:00+02:00,3091.789738,0.57,2359.5,443.6
sc01,y2030,2030-04-10T03:00:00+02:00,3134.387617,0.57,2351.5,542.6
sc01,y2030,2030-04-10T04:00:00+02:00,3292.792492,0.57,2350.2,647.2
sc01,y2030,2030-04-10T05:00:00+02:00,3566.936187,90.96,2333.4,726.4
sc01,y2030,2030-04-10T06:00:00+02:00,3713.868931,992.04,2229.2,710.6
sc01,y2030,2030-04-10T07:00:00+02:00,3811.985387,1677.91,2303.1,739.4
sc01,y2030,2030-04-10T08:00:00+02:00,3903.811927,2110.7,2207.4,695.6
sc01,y2030,2030-04-10T09:00:00+02:00,3938.593545,2386.6,2037.1,690.6
sc01,y2030,2030-04-10T10:00:00+02:00,3963.568344,2562.7,2068.9,740
sc01,y2030,2030-04-10T11:00:00+02:00,3948.763207,2633.1,2098.3,705.2
sc01,y2030,2030-04-10T12:00:00+02:00,3957.03716,2612.9,2047.6,714.4
sc01,y2030,2030-04-10T13:00:00+02:00,3945.502014,2476,2123.5,703.2
sc01,y2030,2030-04-10T14:00:00+02:00,3927.396885,2196.1,2128.5,721.6
sc01,y2030,2030-04-10T15:00:00+02:00,3867.45097,1673.2,1978.6,717.6
sc01,y2030,2030-04-10T16:00:00+02:00,3820.828338,914.51,1737,695
sc01,y2030,2030-04-10T17:00:00+02:00,3791.312232,15.49,750.8,709
sc01,y2030,2030-04-10T18:00:00+02:00,4224.285711,0.57,657.5,663
sc01,y2030,2030-04-10T19:00:00+02:00,4397.54879,0.57,660.7,638
sc01,y2030,2030-04-10T20:00:00+02:00,4131.961461,0.57,733.5,615.6
sc01,y2030,2030-04-10T21:00:00+02:00,3724.183033,0.57,459.1,467.8
sc01,y2030,2030-04-10T22:00:00+02:00,3336.922643,0.57,423.9,374
sc01,y2030,2030-04-10T23:00:00+02:00,3195.944332,0.57,357.9,344.8
sc01,y2030,2030-04-11T00:00:00+02:00,3112.576133,0.57,334.3,402.4
sc01,y2030,2030-04-11T01:00:00+02:00,3084.990284,0.57,114.4,417.6
sc01,y2030,2030-04-11T02:00:00+02:00,3069.267933,0.57,51.13,407.8
sc01,y2030,2030-04-11T03:00:00+02:00,3108.896683,0.57,64.13,528.4
sc01,y2030,2030-04-11T04:00:00+02:00,3266.004132,0.57,56.72,494.8
sc01,y2030,2030-04-11T05:00:00+02:00,3528.204602,121.95,20.02,662.6
sc01,y2030,2030-04-11T06:00:00+02:00,3737.221504,989.4,1.63,629.8
sc01,y2030,2030-04-11T07:00:00+02:00,3884.532733,1685.7,1.23,666.8
sc01,y2030,2030-04-11T08:00:00+02:00,3986.417342,2196.7,3.62,780.2
sc01,y2030,2030-04-11T09:00:00+02:00,4086.861555,2374,2.73,792.8
sc01,y2030,2030-04-11T10:00:00+02:00,4179.067795,2617.1,0.13,781.6
sc01,y2030,2030-04-11T11:00:00+02:00,4170.369902,2571.9,27.01,776.2
sc01,y2030,2030-04-11T12:00:00+02:00,4173.661851,2500.3,81.7,782
sc01,y2030,2030-04-11T13:00:00+02:00,4159.802388,2565,139.9,782.2
sc01,y2030,2030-04-11T14:00:00+02:00,4127.241336,2314.8,179.9,778.6
sc01,y2030,2030-04-11T15:00:00+02:00,4009.809785,1598.41,153,817
sc01,y2030,2030-04-11T16:00:00+02:00,3902.59756,993.1,150.4,776.6
sc01,y2030,2030-04-11T17:00:00+02:00,3823.67339,27.46,168.8,710.6
sc01,y2030,2030-04-11T18:00:00+02:00,4195.764053,0.57,77.2,724.8
sc01,y2030,2030-04-11T19:00:00+02:00,4263.609268,0.57,92.6,645.6
sc01,y2030,2030-04-11T20:00:00+02:00,3985.119553,0.57,98.8,539.4
sc01,y2030,2030-04-11T21:00:00+02:00,3740.616727,0.57,527.7,508.2
sc01,y2030,2030-04-11T22:00:00+02:00,3388.496887,0.57,915,354.8
sc01,y2030,2030-04-11T23:00:00+02:00,3203.82463,0.57,1024.4,333.2
sc01,y2030,2030-04-12T00:00:00+02:00,3105.657001,0.57,1033.7,385
sc01,y2030,2030-04-12T01:00:00+02:00,3066.935641,0.57,997.1,382.4
sc01,y2030,2030-04-12T02:00:00+02:00,3052.581109,0.57,889.9,401.2
sc01,y2030,2030-04-12T03:00:00+02:00,3053.446636,0.57,862.5,482
sc01,y2030,2030-04-12T04:00:00+02:00,3091.26587,0.57,653.7,574.2
sc01,y2030,2030-04-12T05:00:00+02:00,3113.124172,126.45,440.6,597
sc01,y2030,2030-04-12T06:00:00+02:00,3184.745285,914.62,278.3,602.6
sc01,y2030,2030-04-12T07:00:00+02:00,3304.803792,1614.6,301.1,744.8
sc01,y2030,2030-04-12T08:00:00+02:00,3465.251474,2085.5,822.9,781.6
sc01,y2030,2030-04-12T09:00:00+02:00,3565.742529,2391.9,966.7,803
sc01,y2030,2030-04-12T10:00:00+02:00,3633.456462,2569.7,1520.6,801.2
sc01,y2030,2030-04-12T11:00:00+02:00,3609.065504,2672.9,1963.2,801.6
sc01,y2030,2030-04-12T12:00:00+02:00,3606.915086,2679.8,2236.4,810.6
sc01,y2030,2030-04-12T13:00:00+02:00,3615.8974,2561.7,2134.9,826
sc01,y2030,2030-04-12T14:00:00+02:00,3623.663906,2335.1,2238.2,842.8
sc01,y2030,2030-04-12T15:00:00+02:00,3622.356436,1888.1,2091.6,810.8
sc01,y2030,2030-04-12T16:00:00+02:00,3639.029131,1162.9,1597.2,812
sc01,y2030,2030-04-12T17:00:00+02:00,3630.491401,40.66,1495.4,807
sc01,y2030,2030-04-12T18:00:00+02:00,3993.473894,0.57,1157.4,772.6
sc01,y2030,2030-04-12T19:00:00+02:00,4050.435375,0.57,1136.6,700.8
sc01,y2030,2030-04-12T20:00:00+02:00,3866.615582,0.57,1040.3,699.2
sc01,y2030,2030-04-12T21:00:00+02:00,3613.945374,0.57,1310.1,756.4
sc01,y2030,2030-04-12T22:00:00+02:00,3339.208322,0.57,1653.2,427.2
sc01,y2030,2030-04-12T23:00:00+02:00,3169.881981,0.57,1729.9,428.8
sc01,y2030,2030-04-13T00:00:00+02:00,3087.454613,0.57,1739.4,435.4
sc01,y2030,2030-04-13T01:00:00+02:00,3048.799137,0.57,1576.4,418.4
sc01,y2030,2030-04-13T02:00:00+02:00,3036.536007,0.57,1382.4,420.8
sc01,y2030,2030-04-13T03:00:00+02:00,3029.868077,0.57,1205.7,532.8
sc01,y2030,2030-04-13T04:00:00+02:00,3051.064857,0.57,1150.3,678.8
sc01,y2030,2030-04-13T05:00:00+02:00,3052.038441,149.84,1176.4,694.4
sc01,y2030,2030-04-13T06:00:00+02:00,3091.499958,1028.1,1319.3,818.2
sc01,y2030,2030-04-13T07:00:00+02:00,3170.2331,1755.3,1401,799.4
sc01,y2030,2030-04-13T08:00:00+02:00,3278.903694,2231,1033.4,821.8
sc01,y2030,2030-04-13T09:00:00+02:00,3388.326092,2513.8,851.3,804.6
sc01,y2030,2030-04-13T10:00:00+02:00,3442.462206,2677.7,574.9,800.2
sc01,y2030,2030-04-13T11:00:00+02:00,3500.759237,2745.5,445.9,798.6
sc01,y2030,2030-04-13T12:00:00+02:00,3508.932798,2699.5,478.7,887.6
sc01,y2030,2030-04-13T13:00:00+02:00,3551.611648,2420.1,331.7,882.6
sc01,y2030,2030-04-13T14:00:00+02:00,3575.463052,1727.8,232.71,872.6
sc01,y2030,2030-04-13T15:00:00+02:00,3594.267634,1708.3,144.1,834
sc01,y2030,2030-04-13T16:00:00+02:00,3617.077725,918.92,90.51,833.8
sc01,y2030,2030-04-13T17:00:00+02:00,3665.522557,18.6,0.04,873.2
sc01,y2030,2030-04-13T18:00:00+02:00,4017.093802,0.57,61.62,821.4
sc01,y2030,2030-04-13T19:00:00+02:00,4150.01819,0.57,50.23,721.8
sc01,y2030,2030-04-13T20:00:00+02:00,3949.834945,0.57,73.23,602.2
sc01,y2030,2030-04-13T21:00:00+02:00,3583.052112,0.57,263.01,601.8
sc01,y2030,2030-04-13T22:00:00+02:00,3289.445795,0.57,318.51,483.4
sc01,y2030,2030-04-13T23:00:00+02:00,3141.587637,0.57,310.6,461.2
sc01,y2030,2030-04-14T00:00:00+02:00,3070.656129,0.57,325.3,495
sc01,y2030,2030-04-14T01:00:00+02:00,3047.308972,0.57,430.6,502
sc01,y2030,2030-04-14T02:00:00+02:00,3040.57227,0.57,355.8,508.4
sc01,y2030,2030-04-14T03:00:00+02:00,3067.854029,0.57,434.11,498.4
sc01,y2030,2030-04-14T04:00:00+02:00,3172.96103,0.57,504.71,513.2
sc01,y2030,2030-04-14T05:00:00+02:00,3341.077597,151.82,522.3,549.6
sc01,y2030,2030-04-14T06:00:00+02:00,3527.118512,503.16,409.7,659.2
sc01,y2030,2030-04-14T07:00:00+02:00,3738.341767,683.31,570.7,813.4
sc01,y2030,2030-04-14T08:00:00+02:00,3905.031109,1034.5,647.4,811.4
sc01,y2030,2030-04-14T09:00:00+02:00,4032.061299,999.31,774.2,808.8
sc01,y2030,2030-04-14T10:00:00+02:00,4090.674349,990.2,697.8,799.8
sc01,y2030,2030-04-14T11:00:00+02:00,4192.121214,1172.5,670.1,796
sc01,y2030,2030-04-14T12:00:00+02:00,4182.092009,1093.51,623.5,828.8
sc01,y2030,2030-04-14T13:00:00+02:00,4142.503677,1152.81,606.3,855.8
sc01,y2030,2030-04-14T14:00:00+02:00,4109.67989,1021.11,628,858.8
sc01,y2030,2030-04-14T15:00:00+02:00,4031.899842,733.21,463.2,853.2
sc01,y2030,2030-04-14T16:00:00+02:00,3970.203494,505.52,483.8,859.8
sc01,y2030,2030-04-14T17:00:00+02:00,3933.214725,28.7,94.5,808.6
sc01,y2030,2030-04-14T18:00:00+02:00,4344.445247,0.57,78.61,739
sc01,y2030,2030-04-14T19:00:00+02:00,4435.043399,0.57,85.51,884.8
sc01,y2030,2030-04-14T20:00:00+02:00,4168.575657,0.57,182.9,843.2
sc01,y2030,2030-04-14T21:00:00+02:00,3744.439024,0.57,222.2,665
sc01,y2030,2030-04-14T22:00:00+02:00,3386.167633,0.57,221.8,447.8
sc01,y2030,2030-04-14T23:00:00+02:00,3188.554705,0.57,123.1,463.8
sc01,y2030,2030-04-15T00:00:00+02:00,3105.879025,0.57,128.11,506.6
sc01,y2030,2030-04-15T01:00:00+02:00,3066.334513,0.57,233.3,507.8
sc01,y2030,2030-04-15T02:00:00+02:00,3061.28398,0.57,210.21,510.8
sc01,y2030,2030-04-15T03:00:00+02:00,3084.234703,0.57,246.02,504.4
sc01,y2030,2030-04-15T04:00:00+02:00,3217.45624,0.57,259.9,530.6
sc01,y2030,2030-04-15T05:00:00+02:00,3372.700328,159.88,334.4,556.2
sc01,y2030,2030-04-15T06:00:00+02:00,3529.090969,735.14,291.6,703.2
sc01,y2030,2030-04-15T07:00:00+02:00,3712.44989,1186,251.6,794.2
sc01,y2030,2030-04-15T08:00:00+02:00,3879.842548,1381,176.2,796
sc01,y2030,2030-04-15T09:00:00+02:00,3997.79632,1660.1,195.2,794.4
sc01,y2030,2030-04-15T10:00:00+02:00,4057.542804,1753.6,165.6,800.6
sc01,y2030,2030-04-15T11:00:00+02:00,4053.761588,1657.3,122.7,796
sc01,y2030,2030-04-15T12:00:00+02:00,4116.158498,1426.3,74.3,824
sc01,y2030,2030-04-15T13:00:00+02:00,4120.944808,1302.3,81.2,860
sc01,y2030,2030-04-15T14:00:00+02:00,4108.988207,1162.6,77.1,869.6
sc01,y2030,2030-04-15T15:00:00+02:00,4059.384246,1509.2,49,853.2
sc01,y2030,2030-04-15T16:00:00+02:00,3999.330316,864.7,71.2,856
sc01,y2030,2030-04-15T17:00:00+02:00,3996.122615,3.85,84,808
sc01,y2030,2030-04-15T18:00:00+02:00,4354.886442,0.57,147.8,758.8
sc01,y2030,2030-04-15T19:00:00+02:00,4413.434364,0.57,168.7,769.8
sc01,y2030,2030-04-15T20:00:00+02:00,4143.915144,0.57,440.5,657
sc01,y2030,2030-04-15T21:00:00+02:00,3745.692941,0.57,472.8,589.2
sc01,y2030,2030-04-15T22:00:00+02:00,3387.289716,0.57,523.3,420.4
sc01,y2030,2030-04-15T23:00:00+02:00,3185.869042,0.57,568.4,403.6
sc01,y2030,2030-04-16T00:00:00+02:00,3102.656805,0.57,734.8,452.2
sc01,y2030,2030-04-16T01:00:00+02:00,3056.066416,0.57,1115.4,441.8
sc01,y2030,2030-04-16T02:00:00+02:00,3051.763665,0.57,1217.4,425
sc01,y2030,2030-04-16T03:00:00+02:00,3078.658991,0.57,1416.7,416
sc01,y2030,2030-04-16T04:00:00+02:00,3188.695379,0.57,1631.1,461
sc01,y2030,2030-04-16T05:00:00+02:00,3350.624997,296.55,1483.4,557.6
sc01,y2030,2030-04-16T06:00:00+02:00,3519.803946,1031.3,1155.2,664
sc01,y2030,2030-04-16T07:00:00+02:00,3694.204614,1735.1,1155.5,750.8
sc01,y2030,2030-04-16T08:00:00+02:00,3862.326255,2165.5,1018.5,807.6
sc01,y2030,2030-04-16T09:00:00+02:00,4022.013,2426.5,717.7,802.6
sc01,y2030,2030-04-16T10:00:00+02:00,4133.079773,2582.3,1010.7,781.2
sc01,y2030,2030-04-16T11:00:00+02:00,4258.357623,2645.6,728.6,781.6
sc01,y2030,2030-04-16T12:00:00+02:00,4357.092141,2618.5,510.1,853
sc01,y2030,2030-04-16T13:00:00+02:00,4443.371831,2505.5,451.8,862
sc01,y2030,2030-04-16T14:00:00+02:00,4462.515939,2293.8,478,881.2
sc01,y2030,2030-04-16T15:00:00+02:00,4444.812263,1864.8,660.2,885
sc01,y2030,2030-04-16T16:00:00+02:00,4375.557798,1171.7,606.7,865.2
sc01,y2030,2030-04-16T17:00:00+02:00,4222.181037,105.04,817,841.2
sc01,y2030,2030-04-16T18:00:00+02:00,4508.796901,0.57,830,711.2
sc01,y2030,2030-04-16T19:00:00+02:00,4595.06573,0.57,819.4,664.8
sc01,y2030,2030-04-16T20:00:00+02:00,4286.508528,0.57,1205.7,603
sc01,y2030,2030-04-16T21:00:00+02:00,3825.215469,0.57,1539.8,514.2
sc01,y2030,2030-04-16T22:00:00+02:00,3445.855596,0.57,1592,357
sc01,y2030,2030-04-16T23:00:00+02:00,3236.780737,0.57,1775.5,326
sc01,y2030,2030-04-17T00:00:00+02:00,3130.033004,0.57,1792.4,328.4
sc01,y2030,2030-04-17T01:00:00+02:00,3085.162294,0.57,1753.2,314
sc01,y2030,2030-04-17T02:00:00+02:00,3069.248136,0.57,1888.3,313.2
sc01,y2030,2030-04-17T03:00:00+02:00,3097.055075,0.57,1892.9,358.8
sc01,y2030,2030-04-17T04:00:00+02:00,3209.885763,0.57,1886.2,436.4
sc01,y2030,2030-04-17T05:00:00+02:00,3346.529652,303.52,2016,566
sc01,y2030,2030-04-17T06:00:00+02:00,3543.167702,1040,1988,672
sc01,y2030,2030-04-17T07:00:00+02:00,3773.425054,1720.9,1918.9,796.2
sc01,y2030,2030-04-17T08:00:00+02:00,4003.836085,2138.2,1627.4,852.8
sc01,y2030,2030-04-17T09:00:00+02:00,4252.041089,2380.7,1466.2,833.4
sc01,y2030,2030-04-17T10:00:00+02:00,4471.84167,2528.4,1447.1,827.2
sc01,y2030,2030-04-17T11:00:00+02:00,4704.433444,2579.7,1318.7,828.6
sc01,y2030,2030-04-17T12:00:00+02:00,4888.264236,2557.5,1236.8,829
sc01,y2030,2030-04-17T13:00:00+02:00,5035.226447,2446.2,1111.5,822.6
sc01,y2030,2030-04-17T14:00:00+02:00,5149.746176,2266.3,1174,828.2
sc01,y2030,2030-04-17T15:00:00+02:00,5142.396532,1806.6,1170.4,840
sc01,y2030,2030-04-17T16:00:00+02:00,5009.064302,1130.3,776.1,817.2
sc01,y2030,2030-04-17T17:00:00+02:00,4741.429632,112.94,706.2,827.2
sc01,y2030,2030-04-17T18:00:00+02:00,4923.181204,0.57,639.2,744.6
sc01,y2030,2030-04-17T19:00:00+02:00,4955.063056,0.57,436.1,758
sc01,y2030,2030-04-17T20:00:00+02:00,4578.465242,0.57,837.8,672.8
sc01,y2030,2030-04-17T21:00:00+02:00,4054.816083,0.57,789.4,596.4
sc01,y2030,2030-04-17T22:00:00+02:00,3600.47646,0.57,794.7,405
sc01,y2030,2030-04-17T23:00:00+02:00,3351.010779,0.57,878.7,349.6
sc01,y2030,2030-04-18T00:00:00+02:00,3223.932901,0.57,1015.2,373.2
sc01,y2030,2030-04-18T01:00:00+02:00,3149.794882,0.57,1159.3,309.2
sc01,y2030,2030-04-18T02:00:00+02:00,3120.636522,0.57,1238.1,315.6
sc01,y2030,2030-04-18T03:00:00+02:00,3134.08264,0.57,1157.6,420
sc01,y2030,2030-04-18T04:00:00+02:00,3226.147556,0.57,1481.5,399.2
sc01,y2030,2030-04-18T05:00:00+02:00,3354.778584,213.46,1573.3,472.2
sc01,y2030,2030-04-18T06:00:00+02:00,3529.847993,831.01,1421.1,593.4
sc01,y2030,2030-04-18T07:00:00+02:00,3801.965928,1451.2,1472.3,757
sc01,y2030,2030-04-18T08:00:00+02:00,4017.855832,1829.2,1120.7,803.2
sc01,y2030,2030-04-18T09:00:00+02:00,4292.277397,1841,1303.3,806.4
sc01,y2030,2030-04-18T10:00:00+02:00,4378.923657,1557.4,1416.4,801.8
sc01,y2030,2030-04-18T11:00:00+02:00,4360.435251,1446.5,1615.7,797.6
sc01,y2030,2030-04-18T12:00:00+02:00,4386.060017,1829,1668,827.2
sc01,y2030,2030-04-18T13:00:00+02:00,4352.824774,1781,1664.4,866.4
sc01,y2030,2030-04-18T14:00:00+02:00,4299.519408,1659.4,1600.6,859
sc01,y2030,2030-04-18T15:00:00+02:00,4195.002485,1045.68,1654.8,845.2
sc01,y2030,2030-04-18T16:00:00+02:00,4122.153052,673.34,1547.2,838.2
sc01,y2030,2030-04-18T17:00:00+02:00,3987.042701,66.55,1607.7,813.6
sc01,y2030,2030-04-18T18:00:00+02:00,4195.045057,0.57,1777.7,725.2
sc01,y2030,2030-04-18T19:00:00+02:00,4248.677261,0.57,1626.4,733.6
sc01,y2030,2030-04-18T20:00:00+02:00,4030.340358,0.57,1739.4,667.2
sc01,y2030,2030-04-18T21:00:00+02:00,3731.120447,0.57,1873.2,525
sc01,y2030,2030-04-18T22:00:00+02:00,3423.992021,0.57,1670.6,330.8
sc01,y2030,2030-04-18T23:00:00+02:00,3220.623087,0.57,1680.5,347.6
sc01,y2030,2030-04-19T00:00:00+02:00,3124.40994,0.57,1541.4,409.6
sc01,y2030,2030-04-19T01:00:00+02:00,3077.404142,0.57,1380.7,422.6
sc01,y2030,2030-04-19T02:00:00+02:00,3050.996397,0.57,1365.1,451.4
sc01,y2030,2030-04-19T03:00:00+02:00,3047.180538,0.57,1247.2,542.6
sc01,y2030,2030-04-19T04:00:00+02:00,3073.175762,0.57,1033.5,542.4
sc01,y2030,2030-04-19T05:00:00+02:00,3075.324736,279.45,824.9,571
sc01,y2030,2030-04-19T06:00:00+02:00,3160.35897,992.59,530.9,649.2
sc01,y2030,2030-04-19T07:00:00+02:00,3306.788623,1605.91,230.4,717.4
sc01,y2030,2030-04-19T08:00:00+02:00,3480.116449,1909.3,208.1,729.2
sc01,y2030,2030-04-19T09:00:00+02:00,3619.822624,1890.4,250,719.4
sc01,y2030,2030-04-19T10:00:00+02:00,3660.946762,1886.8,376.7,719.8
sc01,y2030,2030-04-19T11:00:00+02:00,3648.216335,1921.1,564.4,720.8
sc01,y2030,2030-04-19T12:00:00+02:00,3606.657637,1886.9,662.9,718.8
sc01,y2030,2030-04-19T13:00:00+02:00,3603.57145,1782.5,579.6,721.8
sc01,y2030,2030-04-19T14:00:00+02:00,3616.572427,1643.8,513.9,798.8
sc01,y2030,2030-04-19T15:00:00+02:00,3623.920434,1565.1,514.7,810.2
sc01,y2030,2030-04-19T16:00:00+02:00,3632.067019,979.42,748.9,731.6
sc01,y2030,2030-04-19T17:00:00+02:00,3639.415161,132.87,1538.8,701.2
sc01,y2030,2030-04-19T18:00:00+02:00,3910.985442,0.57,1581.1,602.6
sc01,y2030,2030-04-19T19:00:00+02:00,4042.483509,0.57,1151.2,594.6
sc01,y2030,2030-04-19T20:00:00+02:00,3887.022852,0.57,1460.9,500.4
sc01,y2030,2030-04-19T21:00:00+02:00,3633.908747,0.57,1674.1,462.4
sc01,y2030,2030-04-19T22:00:00+02:00,3348.918621,0.57,2327.6,384.8
sc01,y2030,2030-04-19T23:00:00+02:00,3183.259327,0.57,2242.3,359.2
sc01,y2030,2030-04-20T00:00:00+02:00,3091.274871,0.57,2372.5,382.6
sc01,y2030,2030-04-20T01:00:00+02:00,3046.712134,0.57,2254.5,365
sc01,y2030,2030-04-20T02:00:00+02:00,3028.457884,0.57,2383.8,336.2
sc01,y2030,2030-04-20T03:00:00+02:00,3027.81496,0.57,2345.8,467
sc01,y2030,2030-04-20T04:00:00+02:00,3040.574469,0.57,2233.1,597.6
sc01,y2030,2030-04-20T05:00:00+02:00,3032.722147,317.9,2178.8,679.2
sc01,y2030,2030-04-20T06:00:00+02:00,3079.259716,954.05,1957.5,810.2
sc01,y2030,2030-04-20T07:00:00+02:00,3171.759527,1506.2,1502.1,859.8
sc01,y2030,2030-04-20T08:00:00+02:00,3281.496253,1880,1020.1,831.8
sc01,y2030,2030-04-20T09:00:00+02:00,3358.275051,2093.4,734.2,821
sc01,y2030,2030-04-20T10:00:00+02:00,3417.898416,2293.3,458.1,803.2
sc01,y2030,2030-04-20T11:00:00+02:00,3453.152443,2396.9,284.7,795.2
sc01,y2030,2030-04-20T12:00:00+02:00,3477.624505,2460.5,265.71,838.8
sc01,y2030,2030-04-20T13:00:00+02:00,3489.259286,2366.3,91.81,839.8
sc01,y2030,2030-04-20T14:00:00+02:00,3499.693277,2079,57.9,848
sc01,y2030,2030-04-20T15:00:00+02:00,3514.50948,1282,7.63,835
sc01,y2030,2030-04-20T16:00:00+02:00,3527.598961,848.88,1.73,833.6
sc01,y2030,2030-04-20T17:00:00+02:00,3520.87728,49.49,0.43,860.4
sc01,y2030,2030-04-20T18:00:00+02:00,3778.568627,0.57,45.13,827
sc01,y2030,2030-04-20T19:00:00+02:00,3980.93105,0.57,0.04,829.6
sc01,y2030,2030-04-20T20:00:00+02:00,3824.404773,0.57,97.82,679.6
sc01,y2030,2030-04-20T21:00:00+02:00,3517.990444,0.57,268.22,510
sc01,y2030,2030-04-20T22:00:00+02:00,3263.095622,0.57,356.22,320.4
sc01,y2030,2030-04-20T23:00:00+02:00,3124.037283,0.57,655.71,356.8
sc01,y2030,2030-04-21T00:00:00+02:00,3064.027483,0.57,972.2,362.8
sc01,y2030,2030-04-21T01:00:00+02:00,3036.987813,0.57,1406.8,341.8
sc01,y2030,2030-04-21T02:00:00+02:00,3034.387831,0.57,1490.3,426.6
sc01,y2030,2030-04-21T03:00:00+02:00,3057.28958,0.57,1328.2,506.8
sc01,y2030,2030-04-21T04:00:00+02:00,3157.112757,0.57,1293.2,522.6
sc01,y2030,2030-04-21T05:00:00+02:00,3292.54015,335.7,1568.9,463.8
sc01,y2030,2030-04-21T06:00:00+02:00,3466.287825,980.74,1691.7,497.2
sc01,y2030,2030-04-21T07:00:00+02:00,3664.387579,1558.01,1560.1,568.6
