,,,Area_1,Area_2,Area_3
2030,sc01,02-28 09:00:00+01:00,56.6368753,56.614198,83.60210376
2030,sc01,02-28 10:00:00+01:00,56.49585601,56.30017315,86.1266213
2030,sc01,02-28 11:00:00+01:00,56.0375433,56.30017315,86.4196457
2030,sc01,02-28 12:00:00+01:00,55.6321128,55.7618448,85.31516926
2030,sc01,02-28 13:00:00+01:00,55.56160316,55.60483235,84.5938785
2030,sc01,02-28 14:00:00+01:00,55.297192,55.26837715,83.8275071
2030,sc01,02-28 15:00:00+01:00,55.26193715,54.3935936,82.90335335
2030,sc01,02-28 16:00:00+01:00,55.4910935,54.93192195,82.0242803
2030,sc01,02-28 17:00:00+01:00,58.0999505,58.9918149,82.67795
2030,sc01,02-28 18:00:00+01:00,60.814572,65.54147645,88.96670355
2030,sc01,02-28 19:00:00+01:00,59.3691242,64.59940184,87.65936415
2030,sc01,02-28 20:00:00+01:00,57.09518805,62.93955611,84.97706419
2030,sc01,02-28 21:00:00+01:00,53.42868631,60.69652135,80.98742486
2030,sc01,02-28 22:00:00+01:00,49.86794903,57.73571541,74.81137301
2030,sc01,02-28 23:00:00+01:00,48.2109723,54.5057453,68.7029421
2030,sc01,03-01 00:00:00+01:00,47.08281791,52.44215329,63.69898765
2030,sc01,03-01 01:00:00+01:00,46.6245052,51.1187628,59.93475165
2030,sc01,03-01 02:00:00+01:00,46.30721178,50.53557375,58.08644415
2030,sc01,03-01 03:00:00+01:00,46.90654379,50.44585235,56.86926605
2030,sc01,03-01 04:00:00+01:00,48.369619,50.87202895,57.07212905
2030,sc01,03-01 05:00:00+01:00,51.1371227,52.17298915,58.64995255
2030,sc01,03-01 06:00:00+01:00,53.34054925,51.5449394,60.11507435
2030,sc01,03-01 07:00:00+01:00,55.98466105,51.79167325,63.02277761
2030,sc01,03-01 08:00:00+01:00,56.6192479,53.0477727,67.50830435
2030,sc01,03-01 09:00:00+01:00,56.37246415,53.98984731,70.5512496
2030,sc01,03-01 10:00:00+01:00,55.38532905,53.72068315,72.17415375
2030,sc01,03-01 11:00:00+01:00,53.97513605,52.98048166,71.20491935
2030,sc01,03-01 12:00:00+01:00,52.5473157,52.44215329,69.87503956
2030,sc01,03-01 13:00:00+01:00,52.03612075,51.8365339,68.38737741
2030,sc01,03-01 14:00:00+01:00,51.61306285,51.43278765,66.5841506
2030,sc01,03-01 15:00:00+01:00,51.91272886,51.2533449,65.14156911
2030,sc01,03-01 16:00:00+01:00,52.75884465,51.58980011,65.47967415
2030,sc01,03-01 17:00:00+01:00,55.93177879,55.22351645,69.0861278
2030,sc01,03-01 18:00:00+01:00,58.75216475,61.99748151,78.12480231
2030,sc01,03-01 19:00:00+01:00,57.55350075,61.86289941,79.20673835
2030,sc01,03-01 20:00:00+01:00,55.6321128,60.0236109,77.1781082
2030,sc01,03-01 21:00:00+01:00,52.63545274,58.3413348,74.40564695
2030,sc01,03-01 22:00:00+01:00,49.6740475,56.5020463,69.87503956
2030,sc01,03-01 23:00:00+01:00,47.99944335,53.92255625,65.5698355
2030,sc01,03-02 00:00:00+01:00,45.74313458,49.41405635,59.2585416
2030,sc01,03-02 01:00:00+01:00,45.60211529,48.38226035,56.91434676
2030,sc01,03-02 02:00:00+01:00,45.49635081,47.50747678,55.92257195
2030,sc01,03-02 03:00:00+01:00,45.95466354,47.26074296,55.51684595
2030,sc01,03-02 04:00:00+01:00,47.68214992,47.39532505,55.3590636
2030,sc01,03-02 05:00:00+01:00,50.1147328,48.38226035,55.78732995
2030,sc01,03-02 06:00:00+01:00,52.24764969,48.22524791,55.40414426
2030,sc01,03-02 07:00:00+01:00,54.1690376,48.02337479,56.21559634
2030,sc01,03-02 08:00:00+01:00,55.24430975,49.21218322,58.92043655
2030,sc01,03-02 09:00:00+01:00,54.39819396,50.2439792,61.51257515
2030,sc01,03-02 10:00:00+01:00,53.51682335,50.3785613,63.924391
2030,sc01,03-02 11:00:00+01:00,53.1290203,50.5580041,64.96124645
2030,sc01,03-02 12:00:00+01:00,52.47680605,50.26640955,65.2542708
2030,sc01,03-02 13:00:00+01:00,52.17714005,50.13182749,65.00632711
2030,sc01,03-02 14:00:00+01:00,52.23002225,50.15425785,64.9837868
2030,sc01,03-02 15:00:00+01:00,52.77647205,50.06453645,64.3075767
2030,sc01,03-02 16:00:00+01:00,54.2924295,50.8944593,64.60060111
2030,sc01,03-02 17:00:00+01:00,58.6287729,56.5693373,67.53084466
2030,sc01,03-02 18:00:00+01:00,61.74882485,62.49094915,75.44250235
2030,sc01,03-02 19:00:00+01:00,60.28574966,61.48158349,75.73552675
2030,sc01,03-02 20:00:00+01:00,57.2185799,59.53014326,74.1351629
2030,sc01,03-02 21:00:00+01:00,52.4415512,56.8385015,70.52870925
2030,sc01,03-02 22:00:00+01:00,47.84079664,53.58610105,66.0206422
2030,sc01,03-02 23:00:00+01:00,45.69025235,50.1766882,61.33225245
2030,sc01,03-03 00:00:00+01:00,44.7559995,48.31496931,57.36515345
2030,sc01,03-03 01:00:00+01:00,44.29768679,47.39532505,55.90003165
2030,sc01,03-03 02:00:00+01:00,44.87939139,46.92428774,55.1787409
2030,sc01,03-03 03:00:00+01:00,46.73026967,47.12616088,54.6603132
2030,sc01,03-03 04:00:00+01:00,51.75408215,48.09066582,55.26890226
2030,sc01,03-03 05:00:00+01:00,60.0742207,51.09633245,58.2893072
2030,sc01,03-03 06:00:00+01:00,62.4186665,53.22721549,64.73584311
2030,sc01,03-03 07:00:00+01:00,60.02133845,53.3617976,70.4836286
2030,sc01,03-03 08:00:00+01:00,57.58875555,53.98984731,76.4793578
2030,sc01,03-03 09:00:00+01:00,56.6192479,55.13379505,81.07758621
2030,sc01,03-03 10:00:00+01:00,56.2138174,55.31323785,83.24145839
2030,sc01,03-03 11:00:00+01:00,56.23144485,55.96371795,85.3377096
2030,sc01,03-03 12:00:00+01:00,56.0727981,56.12073035,85.58565326
2030,sc01,03-03 13:00:00+01:00,56.40771895,56.03100894,85.63073396
2030,sc01,03-03 14:00:00+01:00,56.40771895,55.6721234,85.58565326
2030,sc01,03-03 15:00:00+01:00,56.60162049,54.9094916,85.22500791
2030,sc01,03-03 16:00:00+01:00,57.41248145,55.8964269,86.46472635
2030,sc01,03-03 17:00:00+01:00,61.62543295,62.06477255,90.6346884
2030,sc01,03-03 18:00:00+01:00,64.34005445,67.9863844,95.27799745
2030,sc01,03-03 19:00:00+01:00,62.4010391,66.864867,93.1817463
2030,sc01,03-03 20:00:00+01:00,59.2457323,63.769479,87.68190445
2030,sc01,03-03 21:00:00+01:00,53.5520782,59.5974343,82.31730465
2030,sc01,03-03 22:00:00+01:00,48.77504948,54.9094916,74.27040495
2030,sc01,03-03 23:00:00+01:00,46.13093765,50.49071306,67.08003795
2030,sc01,03-04 00:00:00+01:00,45.19668482,48.4495514,62.1211642
2030,sc01,03-04 01:00:00+01:00,44.54447056,47.23831261,59.50648531
2030,sc01,03-04 02:00:00+01:00,44.43870609,46.74484496,58.22168621
2030,sc01,03-04 03:00:00+01:00,45.77838941,46.3410987,57.3426131
2030,sc01,03-04 04:00:00+01:00,49.65642009,45.95978278,56.66640305
2030,sc01,03-04 05:00:00+01:00,56.4606012,48.06823548,59.93475165
2030,sc01,03-04 06:00:00+01:00,58.7697922,50.49071306,66.2009649
2030,sc01,03-04 07:00:00+01:00,57.67689265,50.53557375,71.49794371
2030,sc01,03-04 08:00:00+01:00,57.25383475,52.0159767,75.9609301
2030,sc01,03-04 09:00:00+01:00,57.39485405,53.51881,79.6575451
2030,sc01,03-04 10:00:00+01:00,57.62401041,54.99921296,82.38492565
2030,sc01,03-04 11:00:00+01:00,57.8002845,54.88706125,83.4443214
2030,sc01,03-04 12:00:00+01:00,57.67689265,54.01227765,83.4894021
2030,sc01,03-04 13:00:00+01:00,57.99418604,53.4290886,83.21891805
2030,sc01,03-04 14:00:00+01:00,57.76502969,53.13749411,82.58778865
2030,sc01,03-04 15:00:00+01:00,58.13520535,52.6215961,81.1902879
2030,sc01,03-04 16:00:00+01:00,59.15759524,52.2851409,79.31944005
2030,sc01,03-04 17:00:00+01:00,63.68784021,56.90579255,80.28867445
2030,sc01,03-04 18:00:00+01:00,65.3448169,64.82370536,87.5015818
2030,sc01,03-04 19:00:00+01:00,63.12376299,64.5769715,85.9237583
2030,sc01,03-04 20:00:00+01:00,60.17998515,62.01991186,82.2271433
2030,sc01,03-04 21:00:00+01:00,54.11615535,57.9600189,77.15556785
2030,sc01,03-04 22:00:00+01:00,49.16285255,53.22721549,70.19060425
2030,sc01,03-04 23:00:00+01:00,46.4834859,49.5262081,64.57806075
2030,sc01,03-05 00:00:00+01:00,45.10854775,47.55233748,60.024913
2030,sc01,03-05 01:00:00+01:00,44.52684315,46.83456634,58.22168621
2030,sc01,03-05 02:00:00+01:00,44.22717714,46.45325044,56.9594274
2030,sc01,03-05 03:00:00+01:00,45.81364423,46.56540217,56.73402405
2030,sc01,03-05 04:00:00+01:00,49.90320386,47.57476783,57.04958876
2030,sc01,03-05 05:00:00+01:00,56.7778946,50.6477255,60.63350205
2030,sc01,03-05 06:00:00+01:00,59.2457323,52.73374785,66.94479595
2030,sc01,03-05 07:00:00+01:00,58.31147945,53.15992445,72.2643151
2030,sc01,03-05 08:00:00+01:00,57.60638299,53.45151895,76.56951915
2030,sc01,03-05 09:00:00+01:00,57.69452005,53.72068315,80.08581145
2030,sc01,03-05 10:00:00+01:00,57.57112815,54.32630254,82.49762735
2030,sc01,03-05 11:00:00+01:00,57.13044285,54.41602395,84.05291045
2030,sc01,03-05 12:00:00+01:00,57.07756061,52.19541951,83.78242645
2030,sc01,03-05 13:00:00+01:00,56.72501236,51.79167325,83.78242645
2030,sc01,03-05 14:00:00+01:00,56.6368753,51.56736975,83.1062164
2030,sc01,03-05 15:00:00+01:00,56.97179615,50.9841807,81.3255299
2030,sc01,03-05 16:00:00+01:00,57.69452005,51.455218,79.7477064
2030,sc01,03-05 17:00:00+01:00,61.20237505,55.40295925,80.33375515
2030,sc01,03-05 18:00:00+01:00,64.69260265,62.67039195,87.41142045
2030,sc01,03-05 19:00:00+01:00,63.05325335,62.71525265,86.93807341
2030,sc01,03-05 20:00:00+01:00,59.9860836,61.9526208,84.3910155
2030,sc01,03-05 21:00:00+01:00,54.4158214,56.68148905,79.29689971
2030,sc01,03-05 22:00:00+01:00,49.42726373,51.99354634,71.8811294
2030,sc01,03-05 23:00:00+01:00,47.01230826,48.87572801,65.61491616
2030,sc01,03-06 00:00:00+01:00,45.98991836,47.37289469,61.2420911
2030,sc01,03-06 01:00:00+01:00,45.63737011,46.52054148,58.62741221
2030,sc01,03-06 02:00:00+01:00,45.91940871,46.27380765,57.47785509
2030,sc01,03-06 03:00:00+01:00,47.69977734,46.52054148,57.04958876
2030,sc01,03-06 04:00:00+01:00,52.89986395,47.55233748,57.6581778
2030,sc01,03-06 05:00:00+01:00,60.9379639,50.6477255,61.08430875
2030,sc01,03-06 06:00:00+01:00,63.03562595,52.26271055,67.91403035
2030,sc01,03-06 07:00:00+01:00,60.14473035,52.26271055,73.52657385
2030,sc01,03-06 08:00:00+01:00,57.65926521,52.44215329,78.5981493
2030,sc01,03-06 09:00:00+01:00,57.16569765,52.5767354,80.64931985
2030,sc01,03-06 10:00:00+01:00,56.84840425,52.26271055,83.03859539
2030,sc01,03-06 11:00:00+01:00,56.84840425,52.08326775,84.45863651
2030,sc01,03-06 12:00:00+01:00,57.25383475,52.2402802,83.87258779
2030,sc01,03-06 13:00:00+01:00,57.2009525,52.12812845,83.8049668
2030,sc01,03-06 14:00:00+01:00,56.97179615,52.1505588,83.4443214
2030,sc01,03-06 15:00:00+01:00,57.3419718,51.56736975,81.3255299
2030,sc01,03-06 16:00:00+01:00,57.3595992,51.99354634,80.4915375
2030,sc01,03-06 17:00:00+01:00,60.8321994,55.73941445,81.16774754
2030,sc01,03-06 18:00:00+01:00,64.09327064,63.02927749,88.58351784
2030,sc01,03-06 19:00:00+01:00,62.8417244,62.87226504,87.81714645
2030,sc01,03-06 20:00:00+01:00,59.8098095,63.61246655,84.72912055
2030,sc01,03-06 21:00:00+01:00,54.0280183,59.8441681,79.16165771
2030,sc01,03-06 22:00:00+01:00,49.33912667,55.2908075,72.0163714
2030,sc01,03-06 23:00:00+01:00,47.02993568,51.18605385,65.7050775
2030,sc01,03-07 00:00:00+01:00,46.27195695,49.14489218,61.3773331
2030,sc01,03-07 01:00:00+01:00,45.79601682,48.47198174,59.03313825
2030,sc01,03-07 02:00:00+01:00,46.14856507,48.06823548,57.6581778
2030,sc01,03-07 03:00:00+01:00,47.98181593,48.22524791,57.18483076
2030,sc01,03-07 04:00:00+01:00,52.68833501,49.25704391,57.5905568
2030,sc01,03-07 05:00:00+01:00,61.04372835,52.6215961,60.74620375
2030,sc01,03-07 06:00:00+01:00,63.24715485,54.10199905,67.77878835
2030,sc01,03-07 07:00:00+01:00,60.65592531,54.57303635,74.40564695
2030,sc01,03-07 08:00:00+01:00,58.20571501,55.15622541,80.3112148
2030,sc01,03-07 09:00:00+01:00,57.27146215,55.87399656,82.79065169
2030,sc01,03-07 10:00:00+01:00,57.13044285,55.4926806,85.6081936
2030,sc01,03-07 11:00:00+01:00,56.6545027,55.4926806,85.9237583
2030,sc01,03-07 12:00:00+01:00,56.23144485,54.88706125,84.7065802
2030,sc01,03-07 13:00:00+01:00,56.14330776,54.70761846,83.8951281
2030,sc01,03-07 14:00:00+01:00,55.87889659,54.32630254,83.03859539
2030,sc01,03-07 15:00:00+01:00,55.84364175,53.33936725,82.0242803
2030,sc01,03-07 16:00:00+01:00,56.09042556,53.92255625,81.05504585
2030,sc01,03-07 17:00:00+01:00,58.7697922,58.58806865,81.7763366
2030,sc01,03-07 18:00:00+01:00,61.46678625,66.10223515,88.83146155
2030,sc01,03-07 19:00:00+01:00,60.03896585,65.02557845,87.36633975
2030,sc01,03-07 20:00:00+01:00,57.7474023,63.09656856,84.3233945
2030,sc01,03-07 21:00:00+01:00,53.886999,60.5395089,79.9280291
2030,sc01,03-07 22:00:00+01:00,49.92083127,57.13009599,73.4138722
2030,sc01,03-07 23:00:00+01:00,47.96418852,53.45151895,67.32798166
2030,sc01,03-08 00:00:00+01:00,46.57162296,51.09633245,62.66213225
2030,sc01,03-08 01:00:00+01:00,45.98991836,49.61592948,59.34870295
2030,sc01,03-08 02:00:00+01:00,45.60211529,48.92058871,57.81596015
2030,sc01,03-08 03:00:00+01:00,46.36009402,48.83086731,56.8241854
2030,sc01,03-08 04:00:00+01:00,48.15809005,49.32433496,56.98196776
2030,sc01,03-08 05:00:00+01:00,51.36627906,50.80473789,58.2893072
2030,sc01,03-08 06:00:00+01:00,53.79886194,50.0869668,59.50648531
2030,sc01,03-08 07:00:00+01:00,56.60162049,50.35613095,62.05354321
2030,sc01,03-08 08:00:00+01:00,57.25383475,51.79167325,66.17842455
2030,sc01,03-08 09:00:00+01:00,57.00705095,52.8683299,69.10866816
2030,sc01,03-08 10:00:00+01:00,55.98466105,52.55430505,70.73157229
2030,sc01,03-08 11:00:00+01:00,54.486331,51.7243822,69.76233785
2030,sc01,03-08 12:00:00+01:00,52.93511875,51.09633245,68.4549984
2030,sc01,03-08 13:00:00+01:00,52.37104155,50.42342199,67.01241695
2030,sc01,03-08 14:00:00+01:00,51.91272886,49.9523847,65.29935144
2030,sc01,03-08 15:00:00+01:00,52.23002225,49.75051157,63.96947169
2030,sc01,03-08 16:00:00+01:00,53.1819025,50.13182749,64.2850364
2030,sc01,03-08 17:00:00+01:00,56.54873825,54.28144185,67.68862699
2030,sc01,03-08 18:00:00+01:00,59.42200646,62.01991186,76.8625435
2030,sc01,03-08 19:00:00+01:00,58.20571501,61.86289941,78.0121006
2030,sc01,03-08 20:00:00+01:00,56.23144485,59.77687705,75.84822839
2030,sc01,03-08 21:00:00+01:00,53.0232558,57.82543679,72.9856058
2030,sc01,03-08 22:00:00+01:00,49.69167491,55.73941445,68.4549984
2030,sc01,03-08 23:00:00+01:00,47.71740476,52.77860855,64.37519769
2030,sc01,03-09 00:00:00+01:00,46.85366155,50.6925862,60.5208004
2030,sc01,03-09 01:00:00+01:00,46.43060366,49.45891705,58.46962985
2030,sc01,03-09 02:00:00+01:00,46.51874072,49.05517078,57.29753245
2030,sc01,03-09 03:00:00+01:00,47.29434686,49.10003148,56.7791047
2030,sc01,03-09 04:00:00+01:00,48.70453983,49.36919565,56.5086207
2030,sc01,03-09 05:00:00+01:00,51.4367887,50.6925862,57.2299114
2030,sc01,03-09 06:00:00+01:00,53.62258786,49.57106878,56.80164505
2030,sc01,03-09 07:00:00+01:00,54.23954726,49.57106878,57.9962828
2030,sc01,03-09 08:00:00+01:00,54.09852795,50.40099165,60.092534
2030,sc01,03-09 09:00:00+01:00,53.7107249,51.18605385,62.5268902
2030,sc01,03-09 10:00:00+01:00,53.0232558,50.6925862,64.05963305
2030,sc01,03-09 11:00:00+01:00,52.6001979,50.4682827,64.4878994
2030,sc01,03-09 12:00:00+01:00,52.21239485,50.42342199,64.46535905
2030,sc01,03-09 13:00:00+01:00,51.8422192,49.9523847,63.83422965
2030,sc01,03-09 14:00:00+01:00,51.48967095,49.81780261,63.518665
2030,sc01,03-09 15:00:00+01:00,52.4415512,49.84023296,63.31580196
2030,sc01,03-09 16:00:00+01:00,54.06327315,50.26640955,63.789149
2030,sc01,03-09 17:00:00+01:00,57.65926521,54.8646309,67.89149005
2030,sc01,03-09 18:00:00+01:00,61.20237505,61.97505115,75.62282505
2030,sc01,03-09 19:00:00+01:00,59.6864176,61.30214071,76.81746285
2030,sc01,03-09 20:00:00+01:00,57.07756061,59.61986466,74.92407465
2030,sc01,03-09 21:00:00+01:00,52.37104155,56.18802139,71.47540335
2030,sc01,03-09 22:00:00+01:00,47.84079664,53.20478515,66.1558842
2030,sc01,03-09 23:00:00+01:00,45.77838941,49.907524,61.71543815
2030,sc01,03-10 00:00:00+01:00,44.98515587,48.51684243,58.4921702
2030,sc01,03-10 01:00:00+01:00,45.10854775,47.57476783,56.7114837
2030,sc01,03-10 02:00:00+01:00,45.44346858,47.30560365,55.90003165
2030,sc01,03-10 03:00:00+01:00,47.45299357,47.50747678,55.3590636
2030,sc01,03-10 04:00:00+01:00,52.4062964,48.38226035,56.10289465
2030,sc01,03-10 05:00:00+01:00,60.42676895,51.43278765,59.86713066
2030,sc01,03-10 06:00:00+01:00,62.17188275,53.8328349,66.1558842
2030,sc01,03-10 07:00:00+01:00,60.7969446,55.066504,72.5122588
2030,sc01,03-10 08:00:00+01:00,58.6640277,56.5693373,77.62891489
2030,sc01,03-10 09:00:00+01:00,57.58875555,56.614198,82.0919013
2030,sc01,03-10 10:00:00+01:00,56.7778946,56.21045175,84.77420119
2030,sc01,03-10 11:00:00+01:00,56.70738496,55.6721234,84.77420119
2030,sc01,03-10 12:00:00+01:00,56.0551707,55.7169841,85.49549195
2030,sc01,03-10 13:00:00+01:00,55.87889659,55.3805289,84.16561215
2030,sc01,03-10 14:00:00+01:00,55.64974025,54.75247915,83.4217811
2030,sc01,03-10 15:00:00+01:00,55.86126915,54.10199905,83.24145839
2030,sc01,03-10 16:00:00+01:00,57.25383475,54.48331495,83.9402088
2030,sc01,03-10 17:00:00+01:00,61.37864919,59.0366756,88.76384055
2030,sc01,03-10 18:00:00+01:00,63.63495795,67.380765,95.05259409
2030,sc01,03-10 19:00:00+01:00,61.88984415,67.13403115,92.6858589
2030,sc01,03-10 20:00:00+01:00,58.6464003,64.0610735,86.78029105
2030,sc01,03-10 21:00:00+01:00,53.46394111,59.9787502,79.9731098
2030,sc01,03-10 22:00:00+01:00,48.73979466,55.1113647,72.1516134
2030,sc01,03-10 23:00:00+01:00,46.53636814,51.14119315,65.0514078
2030,sc01,03-11 00:00:00+01:00,45.40821376,48.89815835,60.83636505
2030,sc01,03-11 01:00:00+01:00,45.02041069,47.7990713,58.17660551
2030,sc01,03-11 02:00:00+01:00,45.09092033,47.14859121,57.2299114
2030,sc01,03-11 03:00:00+01:00,46.90654379,47.30560365,56.62132234
2030,sc01,03-11 04:00:00+01:00,51.5601806,47.95608375,57.43277445
2030,sc01,03-11 05:00:00+01:00,59.3691242,50.6028648,60.6109617
2030,sc01,03-11 06:00:00+01:00,61.5549233,52.0159767,66.62923125
2030,sc01,03-11 07:00:00+01:00,59.13996786,53.3842279,71.9487504
2030,sc01,03-11 08:00:00+01:00,57.13044285,54.52817566,76.38919646
2030,sc01,03-11 09:00:00+01:00,56.54873825,55.40295925,79.4096014
2030,sc01,03-11 10:00:00+01:00,56.3019545,55.2010861,82.04682065
2030,sc01,03-11 11:00:00+01:00,56.40771895,55.13379505,82.9258937
2030,sc01,03-11 12:00:00+01:00,56.09042556,54.95435225,82.9258937
2030,sc01,03-11 13:00:00+01:00,56.0375433,54.70761846,82.81319205
2030,sc01,03-11 14:00:00+01:00,55.94940626,54.0795687,81.91157861
2030,sc01,03-11 15:00:00+01:00,56.24907225,53.6533921,80.85218285
2030,sc01,03-11 16:00:00+01:00,57.05993319,54.10199905,79.58992404
2030,sc01,03-11 17:00:00+01:00,60.86745425,59.05910595,80.80710221
2030,sc01,03-11 18:00:00+01:00,64.21666255,68.25554855,88.49335655
2030,sc01,03-11 19:00:00+01:00,62.7183325,68.03124511,87.8396868
2030,sc01,03-11 20:00:00+01:00,59.54539829,65.90036205,84.45863651
2030,sc01,03-11 21:00:00+01:00,54.22191985,61.41429245,79.18419804
2030,sc01,03-11 22:00:00+01:00,49.60353786,56.30017315,71.79096805
2030,sc01,03-11 23:00:00+01:00,47.6468951,52.1056981,65.5698355
2030,sc01,03-12 00:00:00+01:00,46.34246659,49.9523847,60.70112305
2030,sc01,03-12 01:00:00+01:00,45.54923305,48.78600661,58.64995255
2030,sc01,03-12 02:00:00+01:00,45.77838941,48.18038722,57.25245176
2030,sc01,03-12 03:00:00+01:00,47.10044532,48.29253895,57.07212905
2030,sc01,03-12 04:00:00+01:00,51.9656111,49.48134739,57.7934198
2030,sc01,03-12 05:00:00+01:00,60.00371105,52.8683299,61.06176845
2030,sc01,03-12 06:00:00+01:00,62.2600198,54.5057453,66.83209425
2030,sc01,03-12 07:00:00+01:00,60.92033645,54.9767826,72.7151218
2030,sc01,03-12 08:00:00+01:00,58.61114544,55.96371795,77.26826956
2030,sc01,03-12 09:00:00+01:00,58.15283274,56.68148905,80.85218285
2030,sc01,03-12 10:00:00+01:00,57.27146215,56.30017315,82.1595223
2030,sc01,03-12 11:00:00+01:00,56.68975755,55.55997164,82.24968365
2030,sc01,03-12 12:00:00+01:00,56.0375433,55.2908075,82.94843405
2030,sc01,03-12 13:00:00+01:00,55.40295646,54.57303635,83.01605505
2030,sc01,03-12 14:00:00+01:00,55.596858,53.72068315,82.81319205
2030,sc01,03-12 15:00:00+01:00,55.96703365,53.4739493,80.7394812
2030,sc01,03-12 16:00:00+01:00,56.7778946,53.8328349,79.90548876
2030,sc01,03-12 17:00:00+01:00,60.5501608,58.45348655,80.67186015
2030,sc01,03-12 18:00:00+01:00,64.65734785,68.25554855,87.9073078
2030,sc01,03-12 19:00:00+01:00,63.52919345,68.43499135,87.02823475
2030,sc01,03-12 20:00:00+01:00,61.1318654,66.19195655,83.98528945
2030,sc01,03-12 21:00:00+01:00,55.80838695,61.79560835,78.41782665
2030,sc01,03-12 22:00:00+01:00,51.1547501,56.59176765,70.95697565
2030,sc01,03-12 23:00:00+01:00,49.03946066,52.19541951,65.07394811
2030,sc01,03-13 00:00:00+01:00,48.12283523,49.92995435,60.5208004
2030,sc01,03-13 01:00:00+01:00,48.10520782,48.98787973,58.40200885
2030,sc01,03-13 02:00:00+01:00,48.49301089,48.38226035,57.47785509
2030,sc01,03-13 03:00:00+01:00,50.5730455,48.4495514,57.3426131
2030,sc01,03-13 04:00:00+01:00,56.0727981,49.57106878,57.36515345
2030,sc01,03-13 05:00:00+01:00,64.92175905,53.15992445,60.79128439
2030,sc01,03-13 06:00:00+01:00,66.56110835,55.1113647,66.74193295
2030,sc01,03-13 07:00:00+01:00,63.8817417,55.51511095,72.37701675
2030,sc01,03-13 08:00:00+01:00,60.7969446,56.38989455,77.58383425
2030,sc01,03-13 09:00:00+01:00,58.805047,56.614198,81.03250555
2030,sc01,03-13 10:00:00+01:00,57.28908955,55.4702503,82.94843405
2030,sc01,03-13 11:00:00+01:00,56.47822861,55.31323785,83.6246441
2030,sc01,03-13 12:00:00+01:00,56.0375433,55.31323785,83.5570231
2030,sc01,03-13 13:00:00+01:00,55.6144854,54.70761846,82.88081305
2030,sc01,03-13 14:00:00+01:00,55.297192,54.48331495,81.7763366
2030,sc01,03-13 15:00:00+01:00,55.80838695,53.6533921,80.85218285
2030,sc01,03-13 16:00:00+01:00,57.43010884,53.8328349,80.08581145
2030,sc01,03-13 17:00:00+01:00,61.62543295,58.67779,81.50585261
2030,sc01,03-13 18:00:00+01:00,64.2871722,68.47985205,89.19210695
2030,sc01,03-13 19:00:00+01:00,63.17664525,68.56957346,88.98924391
2030,sc01,03-13 20:00:00+01:00,60.514906,66.14709586,84.3910155
2030,sc01,03-13 21:00:00+01:00,55.01515341,62.24421535,79.0264157
2030,sc01,03-13 22:00:00+01:00,50.00896835,57.3992602,71.79096805
2030,sc01,03-13 23:00:00+01:00,47.80554181,53.0926334,65.34443215
2030,sc01,03-14 00:00:00+01:00,46.83603413,50.62529515,60.79128439
2030,sc01,03-14 01:00:00+01:00,46.11331024,49.21218322,58.67249291
2030,sc01,03-14 02:00:00+01:00,46.67738743,48.71871556,57.38769376
2030,sc01,03-14 03:00:00+01:00,48.54589312,48.96544939,56.8467257
2030,sc01,03-14 04:00:00+01:00,53.92225385,50.22154885,57.7934198
2030,sc01,03-14 05:00:00+01:00,61.76645225,53.76554386,61.0392281
2030,sc01,03-14 06:00:00+01:00,64.19903515,55.96371795,66.80955395
2030,sc01,03-14 07:00:00+01:00,62.17188275,56.90579255,72.87290415
2030,sc01,03-14 08:00:00+01:00,60.3738867,57.8702975,77.98956025
2030,sc01,03-14 09:00:00+01:00,59.2457323,56.38989455,82.475087
2030,sc01,03-14 10:00:00+01:00,57.99418604,57.93758855,86.01391965
2030,sc01,03-14 11:00:00+01:00,57.3595992,57.37682985,86.35202469
2030,sc01,03-14 12:00:00+01:00,56.49585601,56.0534393,84.5262575
2030,sc01,03-14 13:00:00+01:00,56.23144485,55.1113647,83.9402088
2030,sc01,03-14 14:00:00+01:00,55.596858,54.61789705,81.6410946
2030,sc01,03-14 15:00:00+01:00,56.09042556,54.23658116,80.01819046
2030,sc01,03-14 16:00:00+01:00,57.43010884,56.3674642,79.4096014
2030,sc01,03-14 17:00:00+01:00,61.5372959,62.76011334,81.82141725
2030,sc01,03-14 18:00:00+01:00,64.39293665,71.14906344,89.1019456
2030,sc01,03-14 19:00:00+01:00,63.4586838,70.7677475,87.56920281
2030,sc01,03-14 20:00:00+01:00,61.3962766,68.928459,84.05291045
2030,sc01,03-14 21:00:00+01:00,57.81791189,66.66299385,79.77024676
2030,sc01,03-14 22:00:00+01:00,53.07613806,62.49094915,73.27863021
2030,sc01,03-14 23:00:00+01:00,50.5201633,58.07217064,68.09435305
2030,sc01,03-15 00:00:00+01:00,49.56828303,54.88706125,64.14979436
2030,sc01,03-15 01:00:00+01:00,48.84555913,53.22721549,60.79128439
2030,sc01,03-15 02:00:00+01:00,49.02183325,51.79167325,58.87535591
2030,sc01,03-15 03:00:00+01:00,49.86794903,51.3654966,58.15406515
2030,sc01,03-15 04:00:00+01:00,51.8245918,51.85896425,58.31184751
2030,sc01,03-15 05:00:00+01:00,56.28432705,53.33936725,59.79950966
2030,sc01,03-15 06:00:00+01:00,60.0742207,53.2720762,60.7236634
2030,sc01,03-15 07:00:00+01:00,64.95701385,53.92255625,63.518665
