,Node,Technology,MutuallyExclusive,StorageType,OutflowsType,EnergyType,MustRun,BinaryCommitment,NoOperatingReserve,InitialPeriod,FinalPeriod,MaximumPower,MinimumPower,MaximumCharge,MinimumCharge,InitialStorage,MaximumStorage,MinimumStorage,Efficiency,ShiftTime,EFOR,RampUp,RampDown,UpTime,DownTime,FuelCost,LinearTerm,ConstantTerm,OMVariableCost,OperReserveCost,StartUpCost,ShutDownCost,CO2EmissionRate,Availability,FixedInvestmentCost,FixedChargeRate,StorageInvestment,BinaryInvestment,Inertia,FixedRetirementCost,BinaryRetirement,MaximumReactivePower,MinimumReactivePower,InvestmentLo,InvestmentUp,RetirementLo,RetirementUp,ProductionFunction
104_PV_1,Node_104,Solar,,,,,,,yes,2015,2050,26.8,0,0,0,0,0,0,0,0,0,1608,1608,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
212_CSP_1,Node_212,Solar,,Daily,Daily,,,,yes,2015,2050,200,30,200,0,0,1.2,0,0.8,0,0.04,1200,1200,1,1,0,0.00083,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
101_PV_2,Node_101,Solar,,,,,,,yes,2015,2050,26.7,0,0,0,0,0,0,0,0,0,1602,1602,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
101_PV_3,Node_101,Solar,,,,,,,yes,2015,2050,26.2,0,0,0,0,0,0,0,0,0,1572,1572,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
101_PV_4,Node_101,Solar,,,,,,,yes,2015,2050,25.8,0,0,0,0,0,0,0,0,0,1548,1548,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
103_PV_1,Node_103,Solar,,,,,,,yes,2015,2050,61.5,0,0,0,0,0,0,0,0,0,3690,3690,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
119_PV_1,Node_119,Solar,,,,,,,yes,2015,2050,66.6,0,0,0,0,0,0,0,0,0,3996,3996,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
308_RTPV_1,Node_308,Solar,,,,,,,yes,2015,2050,100.9,0,0,0,0,0,0,0,0,0,6054,6054,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_1,Node_313,Solar,,,,,,,yes,2015,2050,101.7,0,0,0,0,0,0,0,0,0,6102,6102,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_2,Node_313,Solar,,,,,,,yes,2015,2050,63.1,0,0,0,0,0,0,0,0,0,3786,3786,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_3,Node_313,Solar,,,,,,,yes,2015,2050,65.4,0,0,0,0,0,0,0,0,0,3924,3924,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_4,Node_313,Solar,,,,,,,yes,2015,2050,67,0,0,0,0,0,0,0,0,0,4020,4020,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_5,Node_313,Solar,,,,,,,yes,2015,2050,64.8,0,0,0,0,0,0,0,0,0,3888,3888,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_6,Node_313,Solar,,,,,,,yes,2015,2050,63.8,0,0,0,0,0,0,0,0,0,3828,3828,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_7,Node_313,Solar,,,,,,,yes,2015,2050,64.1,0,0,0,0,0,0,0,0,0,3846,3846,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_8,Node_313,Solar,,,,,,,yes,2015,2050,66.6,0,0,0,0,0,0,0,0,0,3996,3996,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_9,Node_313,Solar,,,,,,,yes,2015,2050,62.4,0,0,0,0,0,0,0,0,0,3744,3744,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_10,Node_313,Solar,,,,,,,yes,2015,2050,66.9,0,0,0,0,0,0,0,0,0,4014,4014,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_11,Node_313,Solar,,,,,,,yes,2015,2050,65.2,0,0,0,0,0,0,0,0,0,3912,3912,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_12,Node_313,Solar,,,,,,,yes,2015,2050,27.8,0,0,0,0,0,0,0,0,0,1668,1668,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_1,Node_320,Solar,,,,,,,yes,2015,2050,27.3,0,0,0,0,0,0,0,0,0,1638,1638,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_2,Node_320,Solar,,,,,,,yes,2015,2050,27,0,0,0,0,0,0,0,0,0,1620,1620,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_3,Node_320,Solar,,,,,,,yes,2015,2050,28.3,0,0,0,0,0,0,0,0,0,1698,1698,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
313_RTPV_13,Node_313,Solar,,,,,,,yes,2015,2050,27.2,0,0,0,0,0,0,0,0,0,1632,1632,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_4,Node_320,Solar,,,,,,,yes,2015,2050,27,0,0,0,0,0,0,0,0,0,1620,1620,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_5,Node_320,Solar,,,,,,,yes,2015,2050,28.2,0,0,0,0,0,0,0,0,0,1692,1692,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_1,Node_118,Solar,,,,,,,yes,2015,2050,9.3,0,0,0,0,0,0,0,0,0,558,558,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_2,Node_118,Solar,,,,,,,yes,2015,2050,9.7,0,0,0,0,0,0,0,0,0,582,582,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_3,Node_118,Solar,,,,,,,yes,2015,2050,9.4,0,0,0,0,0,0,0,0,0,564,564,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_4,Node_118,Solar,,,,,,,yes,2015,2050,9.1,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_5,Node_118,Solar,,,,,,,yes,2015,2050,9.1,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_6,Node_118,Solar,,,,,,,yes,2015,2050,9.7,0,0,0,0,0,0,0,0,0,582,582,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
320_RTPV_6,Node_320,Solar,,,,,,,yes,2015,2050,9.4,0,0,0,0,0,0,0,0,0,564,564,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_7,Node_118,Solar,,,,,,,yes,2015,2050,11.8,0,0,0,0,0,0,0,0,0,708,708,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_8,Node_118,Solar,,,,,,,yes,2015,2050,11.2,0,0,0,0,0,0,0,0,0,672,672,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_9,Node_118,Solar,,,,,,,yes,2015,2050,10.3,0,0,0,0,0,0,0,0,0,618,618,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
118_RTPV_10,Node_118,Solar,,,,,,,yes,2015,2050,4.5,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
213_RTPV_1,Node_213,Solar,,,,,,,yes,2015,2050,13.2,0,0,0,0,0,0,0,0,0,792,792,0,0,0,0,0,0,0,0,0,0,0.32,,,,,0,,,0,0,0,0,0,0,
309_WIND_1,Node_309,Wind,,,,,,,yes,2015,2050,148.3,0,0,0,0,0,0,0,0,0,8898,8898,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,
317_WIND_1,Node_317,Wind,,,,,,,yes,2015,2050,799.1,0,0,0,0,0,0,0,0,0,47946,47946,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,
303_WIND_1,Node_303,Wind,,,,,,,yes,2015,2050,847,0,0,0,0,0,0,0,0,0,50820,50820,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,
122_WIND_1,Node_122,Wind,,,,,,,yes,2015,2050,713.5,0,0,0,0,0,0,0,0,0,42810,42810,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,
313_STORAGE_1,Node_313,Storage,,Daily,Daily,,,,,2015,2050,50,0,50,0,0.075,0.15,0,0.85,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0.31,,,,,0,,,0,0,0,0,0,0,
