,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Ons_W102,Ons_W103,Ons_W104,Ons_W105,Sol_S106,Sol_S107,Sol_S108,Sol_S109,STATCON_SC001,Ant_CG1,Gas_CG2,Sub_CG3,ESS_CG4,ESS_CG5,ESS_CG6,ESS_CG7,ESS_CG8,ESS_CG9,Ons_CG10,Sol_CG11,STATCON_CG12,STATCON_CG13
sc01,y2030,2030-01-10T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.9464294,290.7839117,904.5689174,252.6248076,369.0292872,353.191608,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,432.7850837,0.00006,,
sc01,y2030,2030-01-10T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.3019678,302.6043905,941.3399952,262.8941042,384.0304711,367.548984,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,450.3779652,0.00006,,
sc01,y2030,2030-01-10T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.2014861,321.6061447,1000.450542,279.4022887,408.1452984,390.628872,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,478.6590202,0.00006,,
sc01,y2030,2030-01-11T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.6026665,334.1387878,1039.437017,290.2902934,424.0502786,405.851256,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,497.3118437,0.00006,,
sc01,y2030,2030-01-11T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0416011,333.0755801,1036.129596,289.3666087,422.7009785,404.559864,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,495.7294301,0.00006,,
sc01,y2030,2030-01-11T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.805912,359.4771079,1118.259316,312.3035064,456.2067418,436.627656,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,535.0238578,0.00006,,
sc01,y2030,2030-01-11T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.7045279,392.7808898,1221.86053,341.2368869,498.4720476,477.079056,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,584.5911806,0.00006,,
sc01,y2030,2030-01-11T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0663149,429.1244405,1334.917837,372.8111318,544.5950758,521.222616,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,638.6827104,0.00006,,
sc01,y2030,2030-01-11T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.7459607,457.5115392,1423.22426,397.4730372,580.620696,555.70212,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,680.9323411,0.00006,,
sc01,y2030,2030-01-11T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.1325406,460.4991432,1432.518082,400.0685827,584.4122174,559.33092,0.000012,0.000012,0.000012,0.024180701,,,,,,,,,,,685.378909,0.00006,,
sc01,y2030,2030-01-11T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.4262418,479.7693667,1492.463783,416.8100059,608.867755,582.736896,0.223673568,0.191329788,0.416209524,0.297249886,,,,,,,,,,,714.0595373,0.326371812,,
sc01,y2030,2030-01-11T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.3300048,496.730777,1545.22724,431.5455979,630.3932138,603.338544,4.502583984,3.851498633,8.378363014,5.983686842,,,,,,,,,,,739.3038686,6.569915796,,
sc01,y2030,2030-01-11T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7931614,489.5543626,1522.90289,425.3109326,621.2857392,594.621936,85.69790813,73.30576778,159.4658059,113.8878136,,,,,,,,,,,728.6229298,125.0455388,,
sc01,y2030,2030-01-11T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.3146842,470.1582922,1462.565707,408.4601772,596.6704913,571.063104,218.613813,187.0016872,406.7943857,290.5257518,,,,,,,,,,,699.7549987,318.9889069,,
sc01,y2030,2030-01-11T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.1970765,441.472907,1373.331377,383.5391292,560.2663207,536.221296,307.0366138,262.6383211,571.3306442,408.0347978,,,,,,,,,,,657.061417,448.0104546,,
sc01,y2030,2030-01-11T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.694829,415.249865,1291.756889,360.7572946,526.9870706,504.370296,346.099038,296.0522172,644.0176109,459.9466147,,,,,,,,,,,618.0326366,505.0081343,,
sc01,y2030,2030-01-11T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6670921,397.5229406,1236.612073,345.3566458,504.4901095,482.83884,363.2619878,310.7333599,675.9542551,482.7552324,,,,,,,,,,,591.6489605,530.0513394,,
sc01,y2030,2030-01-11T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6044038,368.87496,1147.494101,320.4680935,468.1334081,448.042464,352.9308943,301.8961694,656.7302604,469.0257766,,,,,,,,,,,549.0110491,514.9767924,,
sc01,y2030,2030-01-11T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.816901,338.3711676,1052.603079,293.9672647,429.421525,410.991984,307.8882888,263.3668416,572.9154326,409.1666273,,,,,,,,,,,503.6110603,449.2531708,,
sc01,y2030,2030-01-11T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0090664,320.1129355,995.8054759,278.1050309,406.2502901,388.815192,197.2113329,168.6940614,366.9688658,262.0830312,,,,,,,,,,,476.4366185,287.7596189,,
sc01,y2030,2030-01-11T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.5759143,298.7045004,929.208239,259.5059902,379.0811818,362.812104,53.26264166,45.5607252,99.11058818,70.78312572,,,,,,,,,,,444.573606,77.71783314,,
sc01,y2030,2030-01-11T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8115964,292.0542362,908.5206355,253.7284294,370.6414361,354.734568,0.615004834,0.526073534,1.14439481,0.817307647,,,,,,,,,,,434.6757571,0.897380256,,
sc01,y2030,2030-01-11T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0049135,275.8400232,858.0815551,239.6419816,350.0642335,335.04048,0.000012,0.000012,0.036034411,0.025735174,,,,,,,,,,,410.5435092,0.00006,,
sc01,y2030,2030-01-11T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.7571562,261.3686386,813.064055,227.0696533,331.698827,317.463264,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,389.0051806,0.00006,,
sc01,y2030,2030-01-11T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2856727,239.2530185,744.2669117,207.8562305,303.6322416,290.601216,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,356.0896373,0.00006,,
sc01,y2030,2030-01-11T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.6565478,214.9867979,668.7796922,186.7744268,272.8363627,261.127008,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,319.9732706,0.00006,,
sc01,y2030,2030-01-11T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.8241982,217.1442155,675.4909745,188.64873,275.5743074,263.747448,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,323.1842398,0.00006,,
sc01,y2030,2030-01-12T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.2276881,225.5919622,701.7701762,195.9878926,286.2952099,274.00824,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,335.7573521,0.00006,,
sc01,y2030,2030-01-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2304314,233.085691,725.0816249,202.4982314,295.8053832,283.110264,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,346.910562,0.00006,,
sc01,y2030,2030-01-12T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2645172,247.4115485,769.6464199,214.9441298,313.9861037,300.51072,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,368.2322969,0.00006,,
sc01,y2030,2030-01-12T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.4144351,278.1621739,865.3052885,241.6594003,353.0112386,337.861008,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,413.999657,0.00006,,
sc01,y2030,2030-01-12T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.6590126,296.7178622,923.0282167,257.7800554,376.5599707,360.399096,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,441.6168146,0.00006,,
sc01,y2030,2030-01-12T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.9262564,304.3917365,946.9000606,264.4468997,386.2987637,369.719928,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,453.0381422,0.00006,,
sc01,y2030,2030-01-12T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.6218869,323.9357052,1007.697326,281.4261449,411.101707,393.4584,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,482.1261965,0.00006,,
sc01,y2030,2030-01-12T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3177118,345.5230409,1074.851086,300.1806094,438.497855,419.678784,0.205608125,0.175876656,0.38259353,0.273241906,,,,,,,,,,,514.2554736,0.300011748,,
sc01,y2030,2030-01-12T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6218979,368.8868748,1147.531165,320.478445,468.148529,448.056936,3.23111478,2.763887182,6.012425899,4.293974098,,,,,,,,,,,549.0287822,4.714659876,,
sc01,y2030,2030-01-12T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.474838,377.6407325,1174.762615,328.0835477,479.2579118,458.689536,69.8369699,59.73836246,129.9519316,92.80949772,,,,,,,,,,,562.0574914,101.9021551,,
sc01,y2030,2030-01-12T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.1438333,370.6045099,1152.874375,321.9706776,470.3283528,450.143208,203.4157075,174.0012673,378.5139038,270.3283044,,,,,,,,,,,551.5852061,296.8126913,,
sc01,y2030,2030-01-12T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3866938,356.4672746,1108.896345,309.6886488,452.3870098,432.971856,295.1681381,252.4860578,549.2459042,392.2622458,,,,,,,,,,,530.544205,430.6926467,,
sc01,y2030,2030-01-12T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.6172242,362.7539878,1128.453016,315.1503667,460.3653785,440.607816,339.8409871,290.6990966,632.3726923,451.6300085,,,,,,,,,,,539.9009664,495.8767402,,
sc01,y2030,2030-01-12T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2399547,382.9293842,1191.214523,332.6781782,485.9696568,465.113232,354.5274115,303.2618261,659.7010435,471.1474603,,,,,,,,,,,569.9287992,517.3063399,,
sc01,y2030,2030-01-12T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.1795166,382.2071429,1188.967778,332.0507155,485.0530716,464.235984,333.6008714,285.3613181,620.7611479,443.3372376,,,,,,,,,,,568.8538589,486.7715166,,
sc01,y2030,2030-01-12T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9686204,375.2527238,1167.334012,326.0089138,476.2273279,455.789016,268.0078507,229.2532187,498.7063145,356.1677153,,,,,,,,,,,558.5033246,391.061892,,
sc01,y2030,2030-01-12T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.861221,352.0229172,1095.070863,305.8275173,446.7467458,427.573656,149.1442604,127.5776125,277.5261406,198.2045315,,,,,,,,,,,523.9294939,217.6228663,,
sc01,y2030,2030-01-12T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.3032114,357.772573,1112.956859,310.822655,454.0435435,434.557296,35.68860564,30.52794048,66.40899862,47.42819698,,,,,,,,,,,532.4869315,52.07479411,,
sc01,y2030,2030-01-12T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.498351,399.4512492,1242.610645,347.0319058,506.9372957,485.181,0.358449562,0.306616824,0.666999343,0.476359783,,,,,,,,,,,594.5189376,0.523029324,,
sc01,y2030,2030-01-12T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.4310953,428.0107279,1331.453308,371.8435702,543.181681,519.86988,0.000012,0.000012,0.000012,0.024180701,,,,,,,,,,,637.0251283,0.00006,,
sc01,y2030,2030-01-12T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.524662,443.058175,1378.262819,384.9163646,562.2781589,538.146792,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,659.420833,0.00006,,
sc01,y2030,2030-01-12T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.7896475,454.1359022,1412.723348,394.5403798,576.3367284,551.602008,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,675.9082483,0.00006,,
sc01,y2030,2030-01-12T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.423601,470.9135513,1464.915162,409.116325,597.6289788,571.980456,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,700.8790805,0.00006,,
sc01,y2030,2030-01-12T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.5363262,481.206499,1496.934406,418.0585459,610.691597,584.482464,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,716.1984778,0.00006,,
sc01,y2030,2030-01-13T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.5224577,472.3430366,1469.361998,410.3582213,599.4431165,573.716736,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,703.0066397,0.00006,,
sc01,y2030,2030-01-13T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0358145,451.5792482,1404.770124,392.3192314,573.0921192,548.496648,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,672.10308,0.00006,,
sc01,y2030,2030-01-13T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.1535446,431.2270853,1341.458732,374.6378498,547.2635093,523.776528,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,641.8121587,0.00006,,
sc01,y2030,2030-01-13T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.7067791,409.1283002,1272.713959,355.4390527,519.2182889,496.934928,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,608.9216717,0.00006,,
sc01,y2030,2030-01-13T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.078384,408.700314,1271.382582,355.0672306,518.6751384,496.415088,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,608.2846829,0.00006,,
sc01,y2030,2030-01-13T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.9458244,405.2046396,1260.508259,352.0302878,514.2388327,492.169176,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,603.0819336,0.00006,,
sc01,y2030,2030-01-13T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.1416337,403.2947662,1254.567036,350.371044,511.8150427,489.849408,0.000012,0.000012,0.036759936,0.026253331,,,,,,,,,,,600.2393947,0.00006,,
sc01,y2030,2030-01-13T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0410876,401.1830518,1247.997926,348.5364466,509.1350993,487.28448,0.204828322,0.175209614,0.381142481,0.27220559,,,,,,,,,,,597.0964474,0.298873896,,
sc01,y2030,2030-01-13T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.460121,408.9603067,1272.191366,355.2931049,519.0050909,496.73088,2.826266923,2.417581378,5.259089081,3.755953531,,,,,,,,,,,608.6716402,4.123928784,,
sc01,y2030,2030-01-13T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.6440062,407.0423124,1266.22488,353.6268058,516.5709946,494.401248,70.93545276,60.67800185,131.9959774,94.26932112,,,,,,,,,,,605.8170144,103.5049991,,
sc01,y2030,2030-01-13T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.1748382,372.6688613,1159.296147,323.7641275,472.9481887,452.650608,200.3710957,171.3969143,372.8485207,266.2821823,,,,,,,,,,,554.6576611,292.370166,,
sc01,y2030,2030-01-13T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.72704,334.223496,1039.700526,290.3638853,424.1577802,405.954144,297.126744,254.1614443,552.8904583,394.8651252,,,,,,,,,,,497.4379181,433.5505334,,
sc01,y2030,2030-01-13T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.4340826,349.0076899,1085.691111,303.2079732,442.920168,423.911304,344.1271757,294.3654912,640.3483889,457.3261178,,,,,,,,,,,519.4418126,502.130904,,
sc01,y2030,2030-01-13T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.9092933,372.4880047,1158.733539,323.6070041,472.7186662,452.430936,355.4765621,304.0737269,661.4672134,472.4088293,,,,,,,,,,,554.3884848,518.6912867,,
sc01,y2030,2030-01-13T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.851019,388.1131142,1207.34004,337.1816558,492.5482471,471.409488,337.8223363,288.9723482,628.6164074,448.9473326,,,,,,,,,,,577.6439477,492.9312394,,
sc01,y2030,2030-01-13T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0831637,378.736128,1178.170165,329.0351964,480.6480612,460.020024,282.7526306,241.8658651,526.1432527,375.7627181,,,,,,,,,,,563.6878114,412.5766405,,
sc01,y2030,2030-01-13T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.7084015,362.1350083,1126.527498,314.612615,459.5798414,439.855992,179.4244106,153.4791743,333.8711398,238.4451882,,,,,,,,,,,538.9797149,261.8059482,,
sc01,y2030,2030-01-13T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.6468339,338.2553386,1052.242759,293.8666358,429.2745283,410.851296,46.73932752,39.98069923,86.97207079,62.11399946,,,,,,,,,,,503.4386674,68.1993822,,
sc01,y2030,2030-01-13T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.018061,328.9730782,1023.367557,285.8024714,417.4945577,399.576888,0.541053492,0.46281575,1.006786896,0.719030376,,,,,,,,,,,489.6235157,0.789474648,,
sc01,y2030,2030-01-13T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2155131,331.8318715,1032.260674,288.2861098,421.1226072,403.049232,0.000012,0.000012,0.039420194,0.028153243,,,,,,,,,,,493.8783696,0.00006,,
sc01,y2030,2030-01-13T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2369693,339.338345,1055.611769,294.807521,430.6489548,412.166736,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,505.0505482,0.00006,,
sc01,y2030,2030-01-13T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.2205814,333.8785582,1038.627495,290.0642131,423.720025,405.535176,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,496.9245336,0.00006,,
sc01,y2030,2030-01-13T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6666888,333.5013137,1037.453966,289.7364739,423.2412703,405.076968,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,496.3630661,0.00006,,
sc01,y2030,2030-01-13T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.9350736,347.9867472,1082.515169,302.3210074,441.6245059,422.671248,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,517.922304,0.00006,,
sc01,y2030,2030-01-14T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.5319654,363.376998,1130.391072,315.6916202,461.1560311,441.364536,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,540.828217,0.00006,,
sc01,y2030,2030-01-14T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.6488408,391.3808062,1217.505157,340.0205338,496.6952234,475.378488,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,582.5073811,0.00006,,
sc01,y2030,2030-01-14T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.6331173,400.224114,1245.014868,347.7033485,507.9181262,486.119736,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,595.6692226,0.00006,,
sc01,y2030,2030-01-14T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.6572726,396.1540963,1232.35388,344.1674328,502.7529307,481.176216,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,589.6116562,0.00006,,
sc01,y2030,2030-01-14T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0500319,399.145909,1241.660795,346.7666347,506.5497934,484.810128,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,594.064488,0.00006,,
sc01,y2030,2030-01-14T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9369096,366.3771096,1139.723802,318.298032,464.9634254,445.008528,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,545.2934006,0.00006,,
sc01,y2030,2030-01-14T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.7287412,318.5598557,990.9741641,276.7557593,404.2793009,386.928792,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,474.1251089,0.00006,,
sc01,y2030,2030-01-14T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.338923,290.3701522,903.281797,252.2653452,368.5041917,352.689048,0.200149502,0.171207365,0.372436181,0.265987697,,,,,,,,,,,432.1692691,0.292046832,,
sc01,y2030,2030-01-14T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.2007322,280.7409386,873.3272945,243.8997576,356.2839082,340.993224,2.777269286,2.375668927,5.167914768,3.690838361,,,,,,,,,,,417.8377334,4.052434212,,
sc01,y2030,2030-01-14T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.272701,273.9791726,852.2928322,238.0253275,347.7026575,332.780256,56.87547012,48.65112926,105.8333031,75.58437636,,,,,,,,,,,407.7739325,82.989468,,
sc01,y2030,2030-01-14T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0977408,260.2384469,809.5482614,226.0877749,330.2645186,316.090512,168.8766618,144.4566575,314.2439947,224.4278093,,,,,,,,,,,387.3230722,246.4152701,,
sc01,y2030,2030-01-14T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3065135,254.9320116,793.0410334,221.4776947,323.530205,309.645216,255.6588864,218.6899466,475.7274859,339.7566199,,,,,,,,,,,379.4252969,373.042982,,
sc01,y2030,2030-01-14T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.6028307,277.6094078,863.585747,241.1791728,352.3097318,337.189608,309.8112835,265.0117666,576.4937222,411.7221818,,,,,,,,,,,413.1769538,452.0590961,,
sc01,y2030,2030-01-14T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.95334,303.0480262,942.7200538,263.2795222,384.5934818,368.087832,330.0152062,282.2941493,614.088978,438.5720854,,,,,,,,,,,451.0382453,481.5395166,,
sc01,y2030,2030-01-14T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9616786,315.9941914,982.9929106,274.526783,401.0232569,383.812488,317.9393028,271.964453,591.6182587,422.5238731,,,,,,,,,,,470.3065303,463.9190419,,
sc01,y2030,2030-01-14T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.8911278,328.2055486,1020.97993,285.1356634,416.520498,398.644632,270.0475562,230.9979773,502.5017777,358.8783718,,,,,,,,,,,488.4811714,394.0381147,,
sc01,y2030,2030-01-14T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7877965,326.0919372,1014.40492,283.2994181,413.8381471,396.0774,177.8044993,152.0935064,330.856825,236.2924151,,,,,,,,,,,485.3354011,259.4422654,,
sc01,y2030,2030-01-14T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.54846,321.161383,999.0669802,279.0158923,407.5808582,390.088656,45.93171127,39.28986641,85.46926661,61.04072184,,,,,,,,,,,477.9970639,67.0209543,,
sc01,y2030,2030-01-14T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.7438522,344.4511195,1071.516558,299.2493544,437.1374964,418.376808,0.486337296,0.416011658,0.904971552,0.646315558,,,,,,,,,,,512.6600909,0.709635864,,
sc01,y2030,2030-01-14T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.087265,373.9713737,1163.347995,324.8957131,474.6011866,454.232664,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,556.5962414,0.00006,,
sc01,y2030,2030-01-14T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6588738,408.4145947,1270.493768,354.8190058,518.3125366,496.068048,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,607.859436,0.00006,,
sc01,y2030,2030-01-14T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.6326262,447.2181763,1391.203727,388.530456,567.5575514,543.199608,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,665.6123261,0.00006,,
sc01,y2030,2030-01-14T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.4781317,466.8642216,1452.318532,405.5983822,592.4900383,567.062064,0.000012,0.000012,0.000012,0.000012,,,,,,,,,,,694.8523046,0.00006,,
