,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-03-21T15:00:00+01:00,49.5485522,45.04413836,83.33165599,33.78310379,31.53089687,63.06179373,56.30517297,78.82724215,81.07944907,90.08827675,0,0,121.6191736,87.83606983,144.1412428,45.04413836,0,153.1500705,83.33165599,58.55737989,0,0,0,0
sc01,y2030,2030-03-21T16:00:00+01:00,48.27413605,43.88557825,81.18831972,32.91418368,30.71990476,61.43980954,54.85697278,76.79976192,78.9940408,87.77115644,0,0,118.4910612,85.57687754,140.4338504,43.88557825,0,149.210966,81.18831973,57.0512517,0,0,0,0
sc01,y2030,2030-03-21T17:00:00+01:00,47.25733043,42.96120948,79.47823751,32.2209071,30.07284663,60.14569328,53.70151184,75.18211657,77.33017706,85.92241894,0,0,115.9952656,83.77435848,137.4758703,42.96120948,0,146.0681122,79.47823754,55.84957231,0,0,0,0
sc01,y2030,2030-03-21T18:00:00+01:00,47.82618055,43.47834594,80.43494,32.60875946,30.43484217,60.86968432,54.34793242,76.08710541,78.26102271,86.9566919,0,0,117.3915341,84.78277459,139.130707,43.47834594,0,147.8263762,80.43493998,56.52184974,0,0,0,0
sc01,y2030,2030-03-21T19:00:00+01:00,57.24329479,52.03935891,96.27281395,39.02951918,36.42755121,72.85510245,65.04919861,91.06887809,93.67084602,104.0787178,0,0,140.506269,101.4767499,166.5259485,52.03935889,0,176.9338202,96.27281395,67.65116657,0,0,0,0
sc01,y2030,2030-03-21T20:00:00+01:00,59.96399746,54.51272494,100.8485412,40.88454371,38.15890745,76.31781496,68.14090618,95.39726866,98.12290493,109.0254499,0,0,147.1843574,106.2998137,174.4407199,54.51272495,0,185.3432649,100.8485412,70.86654244,0,0,0,0
sc01,y2030,2030-03-21T21:00:00+01:00,54.96143788,49.96494355,92.43514554,37.47370764,34.97546048,69.95092096,62.45617941,87.4386512,89.93689838,99.92988708,0,0,134.9053476,97.43163989,159.8878193,49.96494355,0,169.8808081,92.43514555,64.95442662,0,0,0,0
sc01,y2030,2030-03-21T22:00:00+01:00,45.20895577,41.09905073,76.03324382,30.82428804,28.7693355,57.53867099,51.3738134,71.92333876,73.97829128,82.19810143,0,0,110.9674369,80.14314889,131.5169623,41.09905073,0,139.7367724,76.03324382,53.42876593,0,0,0,0
sc01,y2030,2030-03-21T23:00:00+01:00,32.31017303,29.37288458,54.33983645,22.02966344,20.5610192,41.12203842,36.71610571,51.40254799,52.87119225,58.74576915,0,0,79.30678835,57.27712491,93.99323064,29.37288456,0,99.86780756,54.33983647,38.18474994,0,0,0,0
sc01,y2030,2030-03-22T00:00:00+01:00,21.47197313,19.51997556,36.1119548,14.63998167,13.6639829,27.32796579,24.39996946,34.15995724,35.13595601,39.03995114,0,0,52.70393403,38.06395235,62.46392182,19.51997556,0,66.36791692,36.11195481,25.37596823,0,0,0,0
sc01,y2030,2030-03-22T01:00:00+01:00,16.15696752,14.68815229,27.17308173,11.01611422,10.2817066,20.5634132,18.36019037,25.7042665,26.43867413,29.37630458,0,0,39.65801119,28.64189697,47.00208733,14.68815229,0,49.93971779,27.17308173,19.09459798,0,0,0,0
sc01,y2030,2030-03-22T02:00:00+01:00,13.19536981,11.99579074,22.19221287,8.996843056,8.397053518,16.79410704,14.99473842,20.9926338,21.59242334,23.99158149,0,0,32.388635,23.39179193,38.38653037,11.99579074,0,40.78568852,22.19221287,15.59452797,0,0,0,0
sc01,y2030,2030-03-22T03:00:00+01:00,11.40074183,10.36431076,19.1739749,7.773233069,7.255017531,14.51003506,12.95538845,18.13754382,18.65575937,20.72862152,0,0,27.98363904,20.21040598,33.16579442,10.36431076,0,35.23865658,19.1739749,13.47360399,0,0,0,0
sc01,y2030,2030-03-22T04:00:00+01:00,11.27002631,10.24547846,18.95413515,7.684108844,7.171834923,14.34366984,12.80684807,17.9295873,18.44186122,20.49095691,0,0,27.66279184,19.97868299,32.78553107,10.24547846,0,34.83462676,18.95413515,13.319122,0,0,0,0
sc01,y2030,2030-03-22T05:00:00+01:00,12.29604616,11.17822379,20.67971401,8.383667839,7.824756647,15.64951329,13.97277973,19.56189162,20.12080281,22.35644756,0,0,30.18120423,21.79753637,35.77031611,11.17822379,0,38.00596087,20.679714,14.53169092,0,0,0,0
sc01,y2030,2030-03-22T06:00:00+01:00,16.97731755,15.43392504,28.55276132,11.57544378,10.80374753,21.60749506,19.2924063,27.00936883,27.78106508,30.86785008,0,0,41.67159762,30.09615383,49.38856013,15.43392504,0,52.47534514,28.55276132,20.06410256,0,0,0,0
sc01,y2030,2030-03-22T07:00:00+01:00,22.50062008,20.45510916,37.84195194,15.34133187,14.31857641,28.63715281,25.56888644,35.79644103,36.81919648,40.91021832,0,0,55.22879473,39.88746286,65.45634931,20.45510917,0,69.54737115,37.84195196,26.59164191,0,0,0,0
sc01,y2030,2030-03-22T08:00:00+01:00,26.24036303,23.85487547,44.13151962,17.89115661,16.69841284,33.39682566,29.81859435,41.74603208,42.93877585,47.70975095,0,0,64.40816378,46.51700718,76.33560152,23.85487548,0,81.10657662,44.13151964,31.01133811,0,0,0,0
sc01,y2030,2030-03-22T09:00:00+01:00,35.63300647,32.39364225,59.92823817,24.2952317,22.67554959,45.35109916,40.49205282,56.68887396,58.30855606,64.78728452,0,0,87.4628341,63.16760241,103.6596552,32.39364226,0,110.1383837,59.92823818,42.11173494,0,0,0,0
sc01,y2030,2030-03-22T10:00:00+01:00,42.51986844,38.65442587,71.51068785,28.9908194,27.0580981,54.11619619,48.31803232,67.64524524,69.57796656,77.30885172,0,0,104.3669498,75.37613042,123.6941627,38.65442586,0,131.4250479,71.51068784,50.25075363,0,0,0,0
sc01,y2030,2030-03-22T11:00:00+01:00,50.64551527,46.04137754,85.17654843,34.53103315,32.22896426,64.45792855,57.55172191,80.57241069,82.87447957,92.08275507,0,0,124.3117193,89.78068621,147.3324081,46.04137753,0,156.5406836,85.17654844,59.8537908,0,0,0,0
sc01,y2030,2030-03-22T12:00:00+01:00,50.37781558,45.79801415,84.72632623,34.34851064,32.05860991,64.11721986,57.24751773,80.1465248,82.43642553,91.59602835,0,0,123.6546383,89.30612764,146.5536454,45.79801418,0,155.7132482,84.72632623,59.53741842,0,0,0,0
sc01,y2030,2030-03-22T13:00:00+01:00,49.58137946,45.0739813,83.38686543,33.80548597,31.55178691,63.10357382,56.34247664,78.87946731,81.13316637,90.14796261,0,0,121.6997495,87.89426355,144.2367402,45.0739813,0,153.2515365,83.38686543,58.5961757,0,0,0,0
sc01,y2030,2030-03-22T14:00:00+01:00,49.29935552,44.81759593,82.91255245,33.61319695,31.37231717,62.74463431,56.02199489,78.43079286,80.67167265,89.63519184,0,0,121.007509,87.39431203,143.4163069,44.81759593,0,152.3798261,82.91255247,58.26287471,0,0,0,0
sc01,y2030,2030-03-22T15:00:00+01:00,46.68084842,42.43713492,78.50869959,31.82785119,29.70599447,59.4119889,53.04641864,74.2649861,76.38684284,84.87426983,0,0,114.5802643,82.75241308,135.7988317,42.43713492,0,144.2862587,78.50869961,55.16827541,0,0,0,0
sc01,y2030,2030-03-22T16:00:00+01:00,45.04154868,40.94686243,75.75169549,30.71014682,28.66280372,57.32560742,51.18357803,71.65700925,73.70435239,81.89372487,0,0,110.5565286,79.84638175,131.0299598,40.94686244,0,139.2193323,75.75169549,53.23092116,0,0,0,0
sc01,y2030,2030-03-22T17:00:00+01:00,43.63191996,39.66538178,73.38095626,29.74903633,27.76576723,55.53153446,49.5817272,69.41441808,71.39768717,79.33076353,0,0,107.0965308,77.34749444,126.9292217,39.66538178,0,134.862298,73.38095626,51.56499628,0,0,0,0
sc01,y2030,2030-03-22T18:00:00+01:00,45.26226459,41.14751328,76.12289955,30.86063495,28.80325929,57.60651859,51.43439158,72.00814821,74.06552388,82.29502656,0,0,111.0982858,80.23765089,131.6720425,41.14751326,0,139.9015451,76.12289955,53.49176726,0,0,0,0
sc01,y2030,2030-03-22T19:00:00+01:00,54.44121499,49.49201364,91.56022523,37.11901024,34.64440953,69.2888191,61.86501707,86.61102388,89.08562456,98.98402727,0,0,133.6284368,96.5094266,158.3744437,49.49201363,0,168.2728464,91.56022525,64.33961773,0,0,0,0
sc01,y2030,2030-03-22T20:00:00+01:00,58.54597417,53.22361291,98.46368384,39.91770969,37.25652901,74.51305806,66.52951611,93.14132256,95.8025032,106.4472258,0,0,143.7037548,103.7860451,170.3155612,53.22361289,0,180.9602838,98.46368387,69.19069675,0,0,0,0
sc01,y2030,2030-03-22T21:00:00+01:00,52.5734876,47.79407961,88.41904731,35.84555972,33.45585574,66.91171149,59.74259956,83.63963935,86.02934336,95.58815926,0,0,129.044015,93.19845529,152.9410548,47.79407963,0,162.4998707,88.41904732,62.13230351,0,0,0,0
sc01,y2030,2030-03-22T22:00:00+01:00,43.51302793,39.55729813,73.18100151,29.66797358,27.69010867,55.38021736,49.44662264,69.22527169,71.20313658,79.11459621,0,0,106.8047049,77.13673131,126.583354,39.55729811,0,134.4948136,73.18100151,51.42448753,0,0,0,0
sc01,y2030,2030-03-22T23:00:00+01:00,32.19946711,29.27224281,54.15364923,21.95418212,20.49056998,40.98113995,36.59030352,51.22642495,52.6900371,58.54448566,0,0,79.03505561,57.08087353,93.67117702,29.27224282,0,99.52562559,54.15364922,38.05391567,0,0,0,0
sc01,y2030,2030-03-23T00:00:00+01:00,24.28334597,22.07576908,40.84017279,16.5568268,15.45303835,30.90607671,27.59471135,38.63259588,39.73638432,44.15153814,0,0,59.6045765,43.04774969,70.64246105,22.07576907,0,75.05761484,40.84017279,28.69849979,0,0,0,0
sc01,y2030,2030-03-23T01:00:00+01:00,17.92109952,16.29190866,30.140031,12.21893149,11.40433606,22.80867212,20.36488581,28.51084015,29.32543557,32.58381731,0,0,43.98815336,31.76922188,52.13410769,16.29190866,0,55.39248944,30.140031,21.17948124,0,0,0,0
sc01,y2030,2030-03-23T02:00:00+01:00,14.80820155,13.4620014,24.9047026,10.09650106,9.423400984,18.84680196,16.82750175,23.55850245,24.23160253,26.9240028,0,0,36.34740379,26.25090274,43.07840449,13.4620014,0,45.77080478,24.9047026,17.50060183,0,0,0,0
sc01,y2030,2030-03-23T03:00:00+01:00,12.87186927,11.70169934,21.64814378,8.776274503,8.191189533,16.38237907,14.62712416,20.47797384,21.0630588,23.40339868,0,0,31.59458821,22.81831371,37.44543787,11.70169934,0,39.78577774,21.64814378,15.21220913,0,0,0,0
sc01,y2030,2030-03-23T04:00:00+01:00,12.56523883,11.42294439,21.13244712,8.567208293,7.996061074,15.99212215,14.27868049,19.99015268,20.5612999,22.84588878,0,0,30.84194986,22.27474156,36.55342206,11.42294439,0,38.83801093,21.13244713,14.84982772,0,0,0,0
sc01,y2030,2030-03-23T05:00:00+01:00,13.79465751,12.54059773,23.2001058,9.405448297,8.778418413,17.55683683,15.67574716,21.94604603,22.57307591,25.08119546,0,0,33.85961387,24.45416558,40.12991273,12.54059773,0,42.63803228,23.2001058,16.30277705,0,0,0,0
sc01,y2030,2030-03-23T06:00:00+01:00,16.78654258,15.26049326,28.23191252,11.44536994,10.68234528,21.36469055,19.07561657,26.70586319,27.46888786,30.5209865,0,0,41.20333179,29.75796184,48.83357842,15.26049326,0,51.88567708,28.23191252,19.83864123,0,0,0,0
sc01,y2030,2030-03-23T07:00:00+01:00,22.89227372,20.81115792,38.50064215,15.60836844,14.56781055,29.1356211,26.0139474,36.41952637,37.46008426,41.62231585,0,0,56.19012641,40.58175794,66.59570536,20.81115792,0,70.75793694,38.50064217,27.05450529,0,0,0,0
sc01,y2030,2030-03-23T08:00:00+01:00,33.66949225,30.60862932,56.62596426,22.95647199,21.42604053,42.85208106,38.26078664,53.56510131,55.09553278,61.21725865,0,0,82.64329918,59.68682719,97.94761383,30.60862934,0,104.0693397,56.62596426,39.79121812,0,0,0,0
sc01,y2030,2030-03-23T09:00:00+01:00,44.81423373,40.74021248,75.36939308,30.55515935,28.51814873,57.03629745,50.92526558,71.2953718,73.33238243,81.48042495,0,0,109.9985737,79.4434143,130.3686799,40.74021248,0,138.5167224,75.36939306,52.96227621,0,0,0,0
sc01,y2030,2030-03-23T10:00:00+01:00,51.11920483,46.47200439,85.97320814,34.85400329,32.53040307,65.06080617,58.0900055,81.32600768,83.64960792,92.94400879,0,0,125.4744119,90.62040857,148.710414,46.47200438,0,158.0048149,85.9732081,60.4136057,0,0,0,0
sc01,y2030,2030-03-23T11:00:00+01:00,55.77283202,50.70257454,93.79976292,38.02693092,35.49180219,70.98360439,63.37821822,88.72950548,91.26463423,101.4051491,0,0,136.8969513,98.8700204,162.2482386,50.70257456,0,172.3887535,93.79976294,65.91334691,0,0,0,0
sc01,y2030,2030-03-23T12:00:00+01:00,55.97907795,50.89007088,94.14663112,38.16755315,35.62304961,71.24609922,63.61258856,89.05762401,91.60212756,101.7801417,0,0,137.4031913,99.23563817,162.8482268,50.89007086,0,173.026241,94.1466311,66.15709213,0,0,0,0
sc01,y2030,2030-03-23T13:00:00+01:00,54.5208072,49.56437017,91.69408485,37.17327763,34.69505912,69.39011826,61.95546274,86.73764783,89.21586632,99.12874035,0,0,133.8237995,96.65052184,158.6059846,49.56437019,0,168.5188586,91.69408485,64.43368123,0,0,0,0
sc01,y2030,2030-03-23T14:00:00+01:00,48.97444981,44.52222712,82.36612016,33.39167033,31.16555898,62.33111794,55.6527839,77.91389745,80.14000879,89.04445422,0,0,120.2100132,86.81834286,142.4711267,44.5222271,0,151.3755722,82.36612016,57.87889524,0,0,0,0
sc01,y2030,2030-03-23T15:00:00+01:00,48.21033053,43.82757323,81.08101047,32.87067992,30.67930125,61.35860249,54.78446654,76.69825314,78.88963179,87.65514644,0,0,118.3344477,85.46376777,140.2482343,43.82757321,0,149.0137489,81.08101047,56.97584518,0,0,0,0
sc01,y2030,2030-03-23T16:00:00+01:00,43.07914536,39.16285945,72.45128994,29.37214458,27.4140016,54.82800321,48.95357429,68.53500402,70.49314697,78.32571887,0,0,105.7397205,76.36757589,125.3211502,39.16285942,0,133.1537221,72.45128995,50.91171728,0,0,0,0
sc01,y2030,2030-03-23T17:00:00+01:00,42.1117189,38.28338083,70.82425455,28.71253563,26.79836659,53.59673316,47.85422604,66.99591646,68.91008549,76.56676165,0,0,103.3651283,74.65259261,122.5068187,38.28338082,0,130.1634948,70.82425455,49.76839506,0,0,0,0
sc01,y2030,2030-03-23T18:00:00+01:00,43.84695798,39.86087087,73.74261112,29.89565316,27.90260963,55.80521924,49.82608861,69.75652407,71.74956759,79.72174177,0,0,107.6243514,77.72869823,127.5547868,39.86087089,0,135.526961,73.74261114,51.81913213,0,0,0,0
sc01,y2030,2030-03-23T19:00:00+01:00,56.71861607,51.56237826,95.39039976,38.67178371,36.09366478,72.18732955,64.45297281,90.23416193,92.81228086,103.1247565,0,0,139.2184213,100.5466376,164.9996104,51.56237824,0,175.312086,95.39039978,67.03109173,0,0,0,0
sc01,y2030,2030-03-23T20:00:00+01:00,58.47182129,53.15620118,98.33897215,39.86715088,37.20934081,74.4186816,66.44525143,93.023352,95.68116208,106.3124023,0,0,143.5217431,103.6545923,170.0998437,53.15620118,0,180.731084,98.33897215,69.10306151,0,0,0,0
sc01,y2030,2030-03-23T21:00:00+01:00,52.88468222,48.07698383,88.94242007,36.05773787,33.65388867,67.30777735,60.09622976,84.13472168,86.53857087,96.15396765,0,0,129.8078563,93.75011846,153.8463482,48.07698383,0,163.461745,88.94242007,62.50007896,0,0,0,0
sc01,y2030,2030-03-23T22:00:00+01:00,44.01217195,40.01106539,74.02047098,30.00829904,28.00774578,56.01549154,50.01383175,70.01936445,72.0199177,80.02213079,0,0,108.0298766,78.02157752,128.0354093,40.0110654,0,136.0376224,74.02047098,52.01438501,0,0,0,0
sc01,y2030,2030-03-23T23:00:00+01:00,31.61628026,28.74207298,53.17283502,21.55655473,20.11945108,40.23890215,35.92759121,50.29862771,51.73573136,57.48414596,0,0,77.60359705,56.0470423,91.97463353,28.74207297,0,97.72304812,53.17283499,37.36469486,0,0,0,0
sc01,y2030,2030-03-24T00:00:00+01:00,23.61350307,21.46682097,39.71361879,16.10011573,15.02677468,30.05354935,26.8335262,37.56693669,38.64027775,42.93364193,0,0,57.96041661,41.86030089,68.6938271,21.46682096,0,72.9871913,39.71361879,27.90686727,0,0,0,0
sc01,y2030,2030-03-24T01:00:00+01:00,18.114425,16.46765909,30.46516931,12.35074432,11.52736136,23.05472271,20.58457386,28.81840341,29.64178635,32.93531819,0,0,44.46267954,32.11193522,52.69650908,16.46765909,0,55.99004091,30.46516932,21.40795682,0,0,0,0
sc01,y2030,2030-03-24T02:00:00+01:00,14.93819572,13.58017793,25.12332916,10.18513345,9.506124553,19.01224911,16.97522241,23.76531137,24.44432027,27.16035586,0,0,36.66648041,26.48134695,43.45656936,13.58017793,0,46.17260494,25.12332918,17.6542313,0,0,0,0
sc01,y2030,2030-03-24T03:00:00+01:00,12.91803858,11.74367144,21.72579216,8.807753582,8.220570006,16.44114003,14.6795893,20.55142503,21.13860859,23.48734287,0,0,31.70791288,22.90015931,37.57974861,11.74367144,0,39.9284829,21.72579216,15.26677287,0,0,0,0
sc01,y2030,2030-03-24T04:00:00+01:00,12.74290911,11.58446282,21.43125621,8.688347114,8.109123975,16.21824794,14.48057853,20.27280994,20.85203308,23.16892564,0,0,31.27804961,22.5897025,37.07028104,11.58446282,0,39.3871736,21.43125621,15.05980167,0,0,0,0
sc01,y2030,2030-03-24T05:00:00+01:00,13.17097853,11.97361685,22.15119117,8.980212639,8.381531796,16.76306359,14.96702106,20.95382949,21.55251033,23.9472337,0,0,32.32876549,23.34855285,38.31557391,11.97361685,0,40.71029729,22.15119117,15.5657019,0,0,0,0
sc01,y2030,2030-03-24T06:00:00+01:00,14.15241628,12.86583298,23.80179102,9.64937474,9.006083092,18.01216618,16.08229123,22.51520772,23.15849937,25.73166596,0,0,34.73774906,25.08837432,41.17066555,12.86583298,0,43.74383214,23.80179101,16.72558289,0,0,0,0
sc01,y2030,2030-03-24T07:00:00+01:00,16.05269198,14.59335635,26.99770925,10.94501726,10.21534944,20.43069889,18.24169543,25.5383736,26.26804143,29.1867127,0,0,39.40206213,28.45704487,46.69874031,14.59335635,0,49.61741157,26.99770924,18.97136325,0,0,0,0
sc01,y2030,2030-03-24T08:00:00+01:00,22.38726301,20.35205728,37.65130596,15.26404296,14.24644009,28.49288019,25.44007159,35.61610025,36.6337031,40.70411456,0,0,54.95055466,39.6865117,65.12658328,20.35205728,0,69.19699476,37.65130597,26.45767448,0,0,0,0
sc01,y2030,2030-03-24T09:00:00+01:00,28.57427613,25.97661466,48.05673711,19.482461,18.18363026,36.36726053,32.47076831,45.45907565,46.75790639,51.95322931,0,0,70.13685958,50.65439858,83.12516692,25.97661466,0,88.32048985,48.05673711,33.76959905,0,0,0,0
sc01,y2030,2030-03-24T10:00:00+01:00,33.19900696,30.18091542,55.83469351,22.63568657,21.1266408,42.25328158,37.72614428,52.81660198,54.32564774,60.36183083,0,0,81.48847164,58.85278507,96.57892933,30.18091542,0,102.6151124,55.83469353,39.23519005,0,0,0,0
sc01,y2030,2030-03-24T11:00:00+01:00,37.70891366,34.28083059,63.41953661,25.71062295,23.99658141,47.99316282,42.85103823,59.99145355,61.70549507,68.5616612,0,0,92.55824262,66.84761966,109.6986579,34.28083059,0,116.554824,63.4195366,44.56507979,0,0,0,0
sc01,y2030,2030-03-24T12:00:00+01:00,38.16772244,34.69792951,64.19116957,26.02344711,24.28855064,48.5771013,43.37241185,60.72137662,62.45627308,69.395859,0,0,93.68440964,67.66096251,111.0333744,34.69792951,0,117.9729603,64.19116957,45.10730832,0,0,0,0
sc01,y2030,2030-03-24T13:00:00+01:00,38.381026,34.89184184,64.54990742,26.16888138,24.42428929,48.84857859,43.6148023,61.06072322,62.80531531,69.78368366,0,0,94.20797297,68.0390916,111.6538939,34.89184182,0,118.6322623,64.54990739,45.35939439,0,0,0,0
sc01,y2030,2030-03-24T14:00:00+01:00,34.9379241,31.76174916,58.75923596,23.82131188,22.23322442,44.46644885,39.70218646,55.58306105,57.17114851,63.52349835,0,0,85.75672276,61.9354109,101.6375974,31.76174916,0,107.9899472,58.75923596,41.29027391,0,0,0,0
sc01,y2030,2030-03-24T15:00:00+01:00,34.22466747,31.11333405,57.559668,23.33500054,21.77933384,43.55866769,38.89166756,54.4483346,56.0040013,62.22666812,0,0,84.00600195,60.67100142,99.56266898,31.11333405,0,105.7853358,57.559668,40.44733426,0,0,0,0
sc01,y2030,2030-03-24T16:00:00+01:00,31.04636769,28.22397064,52.21434569,21.16797799,19.75677945,39.5135589,35.2799633,49.39194863,50.80314715,56.44794127,0,0,76.20472074,55.03674274,90.31670606,28.22397063,0,95.96150018,52.21434569,36.69116182,0,0,0,0
sc01,y2030,2030-03-24T17:00:00+01:00,30.95512832,28.14102573,52.06089764,21.1057693,19.69871802,39.39743603,35.17628219,49.24679507,50.65384633,56.28205148,0,0,75.98076953,54.8750002,90.05128238,28.14102575,0,95.67948754,52.06089763,36.58333347,0,0,0,0
sc01,y2030,2030-03-24T18:00:00+01:00,33.73890673,30.67173338,56.74270676,23.00380003,21.47021336,42.94042673,38.33966674,53.67553341,55.20912008,61.34346675,0,0,82.81368013,59.8098801,98.14954682,30.67173338,0,104.2838935,56.74270675,39.8732534,0,0,0,0
sc01,y2030,2030-03-24T19:00:00+01:00,46.4864978,42.26045255,78.18183721,31.69533941,29.58231679,59.16463356,52.8255657,73.95579196,76.06881457,84.52090509,0,0,114.1032219,82.40788247,135.2334481,42.26045254,0,143.6855387,78.18183721,54.93858832,0,0,0,0
sc01,y2030,2030-03-24T20:00:00+01:00,49.83996117,45.30905564,83.82175293,33.98179172,31.71633894,63.43267789,56.63631952,79.29084734,81.55630014,90.61811128,0,0,122.3344502,88.35265848,144.988978,45.30905564,0,154.0507892,83.82175291,58.90177231,0,0,0,0
sc01,y2030,2030-03-24T21:00:00+01:00,46.52018353,42.29107593,78.23849048,31.71830696,29.60375316,59.20750631,52.86384491,74.00938288,76.12393668,84.58215189,0,0,114.185905,82.46759808,135.331443,42.29107594,0,143.7896582,78.23849048,54.97839873,0,0,0,0
sc01,y2030,2030-03-24T22:00:00+01:00,37.83277053,34.39342776,63.62784134,25.79507081,24.07539943,48.15079885,42.9917847,60.18849857,61.90816995,68.78685552,0,0,92.86225493,67.06718411,110.0589688,34.39342775,0,116.9376544,63.62784134,44.7114561,0,0,0,0
sc01,y2030,2030-03-24T23:00:00+01:00,27.55234202,25.04758367,46.33802977,18.78568775,17.53330856,35.06661712,31.30947957,43.8332714,45.08565059,50.09516732,0,0,67.62847588,48.84278814,80.15226771,25.04758367,0,85.16178445,46.33802978,32.56185877,0,0,0,0
sc01,y2030,2030-03-25T00:00:00+01:00,23.47948357,21.34498506,39.48822236,16.00873879,14.94148954,29.88297908,26.68123132,37.35372385,38.4209731,42.68997012,0,0,57.63145966,41.62272086,68.30395219,21.34498506,0,72.5729492,39.48822237,27.74848057,0,0,0,0
sc01,y2030,2030-03-25T01:00:00+01:00,17.33792344,15.76174858,29.15923487,11.82131144,11.03322401,22.066448,19.70218572,27.58306,28.37114744,31.52349715,0,0,42.55672117,30.73540973,50.43759544,15.76174858,0,53.58994516,29.15923487,20.49027316,0,0,0,0
sc01,y2030,2030-03-25T02:00:00+01:00,14.60360997,13.27600907,24.56061679,9.957006803,9.293206349,18.5864127,16.59501134,23.23301588,23.89681633,26.55201815,0,0,35.84522449,25.88821768,42.48322902,13.27600907,0,45.13843084,24.56061679,17.2588118,0,0,0,0
sc01,y2030,2030-03-25T03:00:00+01:00,12.91504134,11.74094668,21.72075135,8.805710009,8.218662676,16.43732534,14.67618335,20.54665669,21.13370403,23.48189336,0,0,31.70055603,22.89484603,37.57102936,11.74094668,0,39.91921871,21.72075135,15.26323068,0,0,0,0
sc01,y2030,2030-03-25T04:00:00+01:00,12.8047953,11.64072299,21.53533753,8.730542244,8.148506097,16.29701219,14.55090374,20.37126524,20.95330138,23.28144598,0,0,31.42995209,22.69940983,37.25031358,11.64072299,0,39.57845818,21.53533753,15.1329399,0,0,0,0
sc01,y2030,2030-03-25T05:00:00+01:00,14.30648465,13.00589513,24.060906,9.75442135,9.10412659,18.20825318,16.25736891,22.76031648,23.41061124,26.01179026,0,0,35.11591687,25.3614955,41.61886442,13.00589513,0,44.22004346,24.060906,16.90766368,0,0,0,0
sc01,y2030,2030-03-25T06:00:00+01:00,21.42791431,19.4799221,36.03785587,14.60994158,13.63594547,27.27189094,24.34990262,34.08986368,35.06385979,38.95984419,0,0,52.59578967,37.98584809,62.33575071,19.4799221,0,66.23173513,36.03785587,25.32389873,0,0,0,0
sc01,y2030,2030-03-25T07:00:00+01:00,31.75767133,28.8706103,53.41062904,21.65295772,20.20942721,40.4188544,36.08826287,50.52356802,51.96709852,57.74122059,0,0,77.9506478,56.29769007,92.38595295,28.87061031,0,98.16007502,53.41062907,37.5317934,0,0,0,0
sc01,y2030,2030-03-25T08:00:00+01:00,39.98493191,36.34993808,67.24738544,27.26245356,25.44495667,50.8899133,45.43742261,63.61239164,65.42988854,72.69987616,0,0,98.14483281,70.88237926,116.3198019,36.3499381,0,123.5897895,67.24738547,47.25491949,0,0,0,0
sc01,y2030,2030-03-25T09:00:00+01:00,51.04329681,46.4029971,85.84554465,34.80224784,32.48209799,64.96419596,58.00374638,81.20524496,83.5253948,92.80599424,0,0,125.2880922,90.48584439,148.4895908,46.40299712,0,157.7701902,85.84554467,60.32389625,0,0,0,0
sc01,y2030,2030-03-25T10:00:00+01:00,56.76736447,51.606695,95.47238573,38.70502124,36.12468649,72.24937296,64.50836871,90.3117162,92.89205097,103.21339,0,0,139.3380764,100.6330552,165.1414239,51.60669498,0,175.4627629,95.47238571,67.08870348,0,0,0,0
sc01,y2030,2030-03-25T11:00:00+01:00,64.58612062,58.71465513,108.622112,44.03599135,41.10025857,82.20051718,73.3933189,102.7506465,105.6863792,117.4293102,0,0,158.5295688,114.4935775,187.8868964,58.71465511,0,199.6298274,108.622112,76.32905168,0,0,0,0
sc01,y2030,2030-03-25T12:00:00+01:00,63.45859119,57.68962835,106.7258125,43.26722129,40.38273985,80.76547975,72.11203548,100.9568497,103.8413311,115.3792567,0,0,155.7619966,112.4947753,184.6068108,57.68962838,0,196.1447365,106.7258125,74.99651688,0,0,0,0
sc01,y2030,2030-03-25T13:00:00+01:00,61.4285148,55.84410434,103.3115931,41.88307825,39.09087304,78.18174607,69.80513044,97.72718263,100.5193878,111.6882087,0,0,150.7790818,108.8960035,178.7011339,55.84410434,0,189.8699548,103.3115931,72.59733565,0,0,0,0
sc01,y2030,2030-03-25T14:00:00+01:00,58.47325752,53.15750683,98.34138762,39.86813012,37.21025481,74.42050958,66.44688352,93.02563694,95.68351227,106.3150136,0,0,143.5252684,103.6571383,170.1040218,53.15750683,0,180.7355232,98.34138764,69.10475889,0,0,0,0
sc01,y2030,2030-03-25T15:00:00+01:00,57.32572226,52.11429296,96.41144196,39.08571972,36.4800051,72.96001015,65.14286618,91.20001266,93.8057273,104.2285859,0,0,140.708591,101.6228712,166.7657374,52.11429296,0,177.188596,96.41144197,67.74858086,0,0,0,0
sc01,y2030,2030-03-25T16:00:00+01:00,56.39404132,51.26731027,94.84452401,38.45048271,35.88711721,71.77423441,64.08413784,89.71779298,92.28115851,102.5346206,0,0,138.4217377,99.97125505,164.0553929,51.26731029,0,174.308855,94.84452401,66.64750337,0,0,0,0
